 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),114546,103484,80401,63379,56778, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),12783,8650,5810,4387,3329, 
 收到的其他与经营活动有关的现金(万元),3161,291,180,775,299, 
 经营活动现金流入小计(万元),130491,112424,86391,68541,60406, 
 购买商品、接受劳务支付的现金(万元),85014,71922,52368,42251,38619, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),22278,19631,16032,14113,10779, 
 支付的各项税费(万元),2151,2945,3189,2214,1765, 
 支付的其他与经营活动有关的现金(万元),2517,2019,1864,1455,1550, 
 经营活动现金流出小计(万元),111960,96517,73452,60034,52713, 
 经营活动产生的现金流量净额(万元),18531,15908,12939,8507,7693, 
 收回投资所收到的现金(万元),180559,11300,6200,--,--, 
 取得投资收益所收到的现金(万元),1111,76,20,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),38,48,3,6,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),181708,11424,6223,6,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20933,13864,8689,7600,10663, 
 投资所支付的现金(万元),236359,6800,10700,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),257292,20664,19389,7600,10663, 
 投资活动产生的现金流量净额(万元),-75584,-9240,-13166,-7595,-10663, 
 吸收投资收到的现金(万元),65199,--,3192,3993,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),7854,7782,7132,8301,1028, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),15094,6057,5245,7320,7168, 
 筹资活动现金流入小计(万元),88148,13840,15569,19614,8196, 
 偿还债务支付的现金(万元),8500,4702,7670,3605,1744, 
 分配股利、利润或偿付利息所支付的现金(万元),3953,3053,1742,5324,94, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),12106,10804,5379,6995,5545, 
 筹资活动现金流出小计(万元),24559,18560,14791,15924,7383, 
 筹资活动产生的现金流量净额(万元),63589,-4720,778,3690,814, 
 汇率变动对现金及现金等价物的影响(万元),334,-369,999,691,-204, 
 现金及现金等价物净增加额(万元),6870,1578,1550,5294,-2360, 
 加:期初现金及现金等价物余额(万元),12087,10509,8959,3665,6025, 
 期末现金及现金等价物余额(万元),18958,12087,10509,8959,3665, 
 净利润(万元),12126,11686,12313,5960,4517, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),2642,1010,579,482,287, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),5059,3954,3178,2745,1913, 
 无形资产摊销(万元),124,102,79,63,57, 
 长期待摊费用摊销(万元),820,623,391,192,50, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),52,25,-12,68,18, 
 固定资产报废损失(万元),--,0,--,--,--, 
 公允价值变动损失(万元),--,0,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),-97,652,-750,-357,295, 
 投资损失(万元),-1048,0,--,--,--, 
 递延所得税资产减少(万元),-919,-143,186,-150,-281, 
 递延所得税负债增加(万元),1971,41,69,33,18, 
 存货的减少(万元),-1030,-4826,-1743,-1193,-1198, 
 经营性应收项目的减少(万元),90,-3137,-4688,-2975,-1217, 
 经营性应付项目的增加(万元),-1259,5920,3337,3542,2395, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,0,--,99,841, 
 经营活动产生现金流量净额(万元),18531,15908,12939,8507,7693, 
 债务转为资本(万元),0,--,--,--,--, 
 一年内到期的可转换公司债券(万元),0,--,--,--,--, 
 融资租入固定资产(万元),0,--,--,--,--, 
 现金的期末余额(万元),18958,12087,10509,8959,3665, 
 现金的期初余额(万元),12087,10509,8959,3665,6025, 
