 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),93924,85780,82371,71672,66372,59884,49173,40635,34782,28563,26862,24018, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2606,2427,1970,1209,52,18,--,23,104,53,12,0, 
 收到的其他与经营活动有关的现金(万元),9008,7758,2455,1487,2654,1708,2586,242,452,401,697,240, 
 经营活动现金流入小计(万元),105539,95965,86797,74368,69078,61610,51759,40900,35338,29017,27572,24258, 
 购买商品、接受劳务支付的现金(万元),48935,42066,29793,25330,21729,24500,19805,20265,15251,12902,11576,10195, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),42548,32609,25289,20926,17766,15005,13313,11318,8388,6870,5705,4988, 
 支付的各项税费(万元),8924,12592,11475,10021,9266,7559,6133,4500,4389,3217,2961,3244, 
 支付的其他与经营活动有关的现金(万元),6651,5467,4869,3211,3575,2916,4002,4243,2496,2695,2177,1814, 
 经营活动现金流出小计(万元),107058,92734,71426,59489,52335,49980,43253,40326,30524,25684,22418,20240, 
 经营活动产生的现金流量净额(万元),-1520,3230,15371,14879,16743,11630,8506,574,4814,3334,5153,4017, 
 收回投资所收到的现金(万元),205,--,--,--,--,--,1500,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),3,417,474,--,--,--,34,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,2,7,3,46,4,12,20,14,1,11,9, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),0,78400,--,--,1144,--,--,194,49,118,161,58, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),209,78819,481,3,1190,4,1546,215,63,120,173,67, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8773,3942,4399,26611,2544,2721,5105,2857,1367,2378,1409,588, 
 投资所支付的现金(万元),1200,340,1500,500,--,1000,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,33,566,3287,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),2500,--,78400,--,--,--,--,1500,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),12473,4315,84865,30397,2544,3721,5105,4357,1367,2378,1409,588, 
 投资活动产生的现金流量净额(万元),-12265,74504,-84385,-30395,-1354,-3717,-3559,-4143,-1304,-2258,-1237,-521, 
 吸收投资收到的现金(万元),20000,1201,106250,394,3757,179,2176,39635,--,102,--,779, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,96,--,--,--,--,--, 
 取得借款收到的现金(万元),20000,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,300,--,--,--,--, 
 筹资活动现金流入小计(万元),40000,1201,106250,394,3757,179,2176,39935,0,102,0,779, 
 偿还债务支付的现金(万元),10000,--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),27876,7988,6001,1503,735,1350,3560,--,2527,2639,320,0, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),25885,646,318,189,71,59,--,80,--,--,--,--, 
 筹资活动现金流出小计(万元),63760,8634,6319,1691,807,1409,3560,80,2527,2639,320,0, 
 筹资活动产生的现金流量净额(万元),-23760,-7433,99931,-1297,2950,-1230,-1383,39855,-2527,-2537,-320,779, 
