 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),3385364,1887291,1152466,415374,73281, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),3713,2101,148,67,417, 
 收到的其他与经营活动有关的现金(万元),227438,52918,42152,22117,1135, 
 经营活动现金流入小计(万元),3616515,1942310,1194766,437559,74832, 
 购买商品、接受劳务支付的现金(万元),1904161,1235759,595492,230213,60101, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),229996,212264,124967,43755,9842, 
 支付的各项税费(万元),186808,149330,155989,47455,2869, 
 支付的其他与经营活动有关的现金(万元),163923,110882,107406,49681,15911, 
 经营活动现金流出小计(万元),2484888,1708235,983854,371105,88723, 
 经营活动产生的现金流量净额(万元),1131627,234075,210913,66453,-13890, 
 收回投资所收到的现金(万元),526,44800,1003,--,--, 
 取得投资收益所收到的现金(万元),366,257,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),29,57,505,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),7063,75883,6194,108857,318, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),7984,120997,7702,108857,318, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),662927,718028,280082,155379,30053, 
 投资所支付的现金(万元),19203,166550,26283,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
