 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),331371,289604,300066,276950,266384,262104,307276,263278,243403,201086, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),590,722,222,654,386,929,859,1008,2088,4970, 
 收到的其他与经营活动有关的现金(万元),9061,6079,2586,7098,2878,11165,4453,9370,3042,18534, 
 经营活动现金流入小计(万元),341022,296405,302874,284703,269649,274198,312589,273657,248533,224590, 
 购买商品、接受劳务支付的现金(万元),189543,197433,184026,169645,165813,189618,195596,202800,162123,136842, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),68148,59477,50521,49213,47488,42007,39905,33627,26396,24018, 
 支付的各项税费(万元),24687,21695,20325,24210,21520,20558,23514,18728,15244,15562, 
 支付的其他与经营活动有关的现金(万元),32722,27777,33749,26036,27706,33336,30194,27402,27716,37836, 
 经营活动现金流出小计(万元),315100,306382,288620,269105,262527,285519,289210,282556,231479,214258, 
 经营活动产生的现金流量净额(万元),25922,-9977,14253,15598,7122,-11320,23379,-8899,17054,10332, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,6000,--,4687,--, 
 取得投资收益所收到的现金(万元),4125,3351,4235,5371,5300,2641,1902,1384,299,364, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2307,100,127,173,123,62,159,7763,304,67, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,810,--,1957, 
 收到的其他与投资活动有关的现金(万元),497,--,114,30885,--,184,163,75,224,5108, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6929,3451,4476,36428,5423,2887,8224,10032,5514,7496, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),16014,12876,8388,4872,8912,10900,8986,8805,4989,3457, 
 投资所支付的现金(万元),--,--,275,1370,1341,900,6000,3583,15952,1999, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,2488,--,141,--,--,--,1365, 
 支付的其他与投资活动有关的现金(万元),830,352,498,157,30026,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16844,13228,9161,8887,40279,11941,14986,12388,20941,6821, 
 投资活动产生的现金流量净额(万元),-9915,-9777,-4685,27542,-34857,-9054,-6763,-2356,-15427,675, 
 吸收投资收到的现金(万元),--,100,--,1000,62654,--,347,32935,480,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,100,--,1000,--,--,347,32935,480,--, 
 取得借款收到的现金(万元),72500,92000,63500,82000,94153,111172,65952,83589,75513,66047, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),300,44461,--,1920,--,3634,1119,1816,--,5857, 
 筹资活动现金流入小计(万元),72800,136561,63500,84920,156807,114806,67418,118340,75993,71904, 
 偿还债务支付的现金(万元),66650,73975,67000,94475,109985,73917,81331,60571,61338,68220, 
 分配股利、利润或偿付利息所支付的现金(万元),9663,7457,8184,8853,10393,10279,9056,9540,11021,10490, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,104,462,299,3172,442, 
 支付其他与筹资活动有关的现金(万元),--,44125,--,--,1920,32500,2973,1119,1816,4703, 
 筹资活动现金流出小计(万元),76313,125557,75184,103328,122298,116696,93359,71231,74175,83413, 
 筹资活动产生的现金流量净额(万元),-3513,11004,-11684,-18408,34509,-1890,-25941,47110,1818,-11509, 
 汇率变动对现金及现金等价物的影响(万元),132,-141,136,62,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),12626,-8891,-1980,24793,6774,-22263,-9325,35854,3445,-502, 
 加:期初现金及现金等价物余额(万元),42579,51469,53449,28656,21873,44136,53461,17607,14162,14664, 
 期末现金及现金等价物余额(万元),55204,42579,51469,53449,28647,21873,44136,53461,17607,14162, 
 净利润(万元),38788,16126,12476,14777,15563,14756,13500,18342,13824,14278, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),3619,5469,6719,4189,4696,3405,1607,2148,1204,617, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4090,3757,3754,4014,3901,3466,3461,3247,3062,2978, 
 无形资产摊销(万元),286,286,290,271,263,265,265,236,202,201, 
 长期待摊费用摊销(万元),1243,691,703,832,685,555,449,325,323,240, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-2094,111,48,54,136,67,-114,-5837,-52,0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,0,0, 
 公允价值变动损失(万元),-4,205,-4,--,-14,105,-341,-174,592,-169, 
