 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),122784,113689,128820,161468,177498,168062,141054,136696,142396,103480, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1432,88,398,768,546,524,157,520,500,265, 
 收到的其他与经营活动有关的现金(万元),21258,9405,15414,22276,17488,15093,17902,14665,10978,30062, 
 经营活动现金流入小计(万元),145473,123183,144633,184512,195533,183679,159113,151881,153874,133807, 
 购买商品、接受劳务支付的现金(万元),88393,78501,90983,97493,106043,101801,87651,86277,99330,69405, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),19368,19140,20315,21270,23069,19350,17896,17801,16274,12469, 
 支付的各项税费(万元),7237,6732,9036,15260,12921,13853,10286,7797,5682,5763, 
 支付的其他与经营活动有关的现金(万元),25350,22212,22652,37659,34262,31099,26436,25939,17798,20736, 
 经营活动现金流出小计(万元),140348,126584,142986,171681,176296,166103,142269,137815,139083,108374, 
 经营活动产生的现金流量净额(万元),5125,-3401,1647,12830,19237,17576,16844,14065,14790,25433, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),142,10,1,8,993,28,2397,3,750,261, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,123,--,745,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),142,10,1,8,993,151,2397,748,750,261, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),745,576,980,3092,4797,12277,21152,19603,19361,19824, 
 投资所支付的现金(万元),15,--,--,--,--,--,333,114,134,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,21,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),760,576,980,3092,4797,12277,21485,19717,19515,19824, 
 投资活动产生的现金流量净额(万元),-618,-566,-979,-3084,-3804,-12126,-19088,-18969,-18765,-19564, 
 吸收投资收到的现金(万元),--,--,--,3306,--,--,58420,--,18704,350, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,10000,10000,--,28000,6000,4000,25000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),3205,2812,--,190,--,--,--,--,59838,33350, 
 筹资活动现金流入小计(万元),3205,2812,0,13496,10000,0,86420,6000,82542,58700, 
 偿还债务支付的现金(万元),--,--,--,20000,10000,5000,39000,--,4000,22550, 
 分配股利、利润或偿付利息所支付的现金(万元),9340,--,--,16118,12589,10133,1460,1425,26101,1339, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),13426,2765,1472,58,2564,16,942,192,44193,31015, 
 筹资活动现金流出小计(万元),22767,2765,1472,36176,25153,15149,41402,1617,74294,54904, 
 筹资活动产生的现金流量净额(万元),-19562,47,-1472,-22681,-15153,-15149,45018,4383,8248,3796, 
 汇率变动对现金及现金等价物的影响(万元),299,-107,269,58,-87,-231,-37,-20,63,34, 
 现金及现金等价物净增加额(万元),-14755,-4028,-535,-12876,193,-9930,42737,-540,4336,9700, 
 加:期初现金及现金等价物余额(万元),34230,38257,38792,51668,51476,61405,18668,19208,14872,5173, 
 期末现金及现金等价物余额(万元),19475,34229,38257,38792,51668,51476,61405,18668,19208,14872, 
 净利润(万元),838,3600,6951,11714,18889,15596,12382,12259,5725,9357, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1766,5170,4729,4988,4047,2629,2107,1781,2004,823, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4555,4472,4626,4526,4189,2879,2458,2477,1664,1240, 
 无形资产摊销(万元),830,826,813,796,798,793,961,893,801,527, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,5,18,18, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-41,-16,2,-3,1444,-35,185,-22,81,10, 
 固定资产报废损失(万元),17,--,--,--,--,0,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,111,322,178,-18,-42,-93, 
 财务费用(万元),--,--,--,424,551,--,1105,1297,491,697, 
 投资损失(万元),--,-83,--,--,--,475,-165,94,52,--, 
 递延所得税资产减少(万元),-205,87,-391,-655,-582,-457,-650,-317,-1262,-2454, 
 递延所得税负债增加(万元),50,-6,-6,-3,18,--,--,--,-0,0, 
 存货的减少(万元),7240,-4571,-1205,1713,2576,-5071,8332,-3430,274,-6179, 
 经营性应收项目的减少(万元),3935,-38007,412,-3756,-24497,-25486,-19994,-24699,-7588,-6172, 
 经营性应付项目的增加(万元),-12658,26555,-13646,-5672,12697,24061,6773,22714,7916,27660, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),-1203,-1429,-638,-1242,-1005,1870,3173,1031,4657,--, 
 经营活动产生现金流量净额(万元),5125,-3401,1647,12830,19237,17576,16844,14065,14790,25433, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),19475,34229,38257,38792,51668,51476,61405,18668,19208,14872, 
 现金的期初余额(万元),34230,38257,38792,51668,51476,61405,18668,19208,14872,5173, 
 现金等价物的期末余额(万元),--,--,--,0,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,0,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-14755,-4028,-535,-12876,193,-9930,42737,-540,4336,9700, 

