 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),64742,46183,50319,51409,38352,31403,29939,24590,19324,11949,10066, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2419,780,554,214,494,188,218,139,28,66,--, 
 收到的其他与经营活动有关的现金(万元),1638,1322,1267,1241,479,758,584,641,1080,448,293, 
 经营活动现金流入小计(万元),68799,48285,52140,52864,39324,32349,30741,25371,20431,12463,10360, 
 购买商品、接受劳务支付的现金(万元),36252,30016,31597,34804,29816,33825,20696,14118,11347,9773,9333, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12403,8477,7219,6265,5430,4354,3100,2193,668,357,161, 
 支付的各项税费(万元),4205,3055,4129,3464,2453,2427,2128,1929,1315,305,206, 
 支付的其他与经营活动有关的现金(万元),6430,4869,4262,3034,4326,3143,1746,2190,3019,707,863, 
 经营活动现金流出小计(万元),59290,46417,47206,47567,42025,43749,27671,20430,16349,11142,10562, 
 经营活动产生的现金流量净额(万元),9509,1867,4934,5297,-2701,-11400,3070,4941,4082,1321,-203, 
 收回投资所收到的现金(万元),6000,--,--,--,--,--,--,--,100,--,--, 
 取得投资收益所收到的现金(万元),27,--,--,--,--,--,--,--,0,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,4,23,41,3,1,47,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),1,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),4061,--,--,--,--,68,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),10096,4,23,41,3,68,47,0,100,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1957,4125,5001,2270,3528,2634,2884,596,3093,67,1, 
 投资所支付的现金(万元),12964,600,1701,--,98,--,--,--,100,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,850,11831,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),258,243,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),15179,4968,7552,14101,3626,2634,2884,596,3193,67,1, 
 投资活动产生的现金流量净额(万元),-5084,-4964,-7529,-14059,-3623,-2565,-2837,-596,-3093,-67,-1, 
 吸收投资收到的现金(万元),--,--,--,38500,--,--,16924,--,3262,148,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),9434,15399,--,10106,11383,6800,2000,2400,1470,19,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),164,8,81,162,130,4951,--,--,--,--,--, 
 筹资活动现金流入小计(万元),9598,15407,81,48768,11513,11751,18924,2400,4732,167,0, 
 偿还债务支付的现金(万元),7264,5118,1284,20215,6800,1000,2900,1970,19,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1155,1105,1129,1738,1579,1286,1519,120,16,2,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4746,14301,20,247,158,--,5393,--,--,--,--, 
 筹资活动现金流出小计(万元),13165,20524,2434,22200,8537,2286,9812,2090,35,2,0, 
 筹资活动产生的现金流量净额(万元),-3567,-5117,-2353,26568,2976,9465,9112,310,4697,165,0, 
 汇率变动对现金及现金等价物的影响(万元),10,-18,22,31,4,0,-0,-6,-4,0,--, 
 现金及现金等价物净增加额(万元),868,-8232,-4926,17837,-3343,-4499,9344,4649,5682,1419,-204, 
 加:期初现金及现金等价物余额(万元),18349,26581,31507,13670,17013,21512,12168,7519,1837,418,622, 
 期末现金及现金等价物余额(万元),19217,18349,26581,31507,13670,17013,21512,12168,7519,1837,418, 
 净利润(万元),2151,1580,4005,5827,5825,5369,4980,4485,3534,1486,730, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),3050,474,2330,1414,763,593,228,84,-111,118,64, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1669,1208,910,927,660,313,333,260,105,1,--, 
 无形资产摊销(万元),510,312,193,84,44,23,8,--,--,--,--, 
 长期待摊费用摊销(万元),9,20,177,50,44,20,44,22,14,4,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),3,-0,-13,-25,15,0,-6,--,--,--,--, 
 固定资产报废损失(万元),0,2,62,0,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),809,439,6,514,490,266,159,126,20,0,--, 
 投资损失(万元),-27,-0,--,--,--,--,--,--,-0,--,--, 
 递延所得税资产减少(万元),-639,-256,-65,-258,-150,-90,-35,-2,0,-15,-13, 
 递延所得税负债增加(万元),72,-50,-8,46,1,44,--,--,--,--,--, 
 存货的减少(万元),-998,1276,308,-631,-784,-918,-1132,-166,-929,342,-519, 
 经营性应收项目的减少(万元),-7234,-488,-6568,-9805,-8972,-11997,-7312,-3156,-132,-500,-2288, 
 经营性应付项目的增加(万元),10134,-2649,3596,7153,-639,-5023,5804,3288,1580,-117,1823, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),9509,1867,4934,5297,-2701,-11400,3070,4941,4082,1321,-203, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),19217,18349,26581,31507,13670,17013,21512,12168,7519,1837,418, 
 现金的期初余额(万元),18349,26581,31507,13670,17013,21512,12168,7519,1837,418,622, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),868,-8232,-4926,17837,-3343,-4499,9344,4649,5682,1419,-204, 

