 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),1349812,1089161,691378,648841,938674,1062527,969361,970517,863156,798058,962447,989233,184941, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到的税费返还(万元),3366,1238,721,696,80,729,490,320,109,--,139,44,321, 
 收到的其他与经营活动有关的现金(万元),50691,46489,34447,24965,17434,25439,51528,29726,14200,13555,13540,15552,20, 
 经营活动现金流入小计(万元),1403868,1136887,726546,674503,956189,1088696,1021379,1000562,877465,811613,976126,1004830,185282, 
 购买商品、接受劳务支付的现金(万元),570486,576370,427035,433106,672828,785688,770809,704300,713382,754709,742019,872774,157756, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 支付给职工以及为职工支付的现金(万元),161918,115167,78011,84143,82232,75132,78796,60166,45596,41816,39353,37556,9575, 
 支付的各项税费(万元),253451,132461,64476,55687,86909,99262,81370,76246,42694,38794,58499,48474,11191, 
 支付的其他与经营活动有关的现金(万元),60723,57525,22479,30907,30935,54433,39553,48673,47319,30941,30716,27283,14714, 
 经营活动现金流出小计(万元),1046578,881523,592002,603843,872905,1014516,970528,889386,848991,866261,870587,986087,193235, 
 经营活动产生的现金流量净额(万元),357290,255364,134545,70659,83284,74180,50851,111176,28474,-54647,105539,18743,-7953, 
 收回投资所收到的现金(万元),1532,2816,978,15,3005,--,--,27358,--,500,--,6084,5588, 
 取得投资收益所收到的现金(万元),2858,1469,1609,1208,627,895,1164,932,559,260,516,1154,11, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),26,35,28,83,11757,65,8361,3787,259,40,334,600,76, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,2,--,0,--, 
 收到的其他与投资活动有关的现金(万元),90000,41500,--,--,5214,2499,2911,1989,1348,2524,2084,1295,709, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 投资活动现金流入小计(万元),94416,45820,2615,1306,20604,3459,12436,34066,2166,3325,2934,9134,6385, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),25266,13180,3854,4884,18019,7240,32166,45609,30052,41605,8877,23057,6054, 
 投资所支付的现金(万元),--,--,--,1559,106,6132,5000,--,13300,1050,6848,6095,4720, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,949,--,36800,--,42618,13790,--,--,0,--, 
 支付的其他与投资活动有关的现金(万元),35000,96500,--,--,--,--,--,--,1445,--,--,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 投资活动现金流出小计(万元),60266,109680,3854,7392,18125,50172,37166,88227,58586,42655,15725,29152,10774, 
 投资活动产生的现金流量净额(万元),34149,-63860,-1239,-6086,2479,-46713,-24730,-54161,-56421,-39330,-12791,-20018,-4390, 
 吸收投资收到的现金(万元),66840,--,--,--,--,8206,--,3578,1091,--,2672,0,38529, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,3578,1091,--,--,0,--, 
 取得借款收到的现金(万元),262735,258775,269821,390600,419131,446685,442740,360339,325013,230917,194850,149870,45695, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,34336,--,--,--,--,--,--,21000,0,--, 
 筹资活动现金流入小计(万元),329576,258775,269821,424937,419131,454891,442740,363917,326104,230917,218522,149870,84224, 
 偿还债务支付的现金(万元),276543,424024,374036,356688,465043,425570,395259,304978,269062,179320,193638,147830,59393, 
 分配股利、利润或偿付利息所支付的现金(万元),216251,45549,11276,120037,36962,149598,24638,19009,11373,9242,14668,9224,3676, 
 其中：子公司支付给少数股东的股利、利润(万元),--,4458,56,57,33,135,4207,128,--,--,--,0,--, 
 支付其他与筹资活动有关的现金(万元),613,15300,19100,--,--,772,118,308,339,258,28052,232,27, 
 筹资活动现金流出小计(万元),493407,484872,404412,476725,502005,575940,420015,324295,280775,188820,236357,157285,63096, 
 筹资活动产生的现金流量净额(万元),-163831,-226097,-134592,-51788,-82873,-121049,22725,39622,45329,42097,-17835,-7416,21128, 
 汇率变动对现金及现金等价物的影响(万元),732,970,-1015,-312,-621,391,242,753,-168,-17,-26,-109,-5, 
 现金及现金等价物净增加额(万元),228341,-33624,-2301,12473,2269,-93191,49087,97390,17215,-51897,74887,-8800,8780, 
 加:期初现金及现金等价物余额(万元),88337,121960,124261,111789,109374,202565,153478,56087,38873,120568,45395,54195,45415, 
 期末现金及现金等价物余额(万元),316677,88337,121960,124261,111643,109374,202565,153478,56087,68671,120282,45395,54195, 
 净利润(万元),293198,255023,69416,11468,59868,58453,53705,76740,31370,3705,1666,28229,7156, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,829,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 资产减值准备(万元),-1,6374,1703,9518,2737,3279,549,3384,5877,6841,766,576,-428, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),37400,35360,41407,43315,47876,58995,59781,52449,48142,44857,40152,38637,6740, 
 无形资产摊销(万元),4737,5354,5267,5449,6536,6669,6528,6427,1704,792,740,740,193, 
 长期待摊费用摊销(万元),5857,6272,6137,5766,8455,2458,1088,851,82,107,--,0,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-65,841,263,383,-2669,333,-4043,-2385,743,1958,126,17,12, 
 固定资产报废损失(万元),3157,669,--,9,--,--,-109,-4,--,0,--,93,--, 
 公允价值变动损失(万元),45,28,20,-45,-11,-26,-7,34,-11,-37,128,-19,-18, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 财务费用(万元),3188,6426,10201,13125,20321,17491,17921,16464,9305,8194,9592,7796,2148, 
 投资损失(万元),-3319,-1523,-1425,-1297,-720,-1119,-917,-19698,-3529,-360,-1087,-1136,-310, 
 递延所得税资产减少(万元),-6117,3117,-3192,-4943,-3496,-149,-783,-828,-395,-50,-293,68,13, 
 递延所得税负债增加(万元),2814,--,--,--,--,--,--,--,--,0,-3,0,3, 
 存货的减少(万元),-3482,26693,-34258,5682,14132,394,13628,11730,-33300,1515,7994,-15115,-18441, 
 经营性应收项目的减少(万元),117829,-37892,45845,-39607,28893,-94312,-25708,-88224,-20154,-65977,-27977,-45707,28392, 
 经营性应付项目的增加(万元),-97952,-51379,-6839,21836,-98638,21715,-70783,54238,-11360,-56195,73735,3736,-33413, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 经营活动产生现金流量净额(万元),357290,255364,134545,70659,83284,74180,50851,111176,28474,-54647,105539,18743,-7953, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--, 
 现金的期末余额(万元),316677,88337,121960,124261,111643,109374,202565,153478,56087,68671,120282,45395,54195, 
 现金的期初余额(万元),88337,121960,124261,111789,109374,202565,153478,56087,38873,120568,45395,54195,45415, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 现金及现金等价物的净增加额(万元),228341,-33624,-2301,12473,2269,-93191,49087,97390,17215,-51897,74887,-8800,8780, 

