 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),60704,59670,51211,55964,51836, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1096,485,365,672,317, 
 经营活动现金流入小计(万元),61800,60154,51576,56636,52154, 
 购买商品、接受劳务支付的现金(万元),42450,40965,35475,39816,33541, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6931,6958,5967,4824,3578, 
 支付的各项税费(万元),6609,6772,6494,5371,7362, 
 支付的其他与经营活动有关的现金(万元),2612,2264,3931,1685,1506, 
 经营活动现金流出小计(万元),58602,56959,51867,51696,45988, 
 经营活动产生的现金流量净额(万元),3198,3195,-291,4940,6165, 
 收回投资所收到的现金(万元),--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),118,397,11,23,91, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,360,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),118,397,371,23,91, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2292,4186,404,926,915, 
 投资所支付的现金(万元),--,--,--,1210,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,-71,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),2292,4186,404,2065,915, 
 投资活动产生的现金流量净额(万元),-2175,-3789,-33,-2041,-824, 
 吸收投资收到的现金(万元),--,--,5431,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,1500,1900,200, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,428,265,--, 
 筹资活动现金流入小计(万元),0,0,7359,2165,200, 
 偿还债务支付的现金(万元),--,1500,200,1900,400, 
 分配股利、利润或偿付利息所支付的现金(万元),2000,1534,3722,1604,3243, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,1847,1422,2859, 
 支付其他与筹资活动有关的现金(万元),581,246,--,--,--, 
 筹资活动现金流出小计(万元),2581,3281,3922,3504,3643, 
 筹资活动产生的现金流量净额(万元),-2581,-3281,3436,-1339,-3443, 
 汇率变动对现金及现金等价物的影响(万元),-36,-52,156,145,10, 
 现金及现金等价物净增加额(万元),-1594,-3926,3268,1704,1909, 
 加:期初现金及现金等价物余额(万元),4388,8314,5046,3342,1434, 
 期末现金及现金等价物余额(万元),2794,4388,8314,5046,3342, 
 净利润(万元),10571,11018,11774,11312,13794, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),149,228,949,185,151, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2119,2098,2076,941,891, 
 无形资产摊销(万元),193,156,118,33,57, 
 长期待摊费用摊销(万元),--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-57,49,6,86,38, 
 固定资产报废损失(万元),126,112,51,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),28,137,-120,-129,4, 
 投资损失(万元),--,--,--,-948,555, 
 递延所得税资产减少(万元),-41,88,-58,26,-15, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),-5123,126,-873,-10438,-3625, 
 经营性应收项目的减少(万元),-3396,-14307,-9502,2118,-3875, 
 经营性应付项目的增加(万元),-1142,3719,-5721,1811,-1770, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),-228,-228,1010,-59,-39, 
 经营活动产生现金流量净额(万元),3198,3195,-291,4940,6165, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),2794,4388,8314,5046,3342, 
 现金的期初余额(万元),4388,8314,5046,3342,1434, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1594,-3926,3268,1704,1909, 

