 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),42384,30860,17368,13909,7986, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),231,104,46,4,76, 
 收到的其他与经营活动有关的现金(万元),324,251,136,534,693, 
 经营活动现金流入小计(万元),42939,31215,17550,14448,8756, 
 购买商品、接受劳务支付的现金(万元),21756,15723,11029,4706,3964, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6204,5124,3631,2149,1565, 
 支付的各项税费(万元),4027,5007,2735,1031,833, 
 支付的其他与经营活动有关的现金(万元),4246,4241,3554,4370,2433, 
 经营活动现金流出小计(万元),36233,30095,20949,12257,8795, 
 经营活动产生的现金流量净额(万元),6706,1120,-3399,2190,-39, 
 收回投资所收到的现金(万元),1250,4656,8150,500,400, 
 取得投资收益所收到的现金(万元),2,5,17,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,5,11,0,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),1254,4666,8178,500,402, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1124,818,756,261,151, 
 投资所支付的现金(万元),1250,4506,8300,500,400, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,863,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),2374,6187,9056,761,551, 
 投资活动产生的现金流量净额(万元),-1120,-1521,-878,-261,-149, 
 吸收投资收到的现金(万元),--,5870,3205,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,25,5,--,--, 
 取得借款收到的现金(万元),10200,4700,5874,6420,5220, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),2610,1661,1973,--,288, 
 筹资活动现金流入小计(万元),12810,12230,11052,6420,5508, 
 偿还债务支付的现金(万元),10100,4500,5320,5750,5350, 
 分配股利、利润或偿付利息所支付的现金(万元),314,146,300,523,270, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),90,4760,1848,885,--, 
 筹资活动现金流出小计(万元),10504,9406,7468,7158,5620, 
 筹资活动产生的现金流量净额(万元),2306,2824,3584,-738,-112, 
 汇率变动对现金及现金等价物的影响(万元),7,-51,7,--,--, 
 现金及现金等价物净增加额(万元),7898,2372,-686,1191,-301, 
 加:期初现金及现金等价物余额(万元),3281,909,1595,404,705, 
 期末现金及现金等价物余额(万元),11179,3281,909,1595,404, 
 净利润(万元),7613,6202,4355,1593,-111, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),312,539,425,133,181, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),730,678,556,538,523, 
 无形资产摊销(万元),57,35,33,29,31, 
 长期待摊费用摊销(万元),146,131,108,69,45, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,17,-6,1,-1, 
 固定资产报废损失(万元),3,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),309,235,320,323,351, 
 投资损失(万元),-2,-5,-17,-0,-0, 
 递延所得税资产减少(万元),-3,-35,-61,-20,-28, 
 递延所得税负债增加(万元),12,6,6,-3,7, 
 存货的减少(万元),-315,-906,-2286,-354,-1350, 
 经营性应收项目的减少(万元),-9636,-13145,-10921,-1245,-1986, 
 经营性应付项目的增加(万元),7481,7368,4089,1126,2298, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,--,--, 
 经营活动产生现金流量净额(万元),6706,1120,-3399,2190,-39, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),11179,3281,909,1595,404, 
 现金的期初余额(万元),3281,909,1595,404,705, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),7898,2372,-686,1191,-301, 

