 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),762332,514168,324053,289782,251823,161411,97092, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),616,516,793,692,673,358,416, 
 收到的其他与经营活动有关的现金(万元),23178,17498,36072,13969,15294,11582,12174, 
 经营活动现金流入小计(万元),786126,532182,360917,304443,267790,173351,109683, 
 购买商品、接受劳务支付的现金(万元),397573,176229,151472,96736,109405,101124,68807, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),74690,45440,32970,29306,23174,21344,13609, 
 支付的各项税费(万元),127844,72927,44845,24597,24025,14641,11173, 
 支付的其他与经营活动有关的现金(万元),61290,44691,38739,58571,29487,28784,25646, 
 经营活动现金流出小计(万元),661397,339286,268027,209210,186092,165892,119235, 
 经营活动产生的现金流量净额(万元),124729,192896,92891,95233,81699,7458,-9552, 
 收回投资所收到的现金(万元),68000,--,3000,--,--,--,--, 
 取得投资收益所收到的现金(万元),810,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),46219,10201,50,34,197,771,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,3039,--,432,--,--, 
 收到的其他与投资活动有关的现金(万元),192870,51360,2687,2903,20,3822,126, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),307899,61561,8775,2937,648,4593,126, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),272367,220968,54629,66439,38601,22097,21690, 
 投资所支付的现金(万元),39000,29784,329,--,--,--,4050, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),2213,--,--,5451,996,10000,--, 
 支付的其他与投资活动有关的现金(万元),79353,143004,50128,667,2872,20,5903, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),392933,393757,105087,72557,42468,32117,31643, 
 投资活动产生的现金流量净额(万元),-85034,-332196,-96312,-69620,-41819,-27523,-31517, 
 吸收投资收到的现金(万元),--,129140,--,--,100,600,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,100,600,--, 
 取得借款收到的现金(万元),278128,255551,150140,228800,107290,152318,61720, 
 发行债券收到的现金(万元),--,59115,19660,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),22163,9518,23701,42501,64542,48926,105047, 
 筹资活动现金流入小计(万元),300290,453323,193501,271301,171932,201843,166767, 
 偿还债务支付的现金(万元),251361,226215,145390,161550,142369,106859,61150, 
 分配股利、利润或偿付利息所支付的现金(万元),46678,18040,12408,12158,9704,9167,10763, 
 其中：子公司支付给少数股东的股利、利润(万元),--,3741,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),54973,26226,32363,116231,62398,62562,57242, 
 筹资活动现金流出小计(万元),353012,270482,190161,289939,214472,178588,129155, 
 筹资活动产生的现金流量净额(万元),-52722,182841,3340,-18638,-42540,23256,37612, 
 汇率变动对现金及现金等价物的影响(万元),447,-176,94,54,25,-21,12, 
 现金及现金等价物净增加额(万元),-12580,43366,12,7028,-2635,3170,-3445, 
 加:期初现金及现金等价物余额(万元),54242,10876,10863,3835,6470,3210,6655, 
 期末现金及现金等价物余额(万元),41662,54242,10876,10863,3835,6380,3210, 
 净利润(万元),285160,155266,66176,25763,17404,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),2032,1081,-80,12083,419,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),72309,47803,47548,44697,34302,--,--, 
 无形资产摊销(万元),1311,1105,1078,804,645,--,--, 
 长期待摊费用摊销(万元),14,2,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-3,244,297,12,33,--,--, 
 固定资产报废损失(万元),471,193,66,888,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),17146,14926,11651,15832,17923,--,--, 
 投资损失(万元),-804,-16,-446,--,50,--,--, 
 递延所得税资产减少(万元),-6636,-2626,-369,588,-629,--,--, 
 递延所得税负债增加(万元),353,35,--,--,--,--,--, 
 存货的减少(万元),-132035,-44274,-1395,-18873,816,--,--, 
 经营性应收项目的减少(万元),-163992,-74164,-16289,-52702,-14973,--,--, 
 经营性应付项目的增加(万元),49403,93321,-15346,66139,25998,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,-290,--,--, 
 经营活动产生现金流量净额(万元),124729,192896,92891,95233,81699,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),41662,54242,10876,10863,3835,6380,3210, 
 现金的期初余额(万元),54242,10876,10863,3835,6470,3210,6655, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-12580,43366,12,7028,-2635,3170,-3445, 

