 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),829969,480334,286829,330094,405771,469157,385894,378496,322779,181387,145094,101508, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),444,--,92,--,--,--,170,--,--,0,585,204, 
 收到的其他与经营活动有关的现金(万元),166130,135366,79339,87828,55407,43970,34466,21065,2159,1779,233,329, 
 经营活动现金流入小计(万元),996544,615701,366260,417921,461178,513127,420531,399561,324938,183167,145913,102041, 
 购买商品、接受劳务支付的现金(万元),566607,416612,208102,269948,290428,400673,327386,366815,284878,147376,117490,86805, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),79963,51826,42161,40087,45961,42765,30015,23577,13588,11859,6336,4817, 
 支付的各项税费(万元),28982,22660,17076,20592,17269,14021,13563,13843,6298,4642,4505,2953, 
 支付的其他与经营活动有关的现金(万元),163204,105540,81777,90465,103392,71423,51365,15227,25936,6535,10086,5983, 
 经营活动现金流出小计(万元),838756,596638,349116,421092,457050,528882,422328,419462,330700,170411,138417,100558, 
 经营活动产生的现金流量净额(万元),157788,19063,17144,-3171,4128,-15755,-1798,-19901,-5762,12755,7496,1482, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,100,1154,0,0, 
 取得投资收益所收到的现金(万元),14,14,18,10,20,20,--,--,7,15,0,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1120,330,10453,12399,153,202,797,684,--,268,94,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,1210,--,--,--,--,--,0,0,2476, 
 收到的其他与投资活动有关的现金(万元),--,--,387,--,--,160,--,1470,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),1134,344,10858,13620,173,382,797,2154,107,1437,94,2479, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),135857,80591,25185,12475,19382,21768,35086,53847,12127,39559,12182,11141, 
 投资所支付的现金(万元),1750,1250,155,--,2400,--,--,--,--,1204,0,235, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,422, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),137607,81841,25340,12475,21782,21768,35086,53847,12127,40763,12182,11798, 
 投资活动产生的现金流量净额(万元),-136473,-81496,-14482,1145,-21609,-21386,-34289,-51693,-12020,-39327,-12088,-9319, 
 吸收投资收到的现金(万元),--,--,119800,--,--,--,--,133524,5,0,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,5,0,0,0, 
 取得借款收到的现金(万元),153100,192069,128145,172795,187880,152650,108700,74300,86050,75200,40000,21330, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),5000,--,--,--,--,--,--,--,--,0,0,0, 
 筹资活动现金流入小计(万元),158100,192069,247945,172795,187880,152650,108700,207824,86055,75200,40000,21330, 
 偿还债务支付的现金(万元),194558,128095,175145,177485,168945,120400,72600,80350,60450,51250,25330,10762, 
 分配股利、利润或偿付利息所支付的现金(万元),9686,8519,9088,10887,11785,8949,11609,5131,4370,3528,3131,1359, 
