 报告日期,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),73825,72160,79077,61440,61895,60563, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),1537,532,--,511,505,894, 
 收到的其他与经营活动有关的现金(万元),1706,767,610,3486,16427,19294, 
 经营活动现金流入小计(万元),77068,73459,79688,65437,78826,80751, 
 购买商品、接受劳务支付的现金(万元),44750,43393,67346,47649,48502,48473, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4685,3815,3520,3222,2525,2054, 
 支付的各项税费(万元),8917,3707,5585,4513,5162,4195, 
 支付的其他与经营活动有关的现金(万元),2945,2080,1708,3207,6954,19633, 
 经营活动现金流出小计(万元),61297,52995,78159,58591,63143,74355, 
 经营活动产生的现金流量净额(万元),15771,20463,1528,6847,15683,6395, 
 收回投资所收到的现金(万元),--,--,--,1000,--,564, 
 取得投资收益所收到的现金(万元),--,--,576,374,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),228,4,--,4,--,81, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2322,2337,600,--,2600,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2549,2341,1176,1378,2600,644, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),10335,14425,7150,4669,12098,4304, 
 投资所支付的现金(万元),--,--,--,--,3500,3546, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,2600, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),10335,14425,7150,4669,15598,10450, 
 投资活动产生的现金流量净额(万元),-7786,-12084,-5974,-3291,-12998,-9805, 
 吸收投资收到的现金(万元),100,--,--,--,--,2310, 
 其中：子公司吸收少数股东投资收到的现金(万元),-100,--,--,--,--,--, 
 取得借款收到的现金(万元),9800,17200,16000,6000,10000,10800, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),9900,17200,16000,6000,10000,13110, 
 偿还债务支付的现金(万元),17700,17500,6000,9000,11800,6200, 
 分配股利、利润或偿付利息所支付的现金(万元),1559,2421,2031,2387,1624,1310, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),580,--,--,--,--,--, 
 筹资活动现金流出小计(万元),19839,19921,8031,11387,13424,7510, 
 筹资活动产生的现金流量净额(万元),-9939,-2721,7969,-5387,-3424,5600, 
 汇率变动对现金及现金等价物的影响(万元),0,1,--,--,--,--, 
 现金及现金等价物净增加额(万元),-1954,5659,3523,-1831,-739,2190, 
 加:期初现金及现金等价物余额(万元),12666,7007,3484,5316,6055,3864, 
 期末现金及现金等价物余额(万元),10712,12666,7007,3484,5316,6055, 
 净利润(万元),15369,6625,8475,8524,6858,10793, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),970,568,1746,757,-117,190, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2888,2140,2047,1879,1372,1131, 
 无形资产摊销(万元),343,324,306,304,270,158, 
 长期待摊费用摊销(万元),--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-2,793,-0,-0,0,-23, 
 固定资产报废损失(万元),--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),559,922,759,382,624,560, 
 投资损失(万元),-26,-203,-420,-354,-204,-380, 
 递延所得税资产减少(万元),-511,-524,-394,-277,-47,-108, 
 递延所得税负债增加(万元),-1,-1,-1,--,--,--, 
 存货的减少(万元),-353,2210,1385,1282,-44,-969, 
 经营性应收项目的减少(万元),-6534,7052,-11453,-6839,3935,-2413, 
 经营性应付项目的增加(万元),3070,556,-921,1189,3036,-2545, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),15771,20463,1528,6847,15683,6395, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),10712,12666,7007,3484,5316,6055, 
 现金的期初余额(万元),12666,7007,3484,5316,6055,3864, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1954,5659,3523,-1831,-739,2190, 

