 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),61419,47263,42793,33759,28733,26364, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),626,539,411,785,926,404, 
 收到的其他与经营活动有关的现金(万元),2466,470,924,2914,12428,8792, 
 经营活动现金流入小计(万元),64511,48272,44128,37458,42087,35560, 
 购买商品、接受劳务支付的现金(万元),33763,31998,28682,21131,20318,19120, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9404,8586,6837,4616,3257,2974, 
 支付的各项税费(万元),2072,3376,3623,2176,1942,763, 
 支付的其他与经营活动有关的现金(万元),4134,3654,2191,4357,13762,9828, 
 经营活动现金流出小计(万元),49373,47615,41333,32281,39279,32685, 
 经营活动产生的现金流量净额(万元),15138,657,2796,5177,2808,2875, 
 收回投资所收到的现金(万元),37505,--,6053,6116,11194,2706, 
 取得投资收益所收到的现金(万元),--,--,--,--,15,12, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),30,8,3,11,7,17, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,243,67,1643,2140,1278, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),37535,252,6123,7770,13356,4012, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),14228,3645,3232,2371,3132,1690, 
 投资所支付的现金(万元),38210,21110,6040,4100,10227,5290, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),5442,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,1230,2184,1240, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),57880,24755,9272,7701,15543,8220, 
 投资活动产生的现金流量净额(万元),-20346,-24504,-3149,69,-2187,-4207, 
 吸收投资收到的现金(万元),--,48860,--,7125,--,1000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),11750,4950,3850,14200,10050,12408, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,5,300,1227, 
 筹资活动现金流入小计(万元),11750,53810,3850,21330,10350,14635, 
 偿还债务支付的现金(万元),2660,8750,7550,11500,9850,12764, 
 分配股利、利润或偿付利息所支付的现金(万元),3607,1695,201,342,276,295, 
