 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),79164,45887,27655,23457,25525,28234,32621,31166,14207,16141,14384, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),321,498,317,423,133,438,256,377,54,87,29, 
 收到的其他与经营活动有关的现金(万元),1547,1588,1188,1700,2413,2581,6539,5774,411,1594,2549, 
 经营活动现金流入小计(万元),81032,47973,29161,25580,28071,31253,39416,37317,14672,17823,16962, 
 购买商品、接受劳务支付的现金(万元),55205,33986,24173,18943,16657,16693,16637,13971,9628,13238,11142, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),10801,7933,7357,8798,8483,8028,6763,5343,1640,1490,1142, 
 支付的各项税费(万元),6066,1906,1158,1610,2355,1291,2220,2002,541,1137,240, 
 支付的其他与经营活动有关的现金(万元),7502,3454,2178,1739,1453,2743,6051,7655,1416,535,258, 
 经营活动现金流出小计(万元),79573,47280,34867,31091,28948,28756,31671,28970,13224,16400,12782, 
 经营活动产生的现金流量净额(万元),1459,693,-5706,-5511,-877,2497,7745,8346,1447,1423,4181, 
 收回投资所收到的现金(万元),--,264,674,--,--,--,--,--,268,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),74,50,50,30,3,46,18,49,158,32,245, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,149,350,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),67369,51,569,--,--,946,142,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),67444,366,1293,30,152,1342,160,49,426,32,245, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3608,1540,1782,3846,3221,10873,11227,2641,2955,4426,479, 
 投资所支付的现金(万元),3135,6584,846,700,306,1340,1556,--,560,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),51683,--,--,--,--,--,1005,--,0,0,0, 
