 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),43507,41317,35000,30234,32956,27139,28585, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),477,625,70,--,33,--,136, 
 收到的其他与经营活动有关的现金(万元),1635,1116,1021,2167,1405,54950,55198, 
 经营活动现金流入小计(万元),45620,43058,36091,32400,34395,82089,83919, 
 购买商品、接受劳务支付的现金(万元),22104,21919,14487,13906,18853,16030,17689, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8005,7553,6349,6025,5000,3305,2727, 
 支付的各项税费(万元),3208,3117,3349,3038,1922,1168,1956, 
 支付的其他与经营活动有关的现金(万元),3574,4531,3005,3793,2862,54179,51162, 
 经营活动现金流出小计(万元),36890,37120,27192,26762,28636,74682,73534, 
 经营活动产生的现金流量净额(万元),8729,5938,8899,5638,5758,7407,10385, 
 收回投资所收到的现金(万元),94800,43010,71740,33646,54149,42384,108093, 
 取得投资收益所收到的现金(万元),1113,69,107,49,53,30,34, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),58,1067,36,12,145,14,20, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),95971,44146,71883,33707,54347,42428,108146, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4057,6459,2711,1460,1920,2974,1484, 
 投资所支付的现金(万元),101014,65010,71740,32320,54077,46334,108033, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),105071,71469,74451,33780,55997,49308,109517, 
 投资活动产生的现金流量净额(万元),-9099,-27323,-2568,-73,-1650,-6880,-1370, 
 吸收投资收到的现金(万元),--,34936,--,--,--,3433,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),50225,3000,6530,13100,27292,41365,34531, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,2413,4090,3520,3077,5554, 
 筹资活动现金流入小计(万元),50225,37936,8943,17190,30812,47875,40085, 
 偿还债务支付的现金(万元),1200,8220,6010,15970,31372,41035,36871, 
 分配股利、利润或偿付利息所支付的现金(万元),909,130,1856,443,1624,4385,4556, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),25648,4151,2499,3003,3917,1130,9600, 
 筹资活动现金流出小计(万元),27758,12501,10365,19416,36913,46550,51028, 
 筹资活动产生的现金流量净额(万元),22467,25435,-1422,-2227,-6101,1326,-10943, 
 汇率变动对现金及现金等价物的影响(万元),148,-200,53,6,47,-70,-23, 
 现金及现金等价物净增加额(万元),22245,3851,4962,3345,-1945,1782,-1951, 
