 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),194734,181311,178789,91924,81487,50573,34737,26378,18010,7917, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2690,1154,762,553,130,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5730,14804,22651,1600,2313,1191,1534,358,27,51, 
 经营活动现金流入小计(万元),203154,197269,202202,94076,83930,51764,36271,26736,18037,7968, 
 购买商品、接受劳务支付的现金(万元),112572,134215,135324,65300,60459,38503,24827,16172,9140,4911, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),30024,37459,37448,19802,11877,6977,5436,4415,3138,1358, 
 支付的各项税费(万元),3333,5572,6342,1844,3806,1265,1817,2218,2166,500, 
 支付的其他与经营活动有关的现金(万元),17710,15585,22447,10191,6652,3141,2741,1962,1249,895, 
 经营活动现金流出小计(万元),163639,192830,201561,97137,82794,49887,34821,24767,15693,7663, 
 经营活动产生的现金流量净额(万元),39515,4439,642,-3061,1136,1877,1450,1969,2344,305, 
 收回投资所收到的现金(万元),2285,4015,3783,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,0,7,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),27,67,203,18,7,5,93,104,11,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,1051,5586,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,4923,--,9,1876,0,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2312,5133,14496,18,16,1881,93,104,18,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6925,13561,20238,12935,16550,12650,9822,6755,3416,591, 
 投资所支付的现金(万元),17825,3700,2460,8162,900,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),1551,2187,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,0,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),26301,19448,22698,21097,17450,12650,9822,6755,3416,591, 
 投资活动产生的现金流量净额(万元),-23989,-14315,-8202,-21079,-17434,-10769,-9730,-6651,-3398,-591, 
 吸收投资收到的现金(万元),811,1203,11990,359,3622,--,31314,763,4250,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),811,1203,9519,359,2779,--,--,--,--,--, 
 取得借款收到的现金(万元),56530,76471,61642,24449,8779,5500,2260,6760,1870,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),100,45554,23634,12470,--,--,0,--,--,--, 
 筹资活动现金流入小计(万元),57441,123227,97267,37278,12401,5500,33574,7523,6120,0, 
 偿还债务支付的现金(万元),71270,61724,64539,8317,7081,1880,7450,630,660,--, 
 分配股利、利润或偿付利息所支付的现金(万元),4401,4881,3381,3215,1552,1162,299,156,50,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4411,39142,15777,277,4,--,450,--,--,--, 
 筹资活动现金流出小计(万元),80082,105747,83697,11810,8638,3042,8199,786,710,0, 
 筹资活动产生的现金流量净额(万元),-22640,17481,13570,25468,3763,2458,25375,6737,5410,0, 
 汇率变动对现金及现金等价物的影响(万元),166,-488,108,160,-55,-5,7,-9,4,-1, 
 现金及现金等价物净增加额(万元),-6949,7116,6117,1488,-12589,-6439,17102,2046,4361,-288, 
 加:期初现金及现金等价物余额(万元),19275,12154,6037,4548,17137,23577,6474,4429,68,356, 
 期末现金及现金等价物余额(万元),12326,19270,12154,6037,4548,17137,23577,6474,4429,68, 
 净利润(万元),7112,2685,2235,-12146,4920,3770,4248,3671,2367,1084, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),-159,3883,1323,1611,478,276,378,125,34,92, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),7164,10249,8297,4443,2413,1481,916,356,238,175, 
 无形资产摊销(万元),643,1098,973,523,357,221,46,40,23,2, 
 长期待摊费用摊销(万元),1051,863,502,312,229,150,88,27,15,13, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
