 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 客户存款和同业存放款项净增加额(万元),26604300,15177800,41633200,24238500,24864200,17833700,45859700,--,25555137,29146278,9689830,7750796,7661657,9042799, 
 向中央银行借款净增加额(万元,3055000,4550000,17216000,--,3004000,--,--,--,--,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),1495400,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),17071800,19605100,16449800,16412700,15466000,13122100,10957800,8404432,5899993,4114827,4462477,3152376,2384121,1845941, 
 拆入资金净增加额(万元),4449100,1129700,3519600,2356100,--,2761200,--,914807,--,1999113,277303,--,23262,0, 
 回购业务资金净增加额(万元),--,438200,--,716800,--,--,3379800,2805009,--,769947,0,3247678,373396,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到的其他与经营活动有关的现金(万元),78100,1422200,1701100,196100,5095200,894200,13800,91320,95024,127915,538769,449566,64152,1128050, 
 经营活动现金流入小计(万元),66560900,52619200,89300400,62562800,50909100,41344500,62170600,35781950,33561156,36162274,15345514,14948286,11711091,12030538, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 客户贷款及垫款净增加额(万元),41600700,24873600,29795300,22363500,13939800,14956100,13400300,11218584,13134118,18109618,6008539,6940382,5084906,3835569, 
 存放中央银行和同业款项净增加额(万元),--,238600,5136700,4496600,2632400,6152000,5688200,5976453,5356121,4338783,594534,3230417,1078207,2649755, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),8742100,7628500,6562600,6974200,6583600,6485100,4778400,3414713,2096451,1758387,1823745,1288249,964175,769515, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
