 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),165878,99439,95145,92847,82561,65777,88402,121412,169451,120895,137655,149181,137046,91824, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,0,--,--,0,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,0,--,--,0,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,0,--,--,0,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,0,--,--,0,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,0,--,--,0,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,0,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,0,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,0,--,--,0,--,0,0,0, 
 收到的税费返还(万元),7656,275,576,716,603,474,629,531,200,247,60,1020,31,578, 
 收到的其他与经营活动有关的现金(万元),2528,1495,1534,6515,2904,9066,2707,1239,1283,2498,1490,6617,4977,3152, 
 经营活动现金流入小计(万元),176062,101208,97256,100078,86068,75318,91738,123182,170934,123640,139205,156818,142055,95554, 
 购买商品、接受劳务支付的现金(万元),134849,85092,75154,61786,72105,63055,72980,110112,142876,112239,127015,139928,145409,80250, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),6876,6449,5511,5385,3667,3949,3534,3308,2808,2302,1864,1525,1388,953, 
 支付的各项税费(万元),3548,1382,1574,5111,3180,2615,7957,6653,6945,5836,6326,8213,2298,3092, 
 支付的其他与经营活动有关的现金(万元),4980,3706,4328,3468,2453,2140,2509,3206,2993,7355,3238,2174,6379,1637, 
 经营活动现金流出小计(万元),150253,96628,86567,75751,81405,71758,86980,123279,155622,127732,138442,151840,155474,85932, 
 经营活动产生的现金流量净额(万元),25809,4581,10689,24328,4664,3559,4758,-97,15311,-4092,763,4978,-13420,9621, 
 收回投资所收到的现金(万元),--,21696,8635,13535,--,--,0,--,--,95,628,0,500,0, 
 取得投资收益所收到的现金(万元),--,0,3333,--,--,1228,0,288,--,0,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6990,10199,186,2,--,--,2459,9800,--,0,100,142,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,1032,--,--,--,0,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),52880,5003,165,1663,1686,1382,6042,19108,664,0,--,0,1,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 投资活动现金流入小计(万元),59870,36897,12320,15200,1686,3643,8501,29196,664,95,728,142,501,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3575,2863,15437,13838,12698,38062,32131,50351,11869,2932,1654,4694,3745,8499, 
 投资所支付的现金(万元),--,--,5000,--,--,4029,9890,--,437,2483,2248,300,0,5147, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,1827,4504,14186,--,--,--,--,--,0,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),125270,2770,3,--,2500,--,--,--,--,16,596,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0, 
 投资活动现金流出小计(万元),128845,7460,24944,28023,15198,42091,42021,50351,12305,5430,4499,4994,3745,13647, 
 投资活动产生的现金流量净额(万元),-68975,29438,-12624,-12823,-13513,-38448,-33520,-21155,-11641,-5335,-3770,-4852,-3244,-13647, 
 吸收投资收到的现金(万元),--,--,--,18050,--,--,0,126125,65625,0,30161,0,401,3366, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,401,3366, 
 取得借款收到的现金(万元),86978,114505,140293,148946,150462,118686,105215,70863,98475,98651,113619,126855,253057,17900, 
 发行债券收到的现金(万元),--,--,--,--,--,--,0,--,--,0,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),179965,35339,975,348,4644,9973,3977,2545,1740,542,80,0,0,24129, 
 筹资活动现金流入小计(万元),266944,149844,141268,167344,155106,128659,109192,199534,165840,99193,143860,126855,253458,45395, 
 偿还债务支付的现金(万元),97494,122215,138532,131332,143038,106452,94073,117757,117548,87499,135208,130854,253698,18689, 
 分配股利、利润或偿付利息所支付的现金(万元),4547,5410,7803,4893,4278,3976,8779,11570,9423,5625,6102,6468,7118,5420, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,773,144,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),105560,34699,311,10344,11549,5830,6167,19580,1157,1720,--,0,0,0, 
