 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),96667,95905,93198,95943,82371,71403,57683,60030,24020,23239, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1361,824,672,363,237,81,73,156,262,239, 
 收到的其他与经营活动有关的现金(万元),2709,2684,2536,2081,1869,1405,713,565,1131,259, 
 经营活动现金流入小计(万元),100738,99414,96405,98386,84477,72888,58470,60751,25413,23738, 
 购买商品、接受劳务支付的现金(万元),49737,49737,45400,57602,44881,37936,32890,40365,14873,14344, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11732,11107,9940,8045,6982,6655,5553,4166,1989,1407, 
 支付的各项税费(万元),9231,8092,10907,10858,10240,8135,7009,4167,2265,1778, 
 支付的其他与经营活动有关的现金(万元),7042,6418,6111,5803,4794,3926,3921,3481,2044,2951, 
 经营活动现金流出小计(万元),77742,75354,72357,82308,66897,56652,49374,52179,21171,20481, 
 经营活动产生的现金流量净额(万元),22996,24060,24048,16078,17580,16237,9096,8572,4242,3256, 
 收回投资所收到的现金(万元),3642,300,--,--,--,--,--,--,102,3648, 
 取得投资收益所收到的现金(万元),1681,97,2,78,96,--,--,--,--,27, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,52,42,44,25,85,0,4,6,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,1285,--, 
 收到的其他与投资活动有关的现金(万元),25038,1590,13509,7347,10149,--,261,88,65,7, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),30366,2039,13552,7469,10270,85,262,92,1459,3682, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4393,1154,3673,1541,1958,1262,3035,4053,3307,739, 
 投资所支付的现金(万元),161,998,9557,175,--,--,--,--,--,3756, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,4000,13560,501,--,--,--,--,148,250, 
 支付的其他与投资活动有关的现金(万元),12954,79168,1049,28308,46315,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),17507,85320,27838,30525,48273,1262,3035,4053,3456,4745, 
 投资活动产生的现金流量净额(万元),12859,-83281,-14287,-23056,-38003,-1177,-2774,-3960,-1997,-1063, 
 吸收投资收到的现金(万元),90,62992,292,--,21653,--,--,2875,--,4900, 
 其中：子公司吸收少数股东投资收到的现金(万元),90,--,292,--,--,--,--,--,--,1000, 
 取得借款收到的现金(万元),--,--,--,293,--,--,--,--,3000,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),170,--,--,530,3411,--,--,--,--,289, 
 筹资活动现金流入小计(万元),260,62992,292,823,25064,0,0,2875,3000,5189, 
 偿还债务支付的现金(万元),--,230,63,--,--,--,--,3000,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),3294,5490,4841,4788,3964,7500,--,83,3168,2122, 
 其中：子公司支付给少数股东的股利、利润(万元),12,--,--,--,--,--,--,--,3150,1541, 
 支付其他与筹资活动有关的现金(万元),270,54,324,9,909,--,--,--,300,603, 
 筹资活动现金流出小计(万元),3565,5774,5228,4797,4873,7500,0,3083,3468,2725, 
 筹资活动产生的现金流量净额(万元),-3304,57218,-4936,-3974,20192,-7500,0,-208,-468,2464, 
 汇率变动对现金及现金等价物的影响(万元),223,-64,165,-62,-10,6,-24,-58,--,--, 
 现金及现金等价物净增加额(万元),32774,-2067,4990,-11014,-241,7566,6298,4345,1777,4658, 
 加:期初现金及现金等价物余额(万元),18272,20339,15349,26363,26604,19039,12740,8395,6618,1960, 
 期末现金及现金等价物余额(万元),51047,18272,20339,15349,26363,26604,19039,12740,8395,6618, 
 净利润(万元),13599,15727,25549,23613,21389,17182,13378,7580,3367,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),5407,549,1626,215,557,225,799,-200,300,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1108,1322,1456,1344,1185,1228,793,685,467,--, 
 无形资产摊销(万元),533,484,349,64,60,68,59,20,10,--, 
 长期待摊费用摊销(万元),62,47,46,20,20,11,178,141,94,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-2,-24,-14,-37,-17,-46,0,-3,0,--, 
 固定资产报废损失(万元),8,2,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),-1388,-682,--,--,--,--,--,--,1,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),-2881,-1321,-1440,-1349,-748,-6,-292,6,-63,--, 
 投资损失(万元),-1738,-104,-2,-78,-96,--,--,--,-4,--, 
 递延所得税资产减少(万元),-201,116,-108,-661,-177,-46,-118,20,-52,--, 
 递延所得税负债增加(万元),212,99,--,--,--,--,--,--,-0,--, 
 存货的减少(万元),2310,2088,12468,4705,-17227,-2767,-2960,-5979,-5252,--, 
 经营性应收项目的减少(万元),4141,-3293,-8108,-2479,-16154,-2230,-13724,-1261,-5618,--, 
 经营性应付项目的增加(万元),1826,9052,-7776,-9279,28787,2618,10982,7564,10991,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),22996,24060,24048,16078,17580,16237,9096,8572,4242,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),51047,18272,20339,15349,26363,26604,19039,12740,8395,6618, 
 现金的期初余额(万元),18272,20339,15349,26363,26604,19039,12740,8395,6618,1960, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
