 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),115181,105291,79328,70646,40900,47523,35124,39280,30813,28526, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2744,880,313,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1001,1209,972,980,2012,1602,1704,94,70,101, 
 经营活动现金流入小计(万元),118926,107380,80614,71626,42912,49125,36828,39374,30883,28627, 
 购买商品、接受劳务支付的现金(万元),84004,81597,65207,50953,34476,32643,25796,29177,25602,16770, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7767,6637,5898,5534,4190,3570,3311,2322,1635,1320, 
 支付的各项税费(万元),7320,8215,6661,4911,4396,4380,4367,3247,2717,1388, 
 支付的其他与经营活动有关的现金(万元),8071,6915,4675,6605,3700,3143,2508,3534,2327,3295, 
 经营活动现金流出小计(万元),107161,103365,82442,68003,46763,43737,35981,38279,32281,22774, 
 经营活动产生的现金流量净额(万元),11765,4016,-1828,3623,-3851,5388,846,1095,-1398,5853, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,80,--,--, 
 取得投资收益所收到的现金(万元),951,27,--,379,--,--,7,240,10,9, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,3,3052,11,19,--,--,12,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),16065,--,4010,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,35,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),17022,30,7061,390,19,0,7,331,45,9, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2923,6132,8768,5549,3204,3180,5607,5836,895,399, 
 投资所支付的现金(万元),61409,30400,500,6400,5000,--,--,--,218,570, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,500,11520,--,--,--,--,900,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),64332,36532,9768,23469,8204,3180,5607,5836,2012,969, 
 投资活动产生的现金流量净额(万元),-47310,-36502,-2707,-23079,-8185,-3180,-5600,-5504,-1967,-960, 
 吸收投资收到的现金(万元),11000,28384,--,560,25811,--,--,3300,6510,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),51810,43483,31922,30515,16262,24565,15300,3600,1500,2600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),28200,--,3500,11800,--,--,--,--,--,490, 
 筹资活动现金流入小计(万元),91010,71867,35422,42875,42073,24565,15300,6900,8010,3090, 
 偿还债务支付的现金(万元),49324,32531,18801,23628,17959,24553,12000,1010,3090,3480, 
 分配股利、利润或偿付利息所支付的现金(万元),5604,2816,2242,1665,460,707,528,497,1660,185, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,10040,2460,--,121,58,469,--,--, 
 筹资活动现金流出小计(万元),54928,35347,31082,27752,18419,25381,12586,1976,4750,3665, 
 筹资活动产生的现金流量净额(万元),36082,36520,4340,15123,23654,-816,2714,4924,3260,-575, 
 汇率变动对现金及现金等价物的影响(万元),16,-29,--,--,6,40,44,-47,-19,23, 
 现金及现金等价物净增加额(万元),553,4006,-196,-4333,11624,1432,-1995,468,-125,4340, 
 加:期初现金及现金等价物余额(万元),16017,12012,12207,16540,4917,3484,5479,5011,5136,796, 
 期末现金及现金等价物余额(万元),16570,16017,12012,12207,16540,4917,3484,5479,5011,5136, 
 净利润(万元),3811,7605,10352,7037,4602,5615,5831,5082,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),827,1784,2132,1308,714,501,545,54,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3591,3699,3078,2390,831,825,732,622,--,--, 
 无形资产摊销(万元),264,237,198,234,210,210,129,45,--,--, 
 长期待摊费用摊销(万元),413,264,110,34,11,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),4,11,55,-5,2,--,--,-7,--,--, 
 固定资产报废损失(万元),310,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),3150,1441,1246,487,270,707,484,201,--,--, 
 投资损失(万元),746,67,-2919,--,--,--,-7,-320,--,--, 
 递延所得税资产减少(万元),-521,-257,-320,-669,-176,-76,-84,-8,--,--, 
 递延所得税负债增加(万元),-808,-120,-203,1127,-1,-1,-1,-1,--,--, 
 存货的减少(万元),-12731,-12326,-6554,-518,-1859,-489,264,-3140,--,--, 
 经营性应收项目的减少(万元),402,-11744,-15270,-12983,-7421,-5043,-8115,-5585,--,--, 
 经营性应付项目的增加(万元),9777,13312,6362,5180,-1032,3140,1067,4152,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),2528,43,-96,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),11765,4016,-1828,3623,-3851,5388,846,1095,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),16570,16017,12012,12207,16540,4917,3484,5479,5011,5136, 
 现金的期初余额(万元),16017,12012,12207,16540,4917,3484,5479,5011,5136,796, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),553,4006,-196,-4333,11624,1432,-1995,468,-125,4340, 

