 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),160324,139180,125800,113563,133109,92818,47968,34963,30819,22154,15968,15420, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),3596,3745,3295,7397,1750,581,1876,1536,424,15,99,0, 
 收到的其他与经营活动有关的现金(万元),27083,23438,7830,18453,19086,7689,5014,3719,4436,1903,317,277, 
 经营活动现金流入小计(万元),191004,166362,136925,139413,153946,101088,54858,40218,35678,24072,16384,15697, 
 购买商品、接受劳务支付的现金(万元),118833,115358,90110,88880,90196,76040,29387,26065,18134,11058,11450,7531, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),22648,17355,15102,14938,12025,10244,6446,4704,3269,2195,1287,1027, 
 支付的各项税费(万元),4563,4911,7435,11012,8741,6009,3931,3528,3474,2074,1622,1427, 
 支付的其他与经营活动有关的现金(万元),41560,43991,22936,22994,32359,13338,6884,6701,5398,4320,3160,2452, 
 经营活动现金流出小计(万元),187604,181614,135583,137823,143321,105631,46648,40998,30276,19646,17518,12436, 
 经营活动产生的现金流量净额(万元),3400,-15252,1343,1589,10626,-4542,8210,-781,5402,4425,-1134,3261, 
 收回投资所收到的现金(万元),26099,581,--,800,2400,--,--,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),4396,--,--,81,134,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19,115,178,2,0,0,10,--,20,3,3,0, 
 处置子公司及其他营业单位收到的现金净额(万元),20126,0,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),574,30000,26,--,2067,603,138,23,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),51214,30696,204,883,4601,604,147,23,20,3,3,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),19033,9945,10709,8805,5940,4057,13936,18607,1388,4994,1755,60, 
 投资所支付的现金(万元),4734,45701,36196,12725,3223,4350,--,--,--,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,1557,--,--,51136,23866,4112,--,--,0,692,0, 
 支付的其他与投资活动有关的现金(万元),3998,49,680,363,2996,3927,2390,648,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),27765,57252,47585,21892,63294,36200,20438,19255,1388,4994,2447,60, 
 投资活动产生的现金流量净额(万元),23449,-26556,-47381,-21009,-58693,-35596,-20291,-19232,-1368,-4991,-2445,-60, 
 吸收投资收到的现金(万元),675,1350,--,67663,245,1818,20,83230,--,0,6300,944, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,245,1818,20,--,--,0,0,0, 
 取得借款收到的现金(万元),211270,101363,141522,48679,78865,25771,5025,4400,9000,5000,3000,2036, 
 发行债券收到的现金(万元),--,--,49550,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),9083,2825,4845,3096,5820,734,1678,385,--,0,300,0, 
 筹资活动现金流入小计(万元),221028,105538,195917,119437,84930,28322,6723,88015,9000,5000,9600,2980, 
 偿还债务支付的现金(万元),235641,74486,104108,73895,27079,5745,2800,8100,7500,3550,1415,1411, 
 分配股利、利润或偿付利息所支付的现金(万元),8204,9832,13501,6761,4813,2283,3227,2847,376,229,2083,1541, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,143,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),1432,13643,5153,7971,3113,5842,14,641,540,172,55,301, 
 筹资活动现金流出小计(万元),245276,97961,122762,88627,35005,13870,6040,11587,8416,3951,3553,3254, 
 筹资活动产生的现金流量净额(万元),-24248,7577,73156,30811,49925,14452,683,76427,584,1049,6047,-274, 
 汇率变动对现金及现金等价物的影响(万元),-335,-1153,1561,434,-42,-28,-87,-111,-38,-12,1,0, 
 现金及现金等价物净增加额(万元),2266,-35383,28677,11826,1815,-25714,-11485,56303,4581,472,2469,2928, 
 加:期初现金及现金等价物余额(万元),37429,72813,44135,32310,30495,56209,67694,11390,6810,6338,3869,941, 
 期末现金及现金等价物余额(万元),39695,37429,72813,44135,32310,30495,56209,67694,11390,6810,6338,3869, 
 净利润(万元),-49775,9630,13306,17167,17581,11862,9603,9189,6687,5316,4253,2469, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 资产减值准备(万元),32144,3958,2491,2818,1443,560,791,422,18,518,29,6, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4952,9570,8595,7254,2077,1958,873,431,332,170,90,67, 
 无形资产摊销(万元),278,231,266,129,81,61,42,36,33,5,0,0, 
 长期待摊费用摊销(万元),51,70,93,105,94,46,--,1,4,4,25,22, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,6,1,1,3,16,--,23,-3,0,0, 
 固定资产报废损失(万元),14,50,5,1,0,0,2,2,0,9,2,0, 
 公允价值变动损失(万元),2516,2725,-766,--,--,--,--,--,--,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 财务费用(万元),6343,6715,3284,3605,2657,460,-972,-1168,426,209,143,134, 
 投资损失(万元),8028,-11673,-6194,42,430,-37,40,--,--,0,0,0, 
 递延所得税资产减少(万元),-2065,-2598,-1280,292,-1168,-353,-159,-52,-166,-153,-4,-1, 
 递延所得税负债增加(万元),-1385,-107,356,25,270,--,--,--,--,0,0,0, 
 存货的减少(万元),-2889,6463,-11864,4943,-4426,-3592,-891,-3387,-1264,39,-535,176, 
 经营性应收项目的减少(万元),-17049,-23584,-85831,-31625,-33039,-23806,-9186,-10248,-2979,-2305,-5502,531, 
 经营性应付项目的增加(万元),22238,-16345,78309,-3206,24625,8294,8050,3995,2288,617,363,-144, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 其他(万元),--,-355,568,38,--,--,--,--,--,0,0,0, 
 经营活动产生现金流量净额(万元),3400,-15252,1343,1589,10626,-4542,8210,-781,5402,4425,-1134,3261, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 现金的期末余额(万元),39695,37429,72813,44135,32310,30495,56209,67694,11390,6810,6338,3869, 
 现金的期初余额(万元),37429,72813,44135,32310,30495,56209,67694,11390,6810,6338,3869,941, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 现金及现金等价物的净增加额(万元),2266,-35383,28677,11826,1815,-25714,-11485,56303,4581,472,2469,2928, 

