 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),35045,28813,16544,17312,14403,11950, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),73,5,3,--,--,2, 
 收到的其他与经营活动有关的现金(万元),325,355,325,145,422,622, 
 经营活动现金流入小计(万元),35443,29173,16871,17457,14826,12574, 
 购买商品、接受劳务支付的现金(万元),23674,17608,10948,9406,8166,7710, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4738,3563,2839,2659,2176,1848, 
 支付的各项税费(万元),3342,2707,2405,2207,1447,1474, 
 支付的其他与经营活动有关的现金(万元),2191,1265,1193,1208,1312,1349, 
 经营活动现金流出小计(万元),33944,25144,17385,15480,13101,12381, 
 经营活动产生的现金流量净额(万元),1499,4029,-514,1977,1724,192, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,--,14,134,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,92,--,590,600,300, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),13,92,14,724,600,300, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1726,842,346,429,4193,4654, 
 投资所支付的现金(万元),--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,46,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,150,300,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1726,888,496,729,4193,4654, 
 投资活动产生的现金流量净额(万元),-1713,-796,-482,-5,-3593,-4354, 
 吸收投资收到的现金(万元),--,--,--,4805,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),5500,5000,5000,2500,3500,6500, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),5500,5000,5000,7305,3500,6500, 
 偿还债务支付的现金(万元),5000,5000,4900,4300,3300,1000, 
 分配股利、利润或偿付利息所支付的现金(万元),640,566,512,750,617,699, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),130,62,121,--,--,--, 
 筹资活动现金流出小计(万元),5770,5628,5534,5050,3917,1699, 
 筹资活动产生的现金流量净额(万元),-270,-628,-534,2256,-417,4801, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,0,0,-0, 
 现金及现金等价物净增加额(万元),-484,2605,-1529,4228,-2286,640, 
 加:期初现金及现金等价物余额(万元),7457,4852,6381,2153,4439,3799, 
 期末现金及现金等价物余额(万元),6973,7457,4852,6381,2153,4439, 
 净利润(万元),6151,4427,3349,2944,1890,1627, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),829,58,766,508,355,232, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),949,891,861,858,649,593, 
 无形资产摊销(万元),34,31,31,28,24,19, 
 长期待摊费用摊销(万元),--,--,--,21,9,9, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-15,--,-10,-8,0,--, 
 固定资产报废损失(万元),--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),238,238,190,390,167,161, 
 投资损失(万元),--,--,--,--,--,--, 
 递延所得税资产减少(万元),-102,-9,17,-140,-141,4, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),-4579,-6528,-1820,-1121,-1010,102, 
 经营性应收项目的减少(万元),-3837,-633,-3476,-2040,-2504,-492, 
 经营性应付项目的增加(万元),1831,5555,-421,537,2287,-2064, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),1499,4029,-514,1977,1724,192, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),6973,7457,4852,6381,2153,4439, 
 现金的期初余额(万元),7457,4852,6381,2153,4439,3799, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-484,2605,-1529,4228,-2286,640, 

