 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),5157525,3459221,2194591,1934165,1402659,977490,575849,333786,202657,270917,168742,144477,144894,141807,96063, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 收到的税费返还(万元),1490,4366,125,--,--,--,--,25,3229,9265,--,--,--,0,0, 
 收到的其他与经营活动有关的现金(万元),20428,19144,7787,9652,6913,3890,9062,17392,3578,6283,937,455,620,379,558, 
 经营活动现金流入小计(万元),5179443,3482731,2202503,1943817,1409572,981380,584911,351202,209464,286465,169679,144931,145514,142186,96621, 
 购买商品、接受劳务支付的现金(万元),4782608,3184545,2042485,1856443,1412045,859632,521766,362411,240067,308671,151535,124479,128874,126098,102552, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),21896,17813,13068,6108,6479,4913,3684,3286,1934,2242,1545,1411,1030,936,789, 
 支付的各项税费(万元),77371,34262,21095,17742,13714,6542,7476,5847,21673,17441,1455,707,885,889,488, 
 支付的其他与经营活动有关的现金(万元),57298,32078,28503,16598,13293,8775,4989,5606,2330,3410,1850,784,661,666,856, 
 经营活动现金流出小计(万元),4939173,3268698,2105152,1896891,1445531,879863,537916,377151,266004,331764,156385,127381,131450,128590,104684, 
 经营活动产生的现金流量净额(万元),240270,214033,97351,46926,-35959,101518,46994,-25948,-56540,-45300,13295,17550,14063,13596,-8063, 
 收回投资所收到的现金(万元),1397883,1872942,--,--,10212,--,389,1200,0,642,--,20,--,0,0, 
 取得投资收益所收到的现金(万元),8619,14384,741,76,1915,4211,724,--,0,0,--,--,--,0,0, 
