 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),73161,68987,63210,52400,59755, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),78,60,--,44,172, 
 收到的其他与经营活动有关的现金(万元),1255,311,199,291,312, 
 经营活动现金流入小计(万元),74494,69358,63409,52736,60240, 
 购买商品、接受劳务支付的现金(万元),24513,25279,19542,21662,21244, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12317,9861,8049,7574,7576, 
 支付的各项税费(万元),8160,7659,4263,3605,1868, 
 支付的其他与经营活动有关的现金(万元),12913,14972,12562,13977,15193, 
 经营活动现金流出小计(万元),57902,57770,44416,46819,45881, 
 经营活动产生的现金流量净额(万元),16592,11588,18993,5917,14358, 
 收回投资所收到的现金(万元),21000,20400,125400,36420,3500, 
 取得投资收益所收到的现金(万元),585,359,797,562,435, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,42,17,14,26, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,3500,2100, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),21593,20801,126214,40495,6060, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9782,8765,2066,1396,2184, 
 投资所支付的现金(万元),12000,29400,112400,45920,3500, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),14643,--,--,--,2100, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),36425,38165,114466,47316,7784, 
 投资活动产生的现金流量净额(万元),-14832,-17364,11748,-6821,-1723, 
 吸收投资收到的现金(万元),--,--,12324,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),16439,--,--,79,40, 
