 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),51153,37375,26215,24422,23288,17763,16412,15400, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),534,776,715,221,89,62,--,101, 
 收到的其他与经营活动有关的现金(万元),1233,1331,510,734,525,354,358,275, 
 经营活动现金流入小计(万元),52920,39482,27440,25377,23902,18179,16770,15775, 
 购买商品、接受劳务支付的现金(万元),30050,20913,10578,10151,12115,9324,6727,9020, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12631,10640,6477,4739,3599,2727,2300,1804, 
 支付的各项税费(万元),4431,4343,3677,3328,1764,2010,2403,1230, 
 支付的其他与经营活动有关的现金(万元),7969,6217,4240,3164,2534,2033,1959,1601, 
 经营活动现金流出小计(万元),55082,42113,24972,21382,20012,16094,13389,13656, 
 经营活动产生的现金流量净额(万元),-2162,-2630,2468,3996,3890,2085,3381,2119, 
 收回投资所收到的现金(万元),--,800,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,28,2,25,30,4,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),40672,31148,2754,353,45,12,12,9, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),40676,31976,2756,377,75,16,12,10, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5218,8104,1909,2600,924,2258,3480,1596, 
 投资所支付的现金(万元),--,--,--,800,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,4592,2352,2653,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),32000,29200,10000,2000,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),37218,41897,14261,8053,924,2258,3480,1596, 
 投资活动产生的现金流量净额(万元),3457,-9920,-11505,-7676,-849,-2242,-3468,-1586, 
 吸收投资收到的现金(万元),88,1468,38441,--,16424,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,800,1131,--,--,--,--,--, 
 取得借款收到的现金(万元),9900,2300,--,4800,5000,6000,3300,2100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),10376,5678,2272,--,--,--,36,--, 
 筹资活动现金流入小计(万元),20364,9447,40713,4800,21424,6000,3336,2100, 
 偿还债务支付的现金(万元),6900,200,4880,2100,4900,6500,2900,700, 
 分配股利、利润或偿付利息所支付的现金(万元),3072,3309,4769,1608,868,698,104,673, 
 其中：子公司支付给少数股东的股利、利润(万元),--,63,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),7565,7829,4263,669,89,--,--,36, 
 筹资活动现金流出小计(万元),17537,11338,13913,4377,5857,7198,3004,1409, 
 筹资活动产生的现金流量净额(万元),2827,-1892,26801,423,15567,-1198,332,691, 
 汇率变动对现金及现金等价物的影响(万元),25,-30,24,25,-9,-16,-7,-20, 
 现金及现金等价物净增加额(万元),4148,-14472,17787,-3233,18599,-1372,238,1203, 
 加:期初现金及现金等价物余额(万元),22104,36576,18789,22022,3423,4794,4557,3354, 
 期末现金及现金等价物余额(万元),26253,22104,36576,18789,22022,3423,4794,4557, 
 净利润(万元),4582,4781,5962,5145,4276,3472,3621,3364, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),2442,666,586,331,173,122,54,37, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1611,1151,874,810,673,554,305,264, 
 无形资产摊销(万元),81,61,53,46,45,45,44,22, 
 长期待摊费用摊销(万元),30,12,3,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),5,3,5,-6,3,-18,--,-1, 
 固定资产报废损失(万元),1,0,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,-308,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),208,81,-223,-258,32,22,100,84, 
 投资损失(万元),-472,-251,-24,-107,--,--,--,--, 
 递延所得税资产减少(万元),-232,-381,-153,-81,-71,-43,-5,-5, 
 递延所得税负债增加(万元),--,46,--,--,--,--,--,--, 
 存货的减少(万元),-9449,-9743,-2036,-1516,-2318,-2205,738,-1575, 
 经营性应收项目的减少(万元),-11877,-7685,-10662,-2060,-915,-984,-893,-818, 
 经营性应付项目的增加(万元),10383,6424,7897,1692,1993,1120,-584,747, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),525,2513,184,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-2162,-2630,2468,3996,3890,2085,3381,2119, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),26253,22104,36576,18789,22022,3423,4794,4557, 
 现金的期初余额(万元),22104,36576,18789,22022,3423,4794,4557,3354, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),4148,-14472,17787,-3233,18599,-1372,238,1203, 

