 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),56951,49716,44379,37199,42307,25266,25697,26073,29443,24763,20836, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),110,153,--,--,--,--,--,--,--,--,44, 
 收到的其他与经营活动有关的现金(万元),3334,4835,4863,4493,2016,1570,885,484,554,215,407, 
 经营活动现金流入小计(万元),60395,54704,49242,41691,44323,26836,26582,26558,29997,24978,21286, 
 购买商品、接受劳务支付的现金(万元),30248,30297,25813,18472,20994,12699,12819,12703,9632,9596,8279, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13083,11687,10512,10180,8665,8530,7876,7905,7762,7699,6834, 
 支付的各项税费(万元),4696,2635,3652,4014,3543,4427,4189,2212,3031,3099,3000, 
 支付的其他与经营活动有关的现金(万元),8701,3442,3575,2613,1747,2228,2800,3495,3955,4238,3113, 
