 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),206001,168535,160797,168365,147757, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),6393,15782,7681,5291,8182, 
 收到的其他与经营活动有关的现金(万元),16391,3405,4857,2055,2269, 
 经营活动现金流入小计(万元),228785,187722,173334,175711,158207, 
 购买商品、接受劳务支付的现金(万元),164621,110835,78264,106187,85755, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),30912,29827,25873,23661,22904, 
 支付的各项税费(万元),10191,6538,4995,4680,5210, 
 支付的其他与经营活动有关的现金(万元),22760,20797,16928,19416,14994, 
 经营活动现金流出小计(万元),228484,167997,126060,153943,128863, 
 经营活动产生的现金流量净额(万元),301,19725,47274,21768,29345, 
 收回投资所收到的现金(万元),200,2687,2189,13816,1722, 
 取得投资收益所收到的现金(万元),75,856,474,519,2158, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1056,290,14,74,4, 
 处置子公司及其他营业单位收到的现金净额(万元),0,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),1331,3833,2677,14409,3883, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),28707,40555,16047,9992,9419, 
 投资所支付的现金(万元),240,2564,6465,13182,1288, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),183,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),29130,43119,22512,23174,10707, 
 投资活动产生的现金流量净额(万元),-27800,-39286,-19835,-8765,-6824, 
 吸收投资收到的现金(万元),--,--,13855,15000,3993, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),176508,154635,133884,130103,112513, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),6209,15239,12053,30757,5343, 
 筹资活动现金流入小计(万元),182717,169873,159793,175860,121849, 
 偿还债务支付的现金(万元),132966,135153,137768,157512,128610, 
 分配股利、利润或偿付利息所支付的现金(万元),3515,18593,29503,9838,7093, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),7018,4792,12377,17400,4517, 
 筹资活动现金流出小计(万元),143498,158538,179648,184751,140220, 
