 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),1152221,1137111,871565,810656,1076632,880834,591043,566659,552526,429910,609225,659524, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),54497,68283,50797,76539,84749,64876,55458,67530,43053,22648,45451,22671, 
 收到的其他与经营活动有关的现金(万元),29335,34807,34166,43154,55548,29615,13732,55647,14214,36511,23219,53967, 
 经营活动现金流入小计(万元),1236053,1240201,956527,930349,1216929,975326,660234,689836,617164,489069,677895,736161, 
 购买商品、接受劳务支付的现金(万元),1024776,1068253,826430,793283,1045721,829219,574104,449520,458742,327230,535489,592441, 
 客户贷款及垫款净增加额(万元),--,--,15104,80927,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),66755,72561,63602,63273,52431,52484,45158,38181,26702,21799,22835,20420, 
 支付的各项税费(万元),30597,42549,39122,35432,51205,40977,38529,34805,34383,23370,34200,24161, 
 支付的其他与经营活动有关的现金(万元),108230,89876,101622,103240,104376,104650,66386,152988,21011,66569,64490,61707, 
 经营活动现金流出小计(万元),1230358,1273240,1045880,1076154,1253734,1027330,724176,675493,599853,438968,657013,698729, 
 经营活动产生的现金流量净额(万元),5695,-33039,-89352,-145805,-36805,-52004,-63943,14342,17310,50101,20882,37432, 
 收回投资所收到的现金(万元),57360,141947,188748,127088,20873,5258,28,--,--,56,4603,11259, 
 取得投资收益所收到的现金(万元),7531,15516,15705,8360,12498,1533,2045,1326,1011,1098,1282,585, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),268156,28969,9727,23642,174,607,166,117,108,5658,126,1503, 
 处置子公司及其他营业单位收到的现金净额(万元),--,30753,10000,--,--,--,--,--,--,--,0,14061, 
 收到的其他与投资活动有关的现金(万元),--,209,7126,568,2079,7889,3886,3566,2268,1910,1105,902, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),333046,217393,231305,159657,35624,15286,6126,5009,3386,8722,7115,28310, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),68326,73524,35012,72624,28621,60392,89121,130082,53004,34662,34091,43234, 
 投资所支付的现金(万元),111176,125152,243629,241844,19440,108715,10457,970,--,31312,458,2866, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,6797,11108,--,--,7794,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,2145,6,4883,310,--,1,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),179501,198677,287583,325582,52944,169417,107373,131054,53004,65975,34549,46100, 
 投资活动产生的现金流量净额(万元),153545,18716,-56278,-165925,-17320,-154131,-101247,-126045,-49617,-57253,-27434,-17790, 
 吸收投资收到的现金(万元),2338,31299,2700,167181,6343,18626,755,13283,286430,12000,60533,15043, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,900,2700,900,3600,--,755,13283,5130,--,--,43, 
