 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),155540,123760,96501,90796,143265,76686, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),383,279,1796,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1311,1607,995,512,588,1078, 
 经营活动现金流入小计(万元),157234,125645,99292,91308,143853,77764, 
 购买商品、接受劳务支付的现金(万元),139974,117143,95148,64142,102112,85197, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5477,4334,3821,3536,3482,3003, 
 支付的各项税费(万元),4660,3648,3615,6896,4068,2829, 
 支付的其他与经营活动有关的现金(万元),3916,4131,4470,2089,2176,2853, 
 经营活动现金流出小计(万元),154028,129256,107053,76663,111838,93883, 
 经营活动产生的现金流量净额(万元),3206,-3611,-7761,14645,32015,-16119, 
 收回投资所收到的现金(万元),59000,--,19000,71636,10361,12281, 
 取得投资收益所收到的现金(万元),824,445,73,94,--,95, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),143,180,46,21,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,2201,2000,232,2048,2484, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),59967,2825,21120,71983,12409,14861, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2954,763,669,737,707,1209, 
 投资所支付的现金(万元),44000,15000,17661,78225,12725,13075, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,432,--,1050,232,3048, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),46954,16195,18330,80012,13665,17332, 
 投资活动产生的现金流量净额(万元),13013,-13370,2790,-8029,-1256,-2471, 
 吸收投资收到的现金(万元),--,27826,--,--,2000,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),37290,39100,64200,49700,48750,63337, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,10609,99351,160012, 
 筹资活动现金流入小计(万元),37290,66926,64200,60309,150101,223349, 
 偿还债务支付的现金(万元),37790,46000,61700,47200,56250,63937, 
 分配股利、利润或偿付利息所支付的现金(万元),3182,1530,1983,1990,4939,2606, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,2358,--, 
 支付其他与筹资活动有关的现金(万元),--,952,278,15235,117540,139604, 
 筹资活动现金流出小计(万元),40972,48482,63961,64425,178729,206148, 
 筹资活动产生的现金流量净额(万元),-3682,18444,239,-4116,-28628,17202, 
 汇率变动对现金及现金等价物的影响(万元),87,-132,191,106,-6,-21, 
 现金及现金等价物净增加额(万元),12624,1331,-4541,2606,2125,-1410, 
 加:期初现金及现金等价物余额(万元),9050,7719,12260,9654,7529,8940, 
 期末现金及现金等价物余额(万元),21675,9050,7719,12260,9654,7529, 
 净利润(万元),6634,6123,5485,5442,6009,--, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),-682,-121,1137,296,140,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1417,1307,1273,1366,1504,--, 
 无形资产摊销(万元),57,57,60,71,64,--, 
 长期待摊费用摊销(万元),49,30,24,10,9,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),29,23,39,-13,-19,--, 
 固定资产报废损失(万元),2,--,--,163,--,--, 
 公允价值变动损失(万元),--,411,-838,428,135,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),1399,1593,1860,1731,2354,--, 
 投资损失(万元),-712,-519,87,2522,1324,--, 
 递延所得税资产减少(万元),127,43,189,-386,-27,--, 
 递延所得税负债增加(万元),--,-62,62,--,-16,--, 
 存货的减少(万元),-173,907,-7134,5435,1799,--, 
 经营性应收项目的减少(万元),-7349,-187,786,-2206,9390,--, 
 经营性应付项目的增加(万元),2408,-13217,-11249,-213,9350,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
