 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),145459,94884,81920,80347,85613,76344,61219,50518,37613,28226,16248, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),213,60,--,--,--,5,--,6,1,--,--, 
 收到的其他与经营活动有关的现金(万元),26657,30721,5715,5225,4543,3640,1616,781,175,26,2606, 
 经营活动现金流入小计(万元),172329,125665,87636,85572,90156,79988,62835,51305,37789,28253,18854, 
 购买商品、接受劳务支付的现金(万元),104850,52664,46256,41357,44771,47179,32860,22436,15954,10687,13083, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),19544,15685,15962,13431,12371,11492,6709,4510,3495,2716,1037, 
 支付的各项税费(万元),7560,5690,6955,7940,6985,10011,11260,7111,4844,3453,724, 
 支付的其他与经营活动有关的现金(万元),49103,23189,30953,18503,21786,12586,8712,6370,5870,6565,2659, 
 经营活动现金流出小计(万元),181057,97227,100126,81231,85913,81268,59541,40427,30163,23420,17503, 
 经营活动产生的现金流量净额(万元),-8727,28438,-12491,4341,4244,-1280,3294,10878,7626,4833,1351, 
 收回投资所收到的现金(万元),44557,17330,--,200,--,36200,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),179,--,--,--,120,158,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),20,2,10,10,44,--,16,--,5,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,10222,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),79,--,--,--,--,--,25,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),44835,27554,10,210,164,36358,41,0,5,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),17716,12241,23090,33861,25099,43950,17071,3794,6838,1882,1406, 
 投资所支付的现金(万元),43606,35673,486,--,200,36210,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,12777,--,27305,-106,--,--,--,--,2,150, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),61323,60691,23576,61165,25192,80160,17071,3794,6838,1884,1556, 
 投资活动产生的现金流量净额(万元),-16487,-33136,-23566,-60955,-25028,-43802,-17030,-3794,-6834,-1884,-1556, 
 吸收投资收到的现金(万元),622,21749,85921,532,0,7070,66390,--,--,--,6500, 
 其中：子公司吸收少数股东投资收到的现金(万元),622,249,2065,532,0,7070,470,--,--,--,--, 
 取得借款收到的现金(万元),38000,26000,67389,96725,41081,58300,14600,8000,15500,5300,3500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,834,6643,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),38622,48583,159953,97257,41081,65370,80990,8000,15500,5300,10000, 
 偿还债务支付的现金(万元),45911,23413,104548,36661,42973,19950,6000,6000,14800,4000,3200, 
 分配股利、利润或偿付利息所支付的现金(万元),2434,3731,8128,6728,7390,5467,555,323,270,173,146, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),27,348,145,8119,--,--,1026,56,--,--,--, 
 筹资活动现金流出小计(万元),48372,27492,112820,51508,50363,25417,7581,6379,15070,4173,3346, 
