 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),127854,110797,118492,33736,20026,18756, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),6805,4345,2687,514,1017,2254, 
 收到的其他与经营活动有关的现金(万元),3191,6317,2468,1459,2483,1650, 
 经营活动现金流入小计(万元),137850,121459,123647,35709,23526,22660, 
 购买商品、接受劳务支付的现金(万元),101543,69291,72867,17766,12087,6096, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),18744,13361,10763,6107,5025,4058, 
 支付的各项税费(万元),10885,12242,3242,2365,5059,4283, 
 支付的其他与经营活动有关的现金(万元),12713,14808,13018,3634,4815,2665, 
 经营活动现金流出小计(万元),143885,109702,99890,29872,26986,17103, 
 经营活动产生的现金流量净额(万元),-6035,11757,23757,5837,-3459,5557, 
 收回投资所收到的现金(万元),--,1200,9000,9000,1500,69700, 
 取得投资收益所收到的现金(万元),5,1477,39,42,46,281, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,88,27,1181,3,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1500,150,--,1025,142,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1511,2915,9065,11248,1691,69984, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4068,7257,2556,164,231,422, 
 投资所支付的现金(万元),--,--,6000,13000,1700,64700, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),83855,--,--,--,443,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),87923,7257,8556,13164,2374,65122, 
 投资活动产生的现金流量净额(万元),-86412,-4342,509,-1916,-683,4861, 
 吸收投资收到的现金(万元),106444,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,4950, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),106444,0,0,0,0,4950, 
 偿还债务支付的现金(万元),--,--,--,--,4550,4750, 
 分配股利、利润或偿付利息所支付的现金(万元),6000,3840,--,--,164,278, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1683,--,18,40,93,--, 
 筹资活动现金流出小计(万元),7683,3840,18,40,4806,5028, 
 筹资活动产生的现金流量净额(万元),98760,-3840,-18,-40,-4806,-78, 
 汇率变动对现金及现金等价物的影响(万元),1263,-862,1198,141,-2,-3, 
 现金及现金等价物净增加额(万元),7576,2712,25445,4022,-8951,10337, 
 加:期初现金及现金等价物余额(万元),37792,35080,9634,5612,15590,5253, 
 期末现金及现金等价物余额(万元),45368,37792,35080,9634,6639,15590, 
 净利润(万元),30619,25404,11771,4014,2681,1284, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),6808,-424,3432,-215,4381,3539, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),360,262,315,376,443,1465, 
 无形资产摊销(万元),66,65,68,84,97,121, 
 长期待摊费用摊销(万元),34,23,36,64,149,144, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),2,32,14,-29,-0,1, 
 固定资产报废损失(万元),--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),-1257,2168,-1273,-137,164,278, 
 投资损失(万元),-1108,-1138,-1436,-2019,-399,-281, 
 递延所得税资产减少(万元),-617,743,143,-176,-196,5, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),-76682,-29001,-67590,-16063,6845,25320, 
 经营性应收项目的减少(万元),-23217,-9194,-18603,733,-3809,-5898, 
 经营性应付项目的增加(万元),58957,22816,96880,19206,-13813,-20421, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-6035,11757,23757,5837,-3459,5557, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),45368,37792,35080,9634,6639,15590, 
 现金的期初余额(万元),37792,35080,9634,5612,15590,5253, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),7576,2712,25445,4022,-8951,10337, 

