 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),79602,68783,43625,29193,24274,25346,25886,16150, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1630,1169,698,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),10754,6098,4227,3392,2300,2712,773,694, 
 经营活动现金流入小计(万元),91986,76050,48549,32585,26573,28058,26659,16845, 
 购买商品、接受劳务支付的现金(万元),46983,37452,18746,16415,13711,11595,13313,9975, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16367,11167,8716,6100,3844,3283,2835,2289, 
 支付的各项税费(万元),13559,7718,6316,2776,2857,3267,3710,3301, 
 支付的其他与经营活动有关的现金(万元),23128,14287,8614,6100,3746,2940,2318,1654, 
 经营活动现金流出小计(万元),100037,70624,42393,31392,24159,21085,22176,17219, 
 经营活动产生的现金流量净额(万元),-8051,5426,6156,1193,2415,6974,4483,-374, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,2,6,5,0,--,0,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,43,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4,2,6,5,0,0,43,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),12043,9514,7377,4742,4261,4547,5518,2723, 
 投资所支付的现金(万元),7098,1000,710,3034,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),10,--,16338,9361,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,30,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),19150,10514,24425,17137,4261,4547,5548,2723, 
 投资活动产生的现金流量净额(万元),-19147,-10512,-24420,-17132,-4261,-4547,-5505,-2722, 
 吸收投资收到的现金(万元),1985,7824,16390,46516,96,96,115,10028, 
 其中：子公司吸收少数股东投资收到的现金(万元),1088,2140,150,--,96,96,115,200, 
 取得借款收到的现金(万元),66406,29000,1000,1000,3000,1700,1000,200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,1850,697,208,--,--,--,--, 
 筹资活动现金流入小计(万元),68391,38674,18087,47724,3096,1796,1115,10228, 
 偿还债务支付的现金(万元),31090,12789,2822,3000,1000,1700,700,200, 
 分配股利、利润或偿付利息所支付的现金(万元),10997,3892,2005,2489,1572,874,598,42, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,133,550,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1866,2857,307,3085,20,30,105,60, 
 筹资活动现金流出小计(万元),43953,19538,5134,8574,2592,2604,1403,303, 
 筹资活动产生的现金流量净额(万元),24438,19136,12953,39150,504,-808,-288,9925, 
 汇率变动对现金及现金等价物的影响(万元),71,-24,17,12,--,--,--,--, 
 现金及现金等价物净增加额(万元),-2690,14026,-5294,23222,-1342,1618,-1309,6829, 
 加:期初现金及现金等价物余额(万元),38928,24901,30195,6973,8316,6697,8007,1178, 
 期末现金及现金等价物余额(万元),36238,38928,24901,30195,6973,8316,6697,8007, 
 净利润(万元),14554,9891,7064,5078,5364,6032,5265,4634, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),3497,2425,956,1694,963,-20,162,509, 
