 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),255200,301436,339483,262337,117886,126438,440406,433408,430450,271736,191919,242264,151876,110593,88456, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),689,691,287,625,1371,1550,530,2851,2629,42,0,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),64546,12053,24000,12094,1026,2509,12024,3000,1044,1632,4278,462,657,1730,40, 
 经营活动现金流入小计(万元),320435,314181,363770,275056,120283,130497,452960,439259,434122,273411,196198,242726,152534,112323,88496, 
 购买商品、接受劳务支付的现金(万元),213771,162333,216838,177564,27615,63907,352573,426642,405234,224799,140809,215027,124119,72504,71873, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),46275,41481,37755,32576,16528,16670,16587,14230,10955,8170,8332,7169,5006,3605,2628, 
 支付的各项税费(万元),9583,15074,15338,9756,8677,8152,12852,7395,10874,8765,3673,15073,8034,6290,6184, 
 支付的其他与经营活动有关的现金(万元),68768,85333,38330,21692,17970,17895,16522,22616,17047,13251,11332,10502,9751,5837,3365, 
 经营活动现金流出小计(万元),338397,304221,308261,241588,70791,106624,398534,470883,444110,254985,164146,247771,146910,88237,84050, 
 经营活动产生的现金流量净额(万元),-17962,9961,55509,33468,49492,23873,54426,-31624,-9988,18426,32051,-5045,5624,24086,4446, 
 收回投资所收到的现金(万元),5860,--,--,--,--,--,--,--,--,0,0,39,0,20,0, 
 取得投资收益所收到的现金(万元),45,--,--,--,--,--,--,--,--,0,0,31,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),116,67,5818,250,143,3860,5836,74,511,319,19,19,135,24,7, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,653,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),335,1288,1476,--,--,--,315,--,3745,4875,1780,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),6357,1355,7948,250,143,3860,6151,74,4256,5194,1800,90,135,44,7, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),111272,72160,15108,14850,18335,13478,8958,13590,20089,31084,59381,49872,22956,22012,11683, 
 投资所支付的现金(万元),275,596,13494,2000,--,--,--,18000,3300,0,0,0,0,0,20, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),695,--,--,--,--,--,--,--,--,0,1029,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),40,1063,--,--,--,--,--,--,--,0,3609,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),112282,73819,28602,16850,18335,13478,8958,31590,23389,31084,64020,49872,22956,22012,11703, 
 投资活动产生的现金流量净额(万元),-105925,-72464,-20654,-16600,-18192,-9618,-2807,-31515,-19133,-25890,-62220,-49782,-22821,-21968,-11696, 
