 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),18358,19849,26142,24192,25434,25512,21960,20528,25963,18359,21177,13402, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,0,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 收到的税费返还(万元),--,0,23,0,42,17,21,243,177,43,58,57, 
 收到的其他与经营活动有关的现金(万元),1857,995,1211,2328,864,893,978,992,765,3756,1216,2404, 
 经营活动现金流入小计(万元),20215,20845,27376,26520,26340,26422,22959,21763,26905,22158,22451,15863, 
 购买商品、接受劳务支付的现金(万元),10057,12662,16318,13879,16623,16408,15317,20302,17484,15869,14153,10134, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2317,2780,3529,3209,2982,2773,2707,2528,1535,1241,1294,648, 
 支付的各项税费(万元),870,728,1344,1754,1866,1812,1744,1192,1320,1439,1286,1014, 
 支付的其他与经营活动有关的现金(万元),900,2002,2598,2215,2522,2290,1631,1465,2107,2102,4146,1983, 
 经营活动现金流出小计(万元),14144,18172,23789,21057,23993,23282,21398,25487,22446,20650,20879,13779, 
 经营活动产生的现金流量净额(万元),6071,2673,3587,5463,2347,3139,1561,-3724,4459,1508,1572,2084, 
 收回投资所收到的现金(万元),14833,6000,--,--,--,--,0,--,0,--,--,--, 
 取得投资收益所收到的现金(万元),272,63,--,--,--,--,0,--,0,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),23,86,2,0,124,6,12,7,0,252,--,11, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 收到的其他与投资活动有关的现金(万元),0,--,--,0,--,--,0,--,0,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,0,--,--,--, 
 投资活动现金流入小计(万元),15127,6148,2,0,124,6,12,7,0,252,0,11, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),834,2015,2431,3774,4948,4697,4219,5879,2578,821,264,1364, 
 投资所支付的现金(万元),16900,8500,--,--,--,--,0,--,0,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 支付的其他与投资活动有关的现金(万元),0,0,--,0,--,--,0,--,0,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,0,--,--,--, 
 投资活动现金流出小计(万元),17734,10515,2431,3774,4948,4697,4219,5879,2578,821,264,1364, 
 投资活动产生的现金流量净额(万元),-2607,-4366,-2429,-3774,-4824,-4691,-4207,-5872,-2578,-569,-264,-1353, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,0,32188,0,--,--,2067, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,0,17511,12956,8790,3680,6747, 
 发行债券收到的现金(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 收到其他与筹资活动有关的现金(万元),0,--,--,--,--,--,0,--,0,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,0,0,0,0,49699,12956,8790,3680,8814, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,0,21567,10950,6940,7277,6350, 
 分配股利、利润或偿付利息所支付的现金(万元),1513,303,191,439,645,537,489,159,941,656,318,479, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,0,--,0,--,--,--, 
 支付其他与筹资活动有关的现金(万元),0,0,--,0,--,--,0,3078,49,--,--,--, 
 筹资活动现金流出小计(万元),1513,303,191,439,645,537,489,24804,11939,7596,7595,6829, 
 筹资活动产生的现金流量净额(万元),-1513,-303,-191,-439,-645,-537,-489,24895,1016,1194,-3915,1985, 
 汇率变动对现金及现金等价物的影响(万元),24,-36,28,14,10,-5,-5,-19,-5,-2,-9,0, 
 现金及现金等价物净增加额(万元),1974,-2032,994,1263,-3112,-2094,-3139,15280,2893,2131,-2616,2716, 
 加:期初现金及现金等价物余额(万元),13127,15159,14165,12902,16014,18108,21247,5968,3074,943,3559,843, 
 期末现金及现金等价物余额(万元),15101,13127,15159,14165,12902,16014,18108,21247,5968,3074,943,3559, 
 净利润(万元),498,366,380,1173,1050,2272,2359,2614,3312,2641,1682,1249, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,0,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,0,--,--,--, 
 资产减值准备(万元),10,200,304,140,155,444,264,114,43,314,138,58, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2146,2248,2292,2486,2283,1714,1312,950,506,363,345,318, 
 无形资产摊销(万元),155,161,161,155,148,119,56,49,49,38,22,16, 
 长期待摊费用摊销(万元),43,39,31,15,11,7,24,2,0,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,0,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,0,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),3,-26,-1,0,-6,-2,-6,-3,0,-4,--,7, 
 固定资产报废损失(万元),--,0,0,--,--,--,--,--,0,--,--,7, 
 公允价值变动损失(万元),--,0,0,--,--,--,--,--,0,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,0,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,0,--,--,--, 
