 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),20255,19818,26236,28357,21219,14095, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),367,150,70,29,--,146, 
 收到的其他与经营活动有关的现金(万元),668,239,202,230,289,384, 
 经营活动现金流入小计(万元),21290,20208,26508,28617,21508,14625, 
 购买商品、接受劳务支付的现金(万元),7431,7685,13497,17171,6618,3253, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4145,3360,3175,3191,2862,2670, 
 支付的各项税费(万元),2173,2240,2150,2611,2132,2311, 
 支付的其他与经营活动有关的现金(万元),4020,2706,2568,2760,2702,2921, 
 经营活动现金流出小计(万元),17770,15991,21390,25734,14313,11156, 
 经营活动产生的现金流量净额(万元),3520,4217,5118,2882,7195,3469, 
 收回投资所收到的现金(万元),24000,--,5007,3330,1300,--, 
 取得投资收益所收到的现金(万元),234,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),432,117,27,128,26,334, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,2042, 
 收到的其他与投资活动有关的现金(万元),0,1000,--,3597,4908,22775, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),24666,1117,5034,7055,6235,25151, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4820,3163,2185,2674,1761,8864, 
 投资所支付的现金(万元),29000,--,505,7222,2400,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),4000,--,--,2500,5450,20050, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),37820,3163,2690,12396,9611,28914, 
 投资活动产生的现金流量净额(万元),-13154,-2046,2344,-5341,-3376,-3763, 
 吸收投资收到的现金(万元),0,15834,--,5396,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),15000,15130,26052,23230,19971,19730, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),0,210,--,--,9,34, 
 筹资活动现金流入小计(万元),15000,31174,26052,28626,19980,19764, 
 偿还债务支付的现金(万元),11930,14650,31582,20690,23411,15992, 
 分配股利、利润或偿付利息所支付的现金(万元),2319,1833,894,3736,2189,2206, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),0,1106,360,--,--,9, 
 筹资活动现金流出小计(万元),14249,17588,32836,24426,25600,18207, 
 筹资活动产生的现金流量净额(万元),751,13586,-6784,4200,-5620,1557, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-8882,15757,679,1741,-1801,1263, 
 加:期初现金及现金等价物余额(万元),20233,4477,3798,2056,3857,2595, 
 期末现金及现金等价物余额(万元),11351,20233,4477,3798,2056,3857, 
 净利润(万元),3616,4704,3283,3668,2792,3180, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),208,-811,300,308,1460,232, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2808,2734,2320,2315,2085,1915, 
 无形资产摊销(万元),253,252,229,100,70,186, 
 长期待摊费用摊销(万元),--,--,6,9,9,9, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-64,1,-3,94,-19,-70, 
 固定资产报废损失(万元),--,258,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),571,573,694,1120,910,1377, 
 投资损失(万元),-234,--,-2,-155,15,-29, 
 递延所得税资产减少(万元),-21,235,-17,-28,-164,-20, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),-3634,-1436,3281,-1577,-1718,-1198, 
