 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),72310,57742,54017,44096,30095,28703,27901,23292,23887,18980, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1514,1783,599,1521,1183,631,594,211,517,108, 
 经营活动现金流入小计(万元),73824,59525,54617,45617,31278,29334,28496,23504,24404,19088, 
 购买商品、接受劳务支付的现金(万元),53062,39913,30205,24838,23792,19649,17245,16591,19715,14862, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4442,4272,4007,3033,2553,2151,1988,1364,710,648, 
 支付的各项税费(万元),1609,2874,3850,4211,2226,2854,2500,1703,1401,1129, 
 支付的其他与经营活动有关的现金(万元),8870,8363,7113,5526,3914,2688,2351,2440,1465,1205, 
 经营活动现金流出小计(万元),67983,55422,45174,37608,32484,27342,24085,22098,23292,17844, 
 经营活动产生的现金流量净额(万元),5841,4103,9442,8010,-1206,1993,4410,1405,1113,1245, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),144,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,10,--,4,--,--,--,--,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,400,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),144,0,10,0,4,0,0,400,0,2, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6588,4431,5247,3795,1834,2619,2846,3609,778,686, 
 投资所支付的现金(万元),12741,62,--,200,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),2018,14246,8651,11021,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),21346,18739,13897,15017,1834,2619,2846,3609,778,686, 
 投资活动产生的现金流量净额(万元),-21202,-18739,-13887,-15017,-1830,-2619,-2846,-3209,-778,-684, 
 吸收投资收到的现金(万元),28625,--,436,3876,22919,240,--,2704,1000,500, 
 其中：子公司吸收少数股东投资收到的现金(万元),100,--,--,708,14,240,--,--,--,--, 
 取得借款收到的现金(万元),12600,24900,10000,11673,3167,6528,2304,4966,2792,2530, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),41225,24900,10436,15550,26086,6768,2304,7671,3792,3030, 
 偿还债务支付的现金(万元),15020,26752,4419,875,4514,6823,5183,1622,3147,740, 
 分配股利、利润或偿付利息所支付的现金(万元),2128,2541,1778,958,94,92,158,229,182,1701, 
 其中：子公司支付给少数股东的股利、利润(万元),6,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1385,34,--,--,--,52,63,180,--,355, 
 筹资活动现金流出小计(万元),18533,29328,6198,1833,4608,6967,5405,2031,3329,2796, 
 筹资活动产生的现金流量净额(万元),22692,-4428,4239,13716,21479,-199,-3101,5639,463,234, 
 汇率变动对现金及现金等价物的影响(万元),-126,695,222,206,-27,-1,24,-23,-7,-12, 
 现金及现金等价物净增加额(万元),7205,-18368,16,6915,18415,-826,-1512,3812,791,783, 
 加:期初现金及现金等价物余额(万元),10430,28798,28782,21867,3452,4278,5790,1978,1870,1087, 
 期末现金及现金等价物余额(万元),17635,10430,28798,28782,21867,3452,4278,5790,2661,1870, 
 净利润(万元),6030,6366,8374,6605,4598,6004,5463,4488,3619,2865, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),481,4605,865,632,447,267,87,62,40,38, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1846,1327,992,749,698,558,373,262,190,147, 
 无形资产摊销(万元),336,294,141,125,114,86,79,49,26,4, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,16,--,11,--,--,--,--,2, 
 固定资产报废损失(万元),--,--,--,87,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),583,855,734,-354,123,63,91,124,86,36, 
 投资损失(万元),-446,-4485,34,1,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-94,-35,-201,-70,-185,-48,-24,-49,-10,-5, 
 递延所得税负债增加(万元),24,-3,-2,21,--,--,--,--,--,--, 
 存货的减少(万元),-320,-1476,-2059,1433,-2204,-733,-269,800,-1453,-1257, 
 经营性应收项目的减少(万元),-1468,-1534,-675,-1556,-5279,-3928,-1523,-4832,-1525,-1189, 
 经营性应付项目的增加(万元),-1224,-2043,796,189,490,-257,154,501,138,604, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),93,233,428,147,-20,-20,-20,--,--,--, 
 经营活动产生现金流量净额(万元),5841,4103,9442,8010,-1206,1993,4410,1405,1113,1245, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),17635,10430,28798,28782,21867,3452,4278,5790,2661,1870, 
 现金的期初余额(万元),10430,28798,28782,21867,3452,4278,5790,1978,1870,1087, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),7205,-18368,16,6915,18415,-826,-1512,3812,791,783, 

