 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),386465,362851,367116,265974,218036,137483,123439,136014,127419,49588,36963, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),30571,22865,18972,14361,12137,10621,11182,13236,11831,4833,4629, 
 收到的其他与经营活动有关的现金(万元),76835,28015,59905,9176,8407,19507,4085,5024,3237,12128,9262, 
 经营活动现金流入小计(万元),493870,413731,445993,289511,238580,167612,138707,154274,142487,66549,50854, 
 购买商品、接受劳务支付的现金(万元),322574,224514,334408,206798,207088,152105,74134,143860,120150,53266,35553, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),33081,30723,27293,18237,16743,16503,15437,12139,7504,3313,1392, 
 支付的各项税费(万元),10181,22037,20608,8058,4678,3100,2541,4695,1754,560,31, 
 支付的其他与经营活动有关的现金(万元),41179,49323,59781,17807,18077,13595,31879,18927,7340,8037,15363, 
 经营活动现金流出小计(万元),407016,326597,442090,250899,246586,185304,123991,179621,136748,65177,52339, 
 经营活动产生的现金流量净额(万元),86854,87134,3902,38612,-8006,-17692,14716,-25346,5740,1373,-1485, 
 收回投资所收到的现金(万元),--,1980,21000,--,--,--,--,14000,--,25,--, 
 取得投资收益所收到的现金(万元),4,--,1824,--,--,--,177,--,64,120,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11686,4293,2787,1060,755,190,76,13,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),70004,5310,43,26046,735,--,--,--,88,--,--, 
 收到的其他与投资活动有关的现金(万元),2804,7000,19782,--,--,5503,574,4530,200,800,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),84498,18583,45435,27106,1490,5693,827,18543,352,945,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),91296,105963,257169,155661,81741,44375,71123,55495,20464,5611,3920, 
 投资所支付的现金(万元),148300,20503,26540,250,--,--,100,1500,--,--,30, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,131,6743,271,10311,--,--,726,--,2000,--, 
 支付的其他与投资活动有关的现金(万元),6153,13016,7340,--,70949,--,5503,941,5499,800,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),245748,139613,297792,156182,163001,44375,76726,58662,25963,8411,3950, 
 投资活动产生的现金流量净额(万元),-161250,-121030,-252356,-129076,-161511,-38683,-75899,-40118,-25611,-7466,-3950, 
 吸收投资收到的现金(万元),4143,3261,378254,52,98553,2600,2460,78340,16485,8000,2617, 
 其中：子公司吸收少数股东投资收到的现金(万元),4143,2561,--,52,1053,2600,2460,1540,--,200,--, 
 取得借款收到的现金(万元),635790,545079,687496,542956,400594,212013,152156,119077,52655,21952,24303, 
 发行债券收到的现金(万元),30000,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),135166,16431,14658,13961,--,--,--,--,3550,--,--, 
 筹资活动现金流入小计(万元),805099,564770,1080408,556969,499146,214613,154616,197418,72691,29952,26920, 
 偿还债务支付的现金(万元),648336,419461,636243,325366,278834,121098,114307,57222,43063,13750,19045, 
 分配股利、利润或偿付利息所支付的现金(万元),48703,46546,50862,40854,21045,12507,18707,3481,2686,5453,426, 
 其中：子公司支付给少数股东的股利、利润(万元),6,121,--,341,283,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),37454,182997,79922,19532,8053,30195,13950,1105,--,3550,257, 
 筹资活动现金流出小计(万元),734492,649005,767027,385752,307932,163800,146964,61808,45749,22753,19728, 
