 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),669585,638114,439502,535727,651188,733775,757868,723520,679585,576123,452031,283999,215229, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,575,236,0,0,0, 
 收到的其他与经营活动有关的现金(万元),37711,28032,2500,1761,1337,7838,3109,1504,2565,14913,8191,2266,2291, 
 经营活动现金流入小计(万元),707297,666146,442002,537488,652525,741613,760977,725025,682725,591272,460222,286265,217521, 
 购买商品、接受劳务支付的现金(万元),161488,146253,108354,103475,250986,319741,341503,323122,260677,294529,195014,143598,94952, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),98981,86068,76851,76635,75808,70091,67937,65279,54691,48445,40952,35759,24549, 
 支付的各项税费(万元),229081,198308,137789,146529,147253,169015,166116,173289,154723,108725,67870,48442,37012, 
 支付的其他与经营活动有关的现金(万元),38534,28735,13670,14502,37984,28664,52425,40011,19948,15617,9573,18575,12370, 
 经营活动现金流出小计(万元),528084,459365,336664,341142,512031,587512,627981,601701,490039,467316,313410,246375,168883, 
 经营活动产生的现金流量净额(万元),179212,206781,105338,196346,140494,154101,132996,123324,192686,123957,146812,39890,48638, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,25,--,136,21,0,0, 
 取得投资收益所收到的现金(万元),12430,2609,657,--,180,912,9340,8006,4778,1383,450,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19,152,494,323,1290,46,93,3527,--,11,65,74,4014, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,27395,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,7066,--,--,--,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),12449,2760,1150,323,8537,958,9434,11558,4778,1530,536,27469,4014, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),239763,34060,33968,55041,74767,63196,62629,71481,85418,64222,54689,98927,49068, 
 投资所支付的现金(万元),940,345,2083,--,--,--,5000,--,--,5400,2605,0,2428, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),3,--,--,--,7000,--,--,--,--,2,3,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),240706,34405,36051,55041,81767,63196,67629,71481,85418,69623,57297,98927,51497, 
 投资活动产生的现金流量净额(万元),-228257,-31645,-34900,-54719,-73230,-62238,-58195,-59923,-80640,-68094,-56761,-71457,-47483, 
 吸收投资收到的现金(万元),--,--,--,--,196504,--,--,--,--,--,0,74547,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得借款收到的现金(万元),381120,251060,337400,462700,366980,183650,228200,148539,65000,34000,71400,87840,103051, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),7,5910,14408,1000,1129,--,--,--,--,--,0,20,222, 
 筹资活动现金流入小计(万元),381127,256970,351808,463700,564612,183650,228200,148539,65000,34000,71400,162407,103273, 
 偿还债务支付的现金(万元),279155,317355,369155,514755,364185,214855,204055,159494,28555,61936,96895,108100,87200, 
 分配股利、利润或偿付利息所支付的现金(万元),61028,59609,30379,43103,51786,39297,88284,81959,45565,19687,50506,23047,14837, 
 其中：子公司支付给少数股东的股利、利润(万元),380,--,--,--,--,--,9918,5000,2023,1290,0,0,0, 
 支付其他与筹资活动有关的现金(万元),17,7347,6541,8402,204091,--,--,--,100164,--,0,505,113, 
 筹资活动现金流出小计(万元),340200,384311,406074,566260,620062,254151,292339,241453,174283,81623,147400,131652,102150, 
 筹资活动产生的现金流量净额(万元),40927,-127341,-54266,-102560,-55449,-70501,-64139,-92913,-109283,-47623,-76000,30755,1123, 
 汇率变动对现金及现金等价物的影响(万元),-8,-1,33,--,--,--,--,--,--,--,0,0,0, 
 现金及现金等价物净增加额(万元),-8126,47795,16205,39068,11814,21362,10662,-29513,2762,8240,14052,-812,2278, 
 加:期初现金及现金等价物余额(万元),179241,131446,108772,69704,57890,31524,20862,50374,47612,39196,25145,25957,23680, 
 期末现金及现金等价物余额(万元),171116,179241,124977,108772,69704,52886,31524,20862,50374,47436,39196,25145,25957, 
 净利润(万元),203768,176268,82687,53267,62216,91394,157468,165615,153961,103067,74338,46394,39264, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,0,773,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 资产减值准备(万元),2214,803,3930,40,541,319,-1132,1558,456,500,2569,189,237, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),66389,69827,70862,78751,75162,50168,48621,42259,32992,25784,22690,14853,12726, 
 无形资产摊销(万元),2812,2823,2541,2690,2553,2193,2274,2248,1565,1218,1188,595,571, 
 长期待摊费用摊销(万元),7386,6612,6664,6010,5474,3585,2620,428,106,106,18,0,45, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,2688,2248,1217,3020,1110,130,-329,--,246,466,-14,11, 
 固定资产报废损失(万元),1142,--,--,--,--,--,--,--,--,--,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 财务费用(万元),9794,10644,13975,19418,22942,14025,12328,8558,3320,1259,4024,3062,3412, 
 投资损失(万元),-15686,-3336,-2765,-8210,-10995,-13765,-11812,-17261,-9172,-4079,-3666,-2324,-609, 
 递延所得税资产减少(万元),312,671,34,288,401,585,-4002,231,-347,627,-1151,38,158, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,-36,1470,-5,-7, 
 存货的减少(万元),-1809,2638,1684,486,1837,-825,-4749,-8672,-6517,-2538,2568,26,-4185, 
 经营性应收项目的减少(万元),-97524,-58767,-18941,1394,-12686,-23388,-65623,-70498,-23679,-12740,2442,-12249,-13940, 
 经营性应付项目的增加(万元),6761,-7714,-58989,42194,-11604,28435,-3006,6577,46983,7400,39857,-11447,10954, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 其他(万元),-6347,3624,1409,-1199,1631,264,-120,-7390,-6982,3143,0,0,0, 
 经营活动产生现金流量净额(万元),179212,206781,105338,196346,140494,154101,132996,123324,192686,123957,146812,39890,48638, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 现金的期末余额(万元),171116,179241,124977,108772,69704,52886,31524,20862,50374,47436,39196,25145,25957, 
 现金的期初余额(万元),179241,131446,108772,69704,57890,31524,20862,50374,47612,39196,25145,25957,23680, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0, 
 现金及现金等价物的净增加额(万元),-8126,47795,16205,39068,11814,21362,10662,-29513,2762,8240,14052,-812,2278, 

