 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),73883649,68418375,63421330,58083131,58470510,55460536,55107334,41431962,44836683,28553615,22265749,17464737,15579644,10838451,9037895, 
 客户存款和同业存放款项净增加额(万元),507666,--,--,1030918,37061,--,--,--,--,--,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的税费返还(万元),53700,39384,51806,38302,38404,42213,33466,27367,22316,21422,9824,867,670,314,966, 
 收到的其他与经营活动有关的现金(万元),1328007,1119184,936916,547040,317951,256665,247307,223828,252923,209266,160004,120718,81236,98085,86493, 
 经营活动现金流入小计(万元),75773023,69803543,64410051,59789997,58863927,55774422,55388107,41683157,45111922,28784303,22435577,17586322,15661551,10936851,9125353, 
 购买商品、接受劳务支付的现金(万元),65710577,58711331,51998721,47844630,51531190,50743820,49876984,38433985,40275663,23528245,19263374,14642380,13238199,9085214,7671822, 
 客户贷款及垫款净增加额(万元),50000,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),109036,23743,85490,--,152004,--,--,--,--,--,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),5743114,5244530,4538119,4002424,3578496,3006286,2614384,2586389,2266990,1881792,1354847,1111349,1000521,797236,688355, 
 支付的各项税费(万元),2559275,2529825,2389276,2227019,2175339,2114740,1751800,1455786,1429286,1261833,768348,621349,528543,367749,238853, 
 支付的其他与经营活动有关的现金(万元),1056235,686103,721081,678413,768647,710862,590442,464627,514726,364988,319023,269161,260593,228983,241978, 
 经营活动现金流出小计(万元),75228236,67263125,60696294,54752486,58205676,56705820,54833610,42940788,44486665,27036858,21705592,16644239,15027856,10479182,8841008, 
 经营活动产生的现金流量净额(万元),544786,2540418,3713758,5037511,658251,-931398,554497,-1257631,625257,1747445,729985,942084,633695,457668,284346, 
 收回投资所收到的现金(万元),345682,17922,88671,104466,20340,330,4367,877,11900,21224,13692,25083,17421,44182,8444, 
 取得投资收益所收到的现金(万元),17457,20518,35138,14617,9567,6322,10499,6948,8085,5837,7123,17170,2655,798,1818, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),183457,139646,172719,127447,137108,160579,165722,123755,128704,221189,118595,119488,99974,88166,68191, 
 处置子公司及其他营业单位收到的现金净额(万元),2362,266166,--,--,--,--,--,--,--,--,--,11723,--,0,0, 
 收到的其他与投资活动有关的现金(万元),65923,11922,311476,576509,385213,308888,320408,138021,82969,99809,452951,91389,52205,37104,28380, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,895525,978686,825169,268013,--,0,--,0,41610, 
 投资活动现金流入小计(万元),614881,456175,923043,823039,705341,476119,1498077,1248286,1056827,616073,592362,264852,172255,170250,148444, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3233899,3023101,2981640,2714411,2128743,1764533,1050030,1205364,1701443,1299798,1076183,1019036,558158,465604,303072, 
 投资所支付的现金(万元),2104477,895636,568663,228239,134586,72827,150737,20915,117996,148427,108778,19333,15454,53972,38815, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),1753,3230,--,1525,9,--,--,174,24600,--,--,242509,--,0,0, 
 支付的其他与投资活动有关的现金(万元),118169,162168,--,--,92500,492214,--,132792,--,--,714221,111802,34629,58546,32282, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,1100867,850753,765293,279809,--,90433,--,65311,75111, 
 投资活动现金流出小计(万元),5539304,4124940,3550303,3256669,2355837,2475769,2328964,2308587,2609332,1978992,1899182,1483113,653155,643433,449281, 
 投资活动产生的现金流量净额(万元),-4924423,-3668765,-2627260,-2433630,-1650497,-1999650,-830887,-1060301,-1552505,-1362919,-1306820,-1218261,-480900,-473184,-300837, 
 吸收投资收到的现金(万元),1494557,1681953,1111969,1498692,911433,150596,43695,11584,17683,17364,3915166,240000,--,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),795288,1181953,50985,471159,911433,150596,43695,11584,17683,17364,6740,0,--,0,0, 
 取得借款收到的现金(万元),11898082,7935910,8346235,9385693,9971226,9499266,6136446,5630473,2923056,2004669,2619989,2701730,1642703,1358167,857579, 
