 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),68319,67418,53615,48591,45457,39061,31242,27259,23837,13913, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),41,114,13,--,10,23,63,15,0,--, 
 收到的其他与经营活动有关的现金(万元),1699,898,919,426,415,787,1417,285,1099,1611, 
 经营活动现金流入小计(万元),70059,68430,54548,49017,45883,39871,32722,27559,24936,15524, 
 购买商品、接受劳务支付的现金(万元),53850,44852,36709,31701,32511,29503,3896,20408,18612,10026, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6005,5105,4158,3486,2759,2035,1742,1453,998,728, 
 支付的各项税费(万元),4763,5012,4898,4246,3218,2402,1469,1711,1736,688, 
 支付的其他与经营活动有关的现金(万元),4383,4228,3746,2119,2194,1941,2672,1616,1414,1565, 
 经营活动现金流出小计(万元),69001,59197,49510,41552,40682,35882,29779,25188,22760,13007, 
