 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),204351,197889,208712,176331,217559,195375,134457,136973,97681,87242, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),976,11,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),7694,4958,5512,4879,1390,1997,2987,1371,2124,350, 
 经营活动现金流入小计(万元),213022,202858,214224,181209,218949,197372,137444,138344,99805,87592, 
 购买商品、接受劳务支付的现金(万元),156131,122859,131173,130143,173299,141317,112279,99668,74073,68962, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),18748,18641,16680,13839,11974,9761,6838,4670,2762,1985, 
 支付的各项税费(万元),11456,17170,17911,14599,8844,10584,5886,6487,6646,6492, 
 支付的其他与经营活动有关的现金(万元),17186,18027,11954,9440,9619,9721,5839,6910,3324,5245, 
 经营活动现金流出小计(万元),203521,176698,177718,168022,203736,171384,130842,117734,86805,82684, 
 经营活动产生的现金流量净额(万元),9501,26161,36506,13188,15213,25988,6602,20610,13000,4909, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),16,112,102,11,72,1,11,30,2975,660, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,1391,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),16,112,1494,11,72,1,11,30,2975,660, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),47763,30958,23263,19671,38115,29655,35679,15851,7112,710, 
 投资所支付的现金(万元),500,1835,8665,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,9749,--,--,--,--,--,945,837,5297, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),48263,42542,31928,19671,38115,29655,35679,16796,7949,6007, 
 投资活动产生的现金流量净额(万元),-48246,-42430,-30435,-19661,-38043,-29654,-35668,-16766,-4974,-5347, 
 吸收投资收到的现金(万元),10,12655,--,34400,--,--,0,593,4167,7996, 
 其中：子公司吸收少数股东投资收到的现金(万元),10,3055,--,--,--,--,0,593,--,--, 
 取得借款收到的现金(万元),114818,57906,36696,34537,67125,41076,48741,15922,5600,9555, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),114828,70561,36696,68937,67125,41076,48741,16515,9767,17551, 
 偿还债务支付的现金(万元),70620,45504,38588,60791,36750,37100,20276,10522,10486,13265, 
 分配股利、利润或偿付利息所支付的现金(万元),7486,5240,6411,3708,3995,2967,1508,496,4421,4890, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,360,--,1937,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),78105,51104,44999,66436,40745,40067,21783,11017,14907,18155, 
 筹资活动产生的现金流量净额(万元),36722,19457,-8303,2501,26380,1009,26958,5497,-5140,-604, 
 汇率变动对现金及现金等价物的影响(万元),-2,21,7,-16,-14,-13,0,-68,-46,-2, 
 现金及现金等价物净增加额(万元),-2025,3209,-2225,-3988,3536,-2669,-2108,9272,2840,-1044, 
 加:期初现金及现金等价物余额(万元),9631,6422,8647,12635,9098,11767,13876,4604,1763,2807, 
 期末现金及现金等价物余额(万元),7606,9631,6422,8647,12635,9098,11767,13876,4604,1763, 
 净利润(万元),4141,9481,17346,13044,10956,11390,11021,13049,14082,11791, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),215,-745,2364,2549,800,310,363,-78,858,121, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),15294,15075,14183,11535,8840,6107,3296,3188,2594,2418, 
 无形资产摊销(万元),602,453,418,362,300,246,176,51,35,35, 
 长期待摊费用摊销(万元),-447,175,92,103,58,121,168,121,155,128, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),171,300,273,273,78,-2,-289,-15,-2109,85, 
 固定资产报废损失(万元),0,1,--,--,--,--,--,0,25,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),2854,2052,2078,4167,3979,2784,1275,505,467,406, 
 投资损失(万元),461,-29,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-2172,193,-981,-451,-182,-98,-329,-12,-135,-109, 
 递延所得税负债增加(万元),-7,56,--,--,--,--,--,--,--,--, 
 存货的减少(万元),7629,-12474,-7166,8693,-5314,-2229,-5896,-5348,2274,7773, 
 经营性应收项目的减少(万元),-11507,-3791,2222,-23571,-9002,-10458,5300,-3465,-11319,-10097, 
 经营性应付项目的增加(万元),-7733,15414,5676,-3515,4701,17817,-8483,12298,5465,-7642, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,317,608,0, 
 经营活动产生现金流量净额(万元),9501,26161,36506,13188,15213,25988,6602,20610,13000,4909, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),7606,9631,6422,8647,12635,9098,11767,13876,4604,1763, 
 现金的期初余额(万元),9631,6422,8647,12635,9098,11767,13876,4604,1763,2807, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-2025,3209,-2225,-3988,3536,-2669,-2108,9272,2840,-1044, 

