 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),2237564,1518932,1050602,821764,639037,479530,305410,248809,314080,310505,326992,204683,182934, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,410,--,--,--,--,--,--,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的税费返还(万元),66983,49577,29695,14875,8857,5509,1835,2390,6628,4070,1522,4787,2847, 
 收到的其他与经营活动有关的现金(万元),45770,132771,103152,178794,81223,49128,27816,24517,6295,2920,1808,1749,1204, 
 经营活动现金流入小计(万元),2350316,1701280,1183859,1015433,729117,534167,335060,275716,327004,317495,330322,211220,186985, 
 购买商品、接受劳务支付的现金(万元),1548976,1036193,736306,578283,309955,339175,248110,222998,225284,239610,244824,201735,152472, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),141597,92457,76697,67460,58560,40269,22674,18409,18043,15661,12291,9017,5584, 
 支付的各项税费(万元),172623,109480,82580,71469,52469,22133,21947,32223,32024,18025,16135,8822,8532, 
 支付的其他与经营活动有关的现金(万元),128521,183162,131463,159882,163972,46552,41835,22698,19392,14234,12165,9891,8020, 
 经营活动现金流出小计(万元),2025516,1423293,1089567,877094,584954,448130,334565,296328,294744,287530,285416,229465,174608, 
 经营活动产生的现金流量净额(万元),324800,277987,94293,138339,144163,86037,495,-20612,32260,29965,44907,-18245,12377, 
 收回投资所收到的现金(万元),--,22873,123540,771,3969,7383,10369,--,6500,--,3,0,150, 
 取得投资收益所收到的现金(万元),99,350,179,356,403,308,113,110,1369,858,308,814,50, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),200,695,192,1602,919,636,115,94,313,226,5,458,427, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,2366,--,28,0,0, 
 收到的其他与投资活动有关的现金(万元),61989,33005,921,764,43144,68316,203,--,--,--,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流入小计(万元),62288,56924,124832,3493,48436,76644,10800,204,10548,1084,343,1272,627, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),168025,79430,102134,35911,133141,45328,64753,48275,34975,18182,53122,112529,54808, 
 投资所支付的现金(万元),35892,92405,139390,600,1204,6934,10000,--,--,--,1200,1001,1267, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),172236,217875,0,11542,--,--,--,2954,--,--,--,0,0, 
 支付的其他与投资活动有关的现金(万元),68823,186744,--,--,20000,--,87,--,1000,1000,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流出小计(万元),444976,576453,241525,48053,154346,52262,74839,51229,35975,19182,54322,113530,56075, 
 投资活动产生的现金流量净额(万元),-382688,-519529,-116693,-44560,-105910,24383,-64040,-51025,-25427,-18099,-53979,-112258,-55448, 
 吸收投资收到的现金(万元),12829,8093,197293,--,375,97172,--,105718,--,--,--,0,980, 
 其中：子公司吸收少数股东投资收到的现金(万元),4379,2556,245,--,375,--,--,--,--,--,--,0,0, 
 取得借款收到的现金(万元),1678502,1226819,1206388,1287930,1018222,1032664,567718,205461,184695,192989,188424,179637,89780, 
 发行债券收到的现金(万元),228065,--,--,--,--,--,88855,60000,--,--,--,45700,0, 
 收到其他与筹资活动有关的现金(万元),312882,684445,482464,258890,221137,84254,500,1020,--,--,--,0,32, 
 筹资活动现金流入小计(万元),2232278,1919357,1886145,1546820,1239734,1214090,657073,372199,184695,192989,188424,225337,90792, 
 偿还债务支付的现金(万元),1261543,1212739,1207789,1386632,1091534,1041531,535118,228282,152457,177387,154002,76935,40946, 
 分配股利、利润或偿付利息所支付的现金(万元),134069,45927,40181,45313,62278,50333,24278,16082,17382,13613,13903,10970,8191, 
 其中：子公司支付给少数股东的股利、利润(万元),15,239,--,--,18,--,--,--,--,--,--,0,0, 
 支付其他与筹资活动有关的现金(万元),749995,394196,521444,215238,148515,168913,5153,555,942,--,--,0,280, 
 筹资活动现金流出小计(万元),2145607,1652862,1769414,1647183,1302326,1260777,564549,244918,170781,191000,167905,87905,49417, 
 筹资活动产生的现金流量净额(万元),86672,266495,116731,-100363,-62593,-46687,92524,127281,13913,1989,20519,137432,41375, 
 汇率变动对现金及现金等价物的影响(万元),-7046,295,-4878,-2363,-1339,987,1,-331,-11,21,195,0,0, 
 现金及现金等价物净增加额(万元),21737,25248,89453,-8948,-25679,64720,28980,55313,20737,13877,11642,6929,-1696, 
 加:期初现金及现金等价物余额(万元),160486,135238,45785,54732,80411,15691,94343,39030,18294,4417,37846,14396,16091, 
 期末现金及现金等价物余额(万元),182223,160486,135238,45785,54732,80411,123324,94343,39030,18294,49488,21325,14396, 
 净利润(万元),343670,202023,35889,20751,11069,20824,-2687,3815,18587,6676,1323,5972,11492, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,-85,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 资产减值准备(万元),-9463,3991,3703,2562,3297,740,2736,702,637,919,2291,466,536, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),80142,60819,81631,73407,60039,44276,26518,22788,23437,21011,17496,9271,8482, 
 无形资产摊销(万元),4967,3507,2817,2662,2467,1588,992,512,360,286,186,87,9, 
 长期待摊费用摊销(万元),764,565,500,469,487,472,11,20,--,--,--,5,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-49,589,-103,109,176,17,1374,782,60,119,-2,1235,303, 
 固定资产报废损失(万元),555,4200,--,--,--,--,--,--,--,--,3,0,0, 
 公允价值变动损失(万元),-3,63,-522,459,-762,557,-156,--,--,--,--,932,-933, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 财务费用(万元),81938,54259,54161,62408,45118,38063,22450,11064,11438,12188,13705,7921,4457, 
 投资损失(万元),759,2942,419,-164,-101,-83,-1311,40,-6560,-16,-203,-814,-82, 
 递延所得税资产减少(万元),-684,-4550,3427,-100,-5468,-79,-349,-33,-724,149,-581,-84,208, 
 递延所得税负债增加(万元),5981,946,-13,-109,-1112,2489,23,--,--,--,-156,-442,0, 
 存货的减少(万元),5817,-40015,3991,-8599,-1449,-10504,9062,-14044,-20901,-9017,-16369,-13165,1285, 
 经营性应收项目的减少(万元),-194692,-276097,-54443,-4130,-103703,47190,-60744,-32528,-38628,-68156,9904,-27057,-14195, 
 经营性应付项目的增加(万元),4575,263359,-37190,-11386,134105,-55395,2577,-13830,44551,65805,17310,-2492,816, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 其他(万元),525,1387,25,--,--,-4118,--,101,3,--,--,0,0, 
 经营活动产生现金流量净额(万元),324800,277987,94293,138339,144163,86037,495,-20612,32260,29965,44907,-18245,12377, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,21922,22873,--,0,19807, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,6156,--,--,--,--,--,0,0, 
 现金的期末余额(万元),182223,160486,135238,45785,54732,80411,123324,94343,39030,18294,49488,21325,14396, 
 现金的期初余额(万元),160486,135238,45785,54732,80411,15691,94343,39030,18294,4417,37846,14396,16091, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 现金及现金等价物的净增加额(万元),21737,25248,89453,-8948,-25679,64720,28980,55313,20737,13877,11642,6929,-1696, 

