 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),1499549,1253005,1097491,939562,869573, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),42215,23996,27693,25447,35211, 
 收到的其他与经营活动有关的现金(万元),22321,18860,16395,12281,9021, 
 经营活动现金流入小计(万元),1564085,1295860,1141580,977290,913805, 
 购买商品、接受劳务支付的现金(万元),552944,472411,381722,347175,331429, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),298488,241868,242361,239452,228168, 
 支付的各项税费(万元),143662,116309,94370,64855,65832, 
 支付的其他与经营活动有关的现金(万元),165533,135236,119174,123418,114228, 
 经营活动现金流出小计(万元),1160627,965824,837627,774900,739657, 
 经营活动产生的现金流量净额(万元),403459,330037,303953,202390,174148, 
 收回投资所收到的现金(万元),--,271177,1704728,1400222,723304, 
 取得投资收益所收到的现金(万元),--,1130,12448,33308,26899, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),330,1098,3833,554,521, 
 处置子公司及其他营业单位收到的现金净额(万元),--,134,--,--,--, 
 收到的其他与投资活动有关的现金(万元),9501,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),9831,273539,1721008,1434084,750724, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),67828,46673,41354,59541,58844, 
 投资所支付的现金(万元),--,216057,1508958,1163404,709132, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,64685,10394,7225, 
 支付的其他与投资活动有关的现金(万元),11265,9501,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),79093,272231,1614997,1233339,775201, 
 投资活动产生的现金流量净额(万元),-69262,1308,106011,200745,-24478, 
 吸收投资收到的现金(万元),579568,--,74409,--,403, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),--,33872,279494,29484,--, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,263110,9691,2042, 
 筹资活动现金流入小计(万元),579568,33872,617013,39174,2445, 
 偿还债务支付的现金(万元),186557,202316,125351,5994,131678, 
 分配股利、利润或偿付利息所支付的现金(万元),94932,61383,654944,342543,4545, 
 其中：子公司支付给少数股东的股利、利润(万元),9,252,3126,--,--, 
 支付其他与筹资活动有关的现金(万元),8867,15426,16004,78653,81315, 
 筹资活动现金流出小计(万元),290357,279125,796299,427190,217538, 
 筹资活动产生的现金流量净额(万元),289212,-245253,-179286,-388015,-215093, 
 汇率变动对现金及现金等价物的影响(万元),18414,-15588,13289,4117,-1154, 
 现金及现金等价物净增加额(万元),641823,70505,243967,19237,-66577, 
 加:期初现金及现金等价物余额(万元),495000,424495,180528,161291,227868, 
 期末现金及现金等价物余额(万元),1136822,495000,424495,180528,161291, 
 净利润(万元),372574,260119,161218,94050,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),5094,3178,10138,35575,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),22305,20779,20105,19342,--, 
 无形资产摊销(万元),10836,8989,8296,12217,--, 
 长期待摊费用摊销(万元),674,1353,1602,1764,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),302,-371,512,371,--, 
 固定资产报废损失(万元),--,--,--,--,--, 
 公允价值变动损失(万元),-11264,11141,464,--,--, 
 递延收益增加(减：减少)(万元),--,-2718,-3449,-762,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),-9179,25368,2044,-4913,--, 
 投资损失(万元),11265,-924,-11384,-23784,--, 
 递延所得税资产减少(万元),-13813,-8664,-8546,-1973,--, 
 递延所得税负债增加(万元),-853,-4170,-788,-2525,--, 
 存货的减少(万元),-22404,-62588,-20862,-17760,--, 
 经营性应收项目的减少(万元),-24777,-51666,21611,12147,--, 
 经营性应付项目的增加(万元),64972,130771,109217,49312,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),-2273,--,--,--,--, 
 经营活动产生现金流量净额(万元),403459,330037,303953,202390,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),1136822,495000,424495,180528,161291, 
