 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),895182,6037937,6213401,5352853,939716,2441778,3498180, 
 向中央银行借款净增加额(万元,190000,555000,183000,73000,37100,9400,2800, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),1413467,1125936,899161,736177,619525,530183,508355, 
 拆入资金净增加额(万元),-888380,1068026,-410386,-299343,545557,-34955,149538, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),181590,12500,72431,176193,60736,227546,1110441, 
 经营活动现金流入小计(万元),1791859,8799399,6957608,6038880,2202634,3173952,5269313, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),5075247,3662293,2559031,2077104,1525508,964016,770414, 
 存放中央银行和同业款项净增加额(万元),-745047,920005,933693,-267993,854047,283465,243425, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),653022,655848,468473,451887,437204,332611,249452, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),258266,213011,156660,120976,107420,85858,73392, 
 支付的各项税费(万元),219575,268176,198424,203961,123955,86064,56725, 
 支付的其他与经营活动有关的现金(万元),157018,256228,127193,108314,315999,93311,59139, 
 经营活动现金流出小计(万元),5618080,5975560,4443473,2694249,3364134,1845324,1452547, 
 经营活动产生的现金流量净额(万元),-3826221,2823839,2514135,3344631,-1161501,1328628,3816766, 
 收回投资所收到的现金(万元),177758587,146313745,198671229,110255015,48661523,8495986,3797268, 
 取得投资收益所收到的现金(万元),1059490,835899,786680,561463,510964,296036,146426, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1189,20668,150,2126,135,201246,3, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),178819267,147170311,199458059,110818604,49172622,8993269,3943696, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),50325,70629,108759,45846,49856860,19174,13857, 
 投资所支付的现金(万元),180105541,149990634,204706631,114941589,23914,10380040,7261685, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,47,29, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),180155866,150061264,204815390,114987436,49880774,10399261,7275571, 
 投资活动产生的现金流量净额(万元),-1336599,-2890953,-5357332,-4168831,-708152,-1405992,-3331875, 
 吸收投资收到的现金(万元),264166,20176,14420,179200,154700,--,7879, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),16362026,10441154,8561636,2972684,585639,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,5663,0,--,--,--, 
 筹资活动现金流入小计(万元),16626192,10461330,8581719,3151884,740339,0,7879, 
 偿还债务支付的现金(万元),12402000,9729000,5288000,1710000,200000,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),62066,75276,49141,45200,45472,39931,35700, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),12464066,9804276,5337141,1755200,245472,39931,35700, 
 筹资活动产生的现金流量净额(万元),4162126,657053,3244578,1396685,494867,-39931,-27821, 
 汇率变动对现金及现金等价物的影响(万元),1515,-1292,1497,288,856,-1581,-1109, 
 现金及现金等价物净增加额(万元),-999179,588648,402878,572773,-1373929,-118876,455961, 
 加:期初现金及现金等价物余额(万元),2605696,2017048,1614170,1041397,2415326,2534202,2078241, 
 期末现金及现金等价物余额(万元),1606517,2605696,2017048,1614170,1041397,2415326,2534202, 
 净利润(万元),457771,398501,325169,276811,243175,221760,194566, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),341380,292269,221304,150191,67095,23250,24406, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),19712,12772,12841,10235,8564,6849,7178, 
 无形资产摊销(万元),3569,2252,1922,1062,624,507,575, 
 长期待摊费用摊销(万元),9927,9898,7321,6103,4152,3259,2383, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-425,-252,30,892,6,-16,29, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),-28954,-8105,5345,-5925,-7863,6803,939, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),-730745,-843420,-639777,-540486,-475204,-330630,-182667, 
 投资损失(万元),-40692,14938,-19687,-39921,-15696,-12819,-17037, 
 递延所得税资产减少(万元),-53887,-35475,-36393,-22757,-6574,-4096,557, 
 递延所得税负债增加(万元),--,--,--,--,150,--,--, 
 存货的减少(万元),--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),-4350189,-4634099,-3500525,-1662729,-2442333,-1289664,59282, 
 经营性应付项目的增加(万元),546312,7614560,6136585,5171156,1462404,2703426,3726555, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-3826221,2823839,2514135,3344631,-1161501,1328628,3816766, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),766443,2047818,1714218,770440,1041397,2415326,2534202, 
 现金的期初余额(万元),2047818,1714218,770440,810697,2415326,2534202,2078241, 
 现金等价物的期末余额(万元),840074,557878,302830,843730,--,--,--, 
 现金等价物的期初余额(万元),557878,302830,843730,230700,--,--,--, 
 现金及现金等价物的净增加额(万元),-999179,588648,402878,572773,-1373929,-118876,455961, 

