 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 客户存款和同业存放款项净增加额(万元),109359000,97496400,143378400,139572300,82377300,89347800,143226600,82315200,139774300,168459800,80370500,59225800,1897976600,215042800,--, 
 向中央银行借款净增加额(万元,8609800,17489500,23045300,--,8001700,3800,1600,2000,--,--,4900,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),63943400,63145200,57599100,64737400,63635000,58365500,54374300,45416000,32174100,25490100,26708100,21856400,15386900,13448900,11846000, 
 拆入资金净增加额(万元),--,13637200,--,3078600,174200,--,2304800,--,1575000,--,475200,548100,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 收到的其他与经营活动有关的现金(万元),20452800,19622600,30569000,7097000,28707400,20200600,459900,42023700,7044000,8908500,4833600,10743800,4611100,4630900,12389500, 
 经营活动现金流入小计(万元),231349700,237972800,254591800,225349200,182895600,167917700,200367200,169756900,180567400,202858400,112392300,92374100,1954949300,280043600,209256400, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--, 
 客户贷款及垫款净增加额(万元),123877500,113566500,93913400,82438200,88757200,79594800,79260000,67196400,81890400,103907200,39284700,33333500,67996000,56984200,26201400, 
 存放中央银行和同业款项净增加额(万元),--,--,8944700,--,33522900,18732800,17531900,41649000,60331900,38903700,18311700,26222900,4950800,--,--, 
