 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),930205,879776,714740,833644,824454,844033,701038,729362,679986,431069,511778, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,0,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,0,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 收到的税费返还(万元),--,--,74,61,186,145,295,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),7859,3427,6316,4922,17428,12463,3018,9385,1378,1136,1762, 
 经营活动现金流入小计(万元),938063,883203,721130,838627,842069,856640,704351,738746,681363,432205,513540, 
 购买商品、接受劳务支付的现金(万元),827283,756935,605188,754927,758982,827371,673864,693991,625903,417492,474058, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),60872,54214,44031,36479,26596,23680,20936,16346,15404,13803,12876, 
 支付的各项税费(万元),13983,14025,11370,7302,13561,8008,7571,5581,5115,3845,4119, 
 支付的其他与经营活动有关的现金(万元),22012,16562,16901,12551,19482,20045,19192,16313,10381,7443,7093, 
 经营活动现金流出小计(万元),924149,841737,677490,811259,818621,879103,721564,732231,656804,442582,498146, 
 经营活动产生的现金流量净额(万元),13914,41466,43640,27368,23447,-22463,-17213,6515,24560,-10377,15394, 
 收回投资所收到的现金(万元),1305,1393,7150,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),5228,4245,231,101,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),790,230,276,401,206,53,150,232,42,87,85, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,1381,--,--,--,--,--,--,-33,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,500,1400,1100,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),7323,5868,9039,502,206,553,1550,1332,42,53,85, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5425,15298,10822,5443,5780,4897,6972,2908,6624,652,1127, 
 投资所支付的现金(万元),400,--,--,4000,--,--,--,2230,300,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),5874,18811,33366,13741,129,--,--,-374,--,-27,1310, 
 支付的其他与投资活动有关的现金(万元),--,98,--,--,--,--,--,128,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),11699,34207,44188,23184,5909,4897,6972,4892,6924,626,2438, 
 投资活动产生的现金流量净额(万元),-4376,-28339,-35149,-22682,-5703,-4345,-5422,-3560,-6882,-572,-2353, 
 吸收投资收到的现金(万元),1874,1819,112241,2488,--,--,62949,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,98,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),42586,17193,69362,128180,82219,111282,105503,75380,30376,78659,13066, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,492,--,13067,52718,76511, 
 筹资活动现金流入小计(万元),44461,19012,181603,130668,82219,111282,168944,75380,43443,131377,89577, 
 偿还债务支付的现金(万元),42211,15567,135421,110632,93220,88317,113432,55582,21677,68141,11852, 
 分配股利、利润或偿付利息所支付的现金(万元),12004,8485,8093,11805,13525,2954,5537,3485,1298,13897,2340, 
 其中：子公司支付给少数股东的股利、利润(万元),1750,2800,--,--,8999,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),7000,--,--,--,--,--,986,1916,31064,46457,80377, 
 筹资活动现金流出小计(万元),61215,24052,143514,122436,106746,91271,119954,60983,54039,128495,94569, 
 筹资活动产生的现金流量净额(万元),-16754,-5040,38089,8232,-24527,20011,48989,14397,-10596,2882,-4993, 
 汇率变动对现金及现金等价物的影响(万元),3166,-3779,3361,1106,31,-468,-41,-1000,-243,228,-1764, 
 现金及现金等价物净增加额(万元),-4049,4308,49940,14024,-6752,-7264,26314,16353,6839,-7839,6285, 
 加:期初现金及现金等价物余额(万元),117295,112987,63047,49022,55774,63038,36724,20372,13533,21372,15087, 
 期末现金及现金等价物余额(万元),113246,117295,112987,63047,49022,55774,63038,36724,20372,13533,21372, 
 净利润(万元),33674,28931,23686,15419,11919,8132,7619,10335,10285,5569,9006, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),838,4994,11160,955,1051,117,--,413,266,429,565, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),5865,5510,5020,2399,1589,1387,144,1306,1305,1441,1231, 
 无形资产摊销(万元),702,722,642,310,266,429,1351,228,138,129,28, 
 长期待摊费用摊销(万元),295,295,353,373,379,250,273,277,170,168,186, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
