 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),99912,147313,137050,122807,110621,85702,44051,20184,13874,9120,5292,2303, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,137,109,3,0, 
 收到的其他与经营活动有关的现金(万元),4368,1421,1299,3575,1656,6199,1339,962,465,516,9,257, 
 经营活动现金流入小计(万元),104280,148734,138349,126382,112277,91901,45390,21147,14476,9745,5304,2559, 
 购买商品、接受劳务支付的现金(万元),4986,4593,4089,3123,3305,5467,3682,2923,1551,1022,601,581, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 支付给职工以及为职工支付的现金(万元),13994,11654,10478,9730,7833,5845,4016,1913,1168,663,503,482, 
 支付的各项税费(万元),7542,11275,12366,11001,10755,11315,6652,2643,1743,1055,462,129, 
 支付的其他与经营活动有关的现金(万元),61250,93848,90160,79428,69698,58138,22022,4967,3623,2768,2115,827, 
 经营活动现金流出小计(万元),87771,121370,117093,103281,91592,80765,36372,12446,8085,5508,3681,2019, 
 经营活动产生的现金流量净额(万元),16508,27364,21255,23101,20685,11136,9019,8701,6391,4237,1623,541, 
 收回投资所收到的现金(万元),253100,130273,43000,43400,30000,5000,--,--,--,0,0,--, 
 取得投资收益所收到的现金(万元),5936,4416,1481,1640,1096,870,--,--,--,0,0,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,0,252,1,1736,912,--,--,0,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,126,388,208,377,1620,70,520,850,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 投资活动现金流入小计(万元),259037,134689,44481,45419,31485,7814,1288,1620,70,520,850,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9546,4655,2645,2395,1447,2302,5888,8435,8225,1319,1681,34, 
 投资所支付的现金(万元),253614,138016,129442,52100,40000,10140,5500,--,--,325,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,2000,--,1281,0,0,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,0,0,400, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 投资活动现金流出小计(万元),263160,142671,132087,54495,41447,12442,13388,8435,9506,1644,1681,434, 
 投资活动产生的现金流量净额(万元),-4123,-7982,-87606,-9076,-9962,-4628,-12100,-6815,-9436,-1124,-831,-434, 
 吸收投资收到的现金(万元),--,--,3119,5673,--,--,--,83159,--,1525,1250,1110, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,7750,3600,0,2500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 收到其他与筹资活动有关的现金(万元),--,--,694,--,--,--,--,--,900,421,1278,1590, 
 筹资活动现金流入小计(万元),0,0,3813,5673,0,0,0,83159,8650,5546,2528,5200, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,7750,1100,2500,2500,3000, 
 分配股利、利润或偿付利息所支付的现金(万元),11929,8572,6746,7269,2401,5336,3335,173,212,94,155,149, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 支付其他与筹资活动有关的现金(万元),4386,5273,409,--,--,--,--,--,--,2146,441,1026, 
 筹资活动现金流出小计(万元),16315,13845,7155,7269,2401,5336,3335,7923,1312,4740,3097,4176, 
 筹资活动产生的现金流量净额(万元),-16315,-13845,-3342,-1596,-2401,-5336,-3335,75236,7338,806,-569,1024, 
 汇率变动对现金及现金等价物的影响(万元),331,-388,1448,828,9,-8,--,--,--,0,0,0, 
 现金及现金等价物净增加额(万元),-3599,5149,-68244,13257,8331,1165,-6416,77122,4294,3919,223,1131, 
 加:期初现金及现金等价物余额(万元),40119,34970,103215,89958,81627,80462,86878,9756,5462,1544,1320,189, 
 期末现金及现金等价物余额(万元),36520,40119,34970,103215,89958,81627,80462,86878,9756,5462,1544,1320, 
 净利润(万元),13406,26034,25487,20942,19528,10957,16024,10426,5750,3536,1642,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 资产减值准备(万元),-319,-134,527,2724,-563,290,627,40,-5,64,20,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2629,2428,2166,1878,1817,963,361,249,208,183,172,--, 
 无形资产摊销(万元),46,46,46,45,44,219,459,354,328,346,423,--, 
 长期待摊费用摊销(万元),14,17,13,--,--,--,--,35,146,46,0,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,11,-6,0,-771,--,--,2,0,0,--, 
 固定资产报废损失(万元),7,6,--,13,1,98,--,--,--,0,0,--, 
 公允价值变动损失(万元),--,--,-0,--,--,--,--,--,--,0,0,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 财务费用(万元),61,28,--,--,--,--,--,-1572,10,94,155,--, 
 投资损失(万元),-4546,-4248,-3171,-1800,-1344,-604,248,168,79,20,0,--, 
 递延所得税资产减少(万元),1522,252,-674,-1077,-693,-1101,-1168,-6,26,-27,-7,--, 
 递延所得税负债增加(万元),154,98,--,-613,--,--,--,--,--,0,0,--, 
 存货的减少(万元),-603,-456,-807,446,526,-1050,-1412,-24,-609,-61,-48,--, 
 经营性应收项目的减少(万元),13075,4770,-6989,-2617,-5498,-6317,-16677,-2638,-194,-801,-408,--, 
 经营性应付项目的增加(万元),-9002,-2020,3695,3166,9433,8452,10557,1668,649,837,-326,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 其他(万元),64,543,952,--,-2565,--,--,--,--,0,0,--, 
 经营活动产生现金流量净额(万元),16508,27364,21255,23101,20685,11136,9019,8701,6391,4237,1623,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 现金的期末余额(万元),36520,40119,34970,103215,89958,81627,80462,86878,9756,5462,1544,1320, 
 现金的期初余额(万元),40119,34970,103215,89958,81627,80462,86878,9756,5462,1544,1320,189, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 现金及现金等价物的净增加额(万元),-3599,5149,-68244,13257,8331,1165,-6416,77122,4294,3919,223,1131, 

