 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),2924339,2459425,764488,462721,785962,584211,645103,806230,558791,454384,687731, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,--,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,--,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,--,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,--,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,--,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,--,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,--,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,--,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,--,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,--,0, 
 收到的税费返还(万元),--,--,--,--,--,--,287,--,0,1107,4966, 
 收到的其他与经营活动有关的现金(万元),113628,65482,42466,48870,11959,7452,11476,5315,6970,11798,5122, 
 经营活动现金流入小计(万元),3037968,2524906,806953,511592,797921,591663,656866,811544,565761,467288,697819, 
 购买商品、接受劳务支付的现金(万元),1383863,1173623,327094,188783,237222,277209,323768,493707,410193,273713,211584, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,--,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,--,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,--,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,--,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,--,0, 
 支付给职工以及为职工支付的现金(万元),205834,177019,80788,63992,69188,63543,56969,67715,47282,37990,42435, 
 支付的各项税费(万元),387681,204013,67911,90909,109280,92248,96655,134281,87579,80662,232864, 
 支付的其他与经营活动有关的现金(万元),117136,127370,39678,32030,18726,21492,18858,13027,14647,21570,9504, 
 经营活动现金流出小计(万元),2094514,1682025,515471,375715,434416,454492,496249,708730,559701,413935,496386, 
 经营活动产生的现金流量净额(万元),943453,842881,291483,135877,363505,137171,160617,102815,6060,53354,201433, 
 收回投资所收到的现金(万元),607682,200281,333593,1222331,466836,498041,700509,716038,531873,1485526,1309297, 
 取得投资收益所收到的现金(万元),20716,9333,27086,25087,29230,43001,15717,5780,7725,7784,9496, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4363,2699,2930,1252,7323,326,82,252,181,956,533, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,0,81437,18683,--,--,9535,--,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,16371,3420,--,3875,--,4200,658,1928, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,0,--,0, 
 投资活动现金流入小计(万元),632760,212313,363609,1265041,588247,560051,720183,722070,553513,1494924,1321253, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),280737,106648,85426,59298,60157,59371,42622,73308,124782,67996,116239, 
 投资所支付的现金(万元),485221,483429,141619,1212285,922900,434500,944246,707470,415325,1354736,1626789, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,0,--,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,2810466,9,--,484677,--,--,27860,--,0, 
 支付的其他与投资活动有关的现金(万元),106521,33160,90896,10000,13116,12539,--,--,5200,11180,12934, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,0,--,0, 
 投资活动现金流出小计(万元),872479,623236,3128408,1281592,996172,991087,986868,780778,573168,1433912,1755963, 
 投资活动产生的现金流量净额(万元),-239719,-410923,-2764799,-16551,-407926,-431035,-266686,-58708,-19655,61012,-434710, 
 吸收投资收到的现金(万元),--,1785863,--,--,--,--,57000,--,18048,1000,3500, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,18048,1000,3500, 
 取得借款收到的现金(万元),857193,1056051,2942921,728955,532640,580011,252500,325068,166165,71568,20300, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,0,--,0, 
 收到其他与筹资活动有关的现金(万元),301397,148520,302728,148257,99209,35273,--,--,0,--,0, 
 筹资活动现金流入小计(万元),1158590,2990433,3245649,877212,631849,615284,309500,325068,184213,72568,23800, 
 偿还债务支付的现金(万元),999966,1103895,518664,428542,62882,66000,287928,168305,119940,66244,12500, 
 分配股利、利润或偿付利息所支付的现金(万元),264613,214731,110837,133335,97426,85473,45869,207084,49007,93027,91420, 
 其中：子公司支付给少数股东的股利、利润(万元),--,34752,16157,--,--,--,507,6681,5030,13053,13079, 
 支付其他与筹资活动有关的现金(万元),278656,934604,217079,107915,42616,135319,1185,--,0,--,0, 
 筹资活动现金流出小计(万元),1543235,2253230,846580,669792,202924,286792,334982,375389,168948,159270,103920, 
 筹资活动产生的现金流量净额(万元),-384645,737204,2399069,207420,428925,328493,-25482,-50322,15265,-86702,-80120, 
 汇率变动对现金及现金等价物的影响(万元),26839,-33041,18052,8912,-2404,-534,-5,190,-200,49,-177, 
 现金及现金等价物净增加额(万元),345928,1136121,-56195,335658,382100,34095,-131556,-6025,1470,27713,-313574, 
 加:期初现金及现金等价物余额(万元),1978142,842021,898216,562558,180458,146364,277920,283945,282475,254762,568336, 
 期末现金及现金等价物余额(万元),2324070,1978142,842021,898216,562558,180458,146364,277920,283945,282475,254762, 
 净利润(万元),515004,359562,101924,70311,180020,108491,101638,--,105683,52639,184881, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,0,--,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,0,--,0, 
 资产减值准备(万元),6658,5660,35186,23044,10556,8770,2785,--,-51,-903,2030, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),261479,290920,84967,55843,61235,37189,34592,--,25969,24308,22292, 
 无形资产摊销(万元),132767,172144,31044,18652,19718,6557,5446,--,3914,3641,3584, 
 长期待摊费用摊销(万元),1895,1534,1216,1117,1312,1408,1067,--,57,1443,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,0,--,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,0,--,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),3112,1749,-577,3804,2939,428,74,--,19,1386,-233, 
 固定资产报废损失(万元),--,--,--,--,--,--,2705,--,0,--,1104, 
 公允价值变动损失(万元),-12241,47177,-4642,277,-89,-827,74,--,456,-834,3591, 
