 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),83206,63578,57431,36388,30550,21282, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),82,119,39,16,--,--, 
 收到的其他与经营活动有关的现金(万元),3470,3236,1201,852,15060,10711, 
 经营活动现金流入小计(万元),86759,66933,58671,37256,45610,31993, 
 购买商品、接受劳务支付的现金(万元),47106,38390,26824,16114,12246,11687, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),24639,21136,17968,11202,6722,7028, 
 支付的各项税费(万元),3777,3289,3100,1327,1470,1483, 
 支付的其他与经营活动有关的现金(万元),5155,3498,3513,4087,16619,11869, 
 经营活动现金流出小计(万元),80677,66313,51406,32730,37057,32067, 
 经营活动产生的现金流量净额(万元),6081,620,7265,4526,8553,-74, 
 收回投资所收到的现金(万元),33800,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),286,--,--,0,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),83,574,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,9,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,310,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),34168,574,0,310,9,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),22226,10101,7405,6921,4167,5819, 
 投资所支付的现金(万元),27800,10000,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),157,--,--,186,5,170, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),50183,20101,7405,7106,4172,5989, 
 投资活动产生的现金流量净额(万元),-16014,-19527,-7405,-6796,-4164,-5989, 
 吸收投资收到的现金(万元),--,28912,--,1729,--,3892, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,10, 
 取得借款收到的现金(万元),27344,20386,24443,7958,4000,6000, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),3142,6180,2198,2759,1500,--, 
 筹资活动现金流入小计(万元),30486,55478,26642,12445,5500,9892, 
 偿还债务支付的现金(万元),16813,24856,16563,5524,6000,4000, 
 分配股利、利润或偿付利息所支付的现金(万元),3731,878,5404,200,311,354, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),653,8342,3916,4425,3281,--, 
 筹资活动现金流出小计(万元),21197,34076,25883,10149,9593,4354, 
 筹资活动产生的现金流量净额(万元),9289,21402,759,2297,-4093,5538, 
 汇率变动对现金及现金等价物的影响(万元),93,24,35,-0,-0,-0, 
 现金及现金等价物净增加额(万元),-550,2519,654,26,297,-525, 
 加:期初现金及现金等价物余额(万元),3624,1105,451,425,129,653, 
 期末现金及现金等价物余额(万元),3074,3624,1105,451,425,129, 
 净利润(万元),6899,6562,6044,6215,4325,--, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),1192,191,204,370,304,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),5328,4473,3842,3007,2181,--, 
 无形资产摊销(万元),93,93,89,95,60,--, 
 长期待摊费用摊销(万元),435,249,176,143,91,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-47,-428,7,-0,--,--, 
 固定资产报废损失(万元),26,1,--,--,--,--, 
 公允价值变动损失(万元),--,-16,17,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),968,651,454,-72,303,--, 
 投资损失(万元),-286,16,131,7,-21,--, 
 递延所得税资产减少(万元),-405,21,74,-142,-83,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),-3611,-5628,-3172,-4371,-1032,--, 
 经营性应收项目的减少(万元),-2193,-18780,559,-10073,-291,--, 
 经营性应付项目的增加(万元),-2319,13216,-1159,8795,2717,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,552,--,--, 
 经营活动产生现金流量净额(万元),6081,620,7265,4526,8553,--, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),3074,3624,1105,451,425,129, 
 现金的期初余额(万元),3624,1105,451,425,129,653, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-550,2519,654,26,297,-525, 

