 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),399986,300893,203824,167320,143444,116857,97188,84537, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3,--,0,--,1,--,--,--, 
 收到的其他与经营活动有关的现金(万元),11793,4819,6106,6397,4327,4693,5209,3227, 
 经营活动现金流入小计(万元),411782,305713,209931,173717,147771,121550,102398,87764, 
 购买商品、接受劳务支付的现金(万元),245335,176245,105346,80820,74980,65141,56433,55023, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),56696,41930,36137,27032,20278,14017,11313,8931, 
 支付的各项税费(万元),34715,26377,20666,15888,11343,10028,8101,6767, 
 支付的其他与经营活动有关的现金(万元),48364,38819,42029,28556,28513,17220,15243,11058, 
 经营活动现金流出小计(万元),385109,283370,204178,152295,135114,106406,91090,81780, 
 经营活动产生的现金流量净额(万元),26673,22342,5752,21421,12657,15144,11308,5985, 
 收回投资所收到的现金(万元),52250,17000,1000,--,--,--,--,1000, 
 取得投资收益所收到的现金(万元),226,163,4,--,--,--,--,1, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19,34,41,36,22,66,51,39, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),52495,17197,1045,36,22,66,51,1040, 
