 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),43661,36240,17537,7828,4590, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1068,882,428,952,0, 
 经营活动现金流入小计(万元),44729,37121,17965,8780,4590, 
 购买商品、接受劳务支付的现金(万元),6541,4151,1944,984,372, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),17953,12382,7225,3065,1522, 
 支付的各项税费(万元),4794,3345,1675,958,85, 
 支付的其他与经营活动有关的现金(万元),10092,6038,4114,2517,1949, 
 经营活动现金流出小计(万元),39380,25917,14958,7525,3928, 
 经营活动产生的现金流量净额(万元),5349,11204,3007,1255,662, 
 收回投资所收到的现金(万元),76256,65891,106020,350,765, 
 取得投资收益所收到的现金(万元),465,291,299,42,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),76721,66182,106318,392,768, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20518,1591,612,692,333, 
 投资所支付的现金(万元),76766,72030,103163,10950,700, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),97284,73621,103775,11642,1033, 
 投资活动产生的现金流量净额(万元),-20563,-7439,2544,-11250,-265, 
 吸收投资收到的现金(万元),--,--,--,10400,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),9600,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--, 
 筹资活动现金流入小计(万元),9600,0,0,10400,0, 
 偿还债务支付的现金(万元),240,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),2250,600,600,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),115,219,--,--,--, 
 筹资活动现金流出小计(万元),2605,819,600,0,0, 
 筹资活动产生的现金流量净额(万元),6995,-819,-600,10400,0, 
 汇率变动对现金及现金等价物的影响(万元),240,-188,123,11,--, 
 现金及现金等价物净增加额(万元),-7979,2758,5074,417,397, 
 加:期初现金及现金等价物余额(万元),8662,5903,830,413,17, 
 期末现金及现金等价物余额(万元),683,8662,5903,830,413, 
 净利润(万元),9572,8624,3516,1935,1634, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),227,31,385,78,28, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),543,330,214,116,50, 
 无形资产摊销(万元),93,79,17,--,--, 
 长期待摊费用摊销(万元),195,239,144,121,110, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,3,5,--,--, 
 固定资产报废损失(万元),0,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),-159,188,-123,-11,--, 
 投资损失(万元),-465,-291,-299,-42,-3, 
 递延所得税资产减少(万元),-41,-90,-32,-43,-11, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),194,-263,-1,-7,--, 
 经营性应收项目的减少(万元),-5781,-1272,-3130,-1959,-1485, 
 经营性应付项目的增加(万元),969,3626,2311,1067,340, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,--,--, 
 经营活动产生现金流量净额(万元),5349,11204,3007,1255,662, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),683,8662,5903,830,413, 
 现金的期初余额(万元),8662,5903,830,413,17, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-7979,2758,5074,417,397, 

