 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),974436,983176,596796,519419,508111,441349,403129,353141,311171,192461,176337,149845,83896,57957, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到的税费返还(万元),63435,26110,18143,24266,20601,17296,14014,13066,8489,5443,8221,5161,3829,1441, 
 收到的其他与经营活动有关的现金(万元),18046,14592,15391,9503,6965,6968,11769,7386,13584,4611,12881,3193,1168,523, 
 经营活动现金流入小计(万元),1055917,1023878,630329,553188,535677,465613,428912,373592,333244,202516,197439,158199,88893,59921, 
 购买商品、接受劳务支付的现金(万元),596194,499666,313409,293720,259206,223577,242682,238486,210776,107030,121860,101068,57629,40192, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),202035,161016,124133,104040,94180,85450,74235,63357,49170,37886,39801,24281,14514,11053, 
 支付的各项税费(万元),67991,74294,54881,46054,42654,43778,33849,27796,23067,15829,14623,9886,6056,4407, 
 支付的其他与经营活动有关的现金(万元),110041,91546,58276,55494,43805,46512,36566,32803,28091,31240,20578,20086,9917,6943, 
 经营活动现金流出小计(万元),976261,826522,550699,499307,439845,399317,387331,362441,311105,191985,196862,155321,88116,62595, 
 经营活动产生的现金流量净额(万元),79656,197356,79630,53881,95832,66296,41581,11151,22139,10532,578,2878,777,-2675, 
 收回投资所收到的现金(万元),18725,--,1909,4541,12981,80,--,5197,56,0,0,0,0,371, 
