 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),215569,236620,237023,252825,258885, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3385,3635,11931,4757,3292, 
 经营活动现金流入小计(万元),218954,240255,248954,257582,262177, 
 购买商品、接受劳务支付的现金(万元),74504,108048,94310,96856,109068, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),46631,46712,55109,57081,49372, 
 支付的各项税费(万元),23094,23316,30682,29306,26876, 
 支付的其他与经营活动有关的现金(万元),46420,44708,37151,33928,42217, 
 经营活动现金流出小计(万元),190648,222783,217251,217171,227532, 
 经营活动产生的现金流量净额(万元),28306,17471,31703,40411,34644, 
 收回投资所收到的现金(万元),--,--,--,44309,7000, 
 取得投资收益所收到的现金(万元),259,--,61,2510,1168, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),274,1130,718,660,79, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,18831,48450,14919, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),533,1130,19610,95929,23166, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),31029,14466,13305,22478,9652, 
 投资所支付的现金(万元),1499,--,--,22500,22000, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),2596,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),23000,--,18000,47700,10000, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),58124,14466,31305,92678,41652, 
 投资活动产生的现金流量净额(万元),-57591,-13335,-11696,3251,-18486, 
 吸收投资收到的现金(万元),48875,--,--,882,3000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,882,--, 
 取得借款收到的现金(万元),20700,24900,62000,101930,66200, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,30000,5000,20000, 
 筹资活动现金流入小计(万元),69575,24900,92000,107812,89200, 
 偿还债务支付的现金(万元),30238,39443,95395,84615,105350, 
 分配股利、利润或偿付利息所支付的现金(万元),7608,4474,12386,10436,9304, 
 其中：子公司支付给少数股东的股利、利润(万元),5,--,1094,9,--, 
 支付其他与筹资活动有关的现金(万元),--,15692,14308,25000,424, 
 筹资活动现金流出小计(万元),37846,59610,122089,120051,115078, 
 筹资活动产生的现金流量净额(万元),31729,-34710,-30089,-12239,-25878, 
 汇率变动对现金及现金等价物的影响(万元),6,-87,-9,-0,--, 
 现金及现金等价物净增加额(万元),2450,-30661,-10091,31423,-9719, 
 加:期初现金及现金等价物余额(万元),22854,52312,62403,30980,40699, 
 期末现金及现金等价物余额(万元),25304,21652,52312,62403,30980, 
 净利润(万元),17308,17993,14425,20715,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),2240,82,1846,707,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),18616,18898,17741,16370,--, 
 无形资产摊销(万元),2097,1874,1673,1753,--, 
 长期待摊费用摊销(万元),20,30,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-145,-484,244,-167,--, 
 固定资产报废损失(万元),552,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),2536,3124,6134,3932,--, 
 投资损失(万元),-259,--,-476,191,--, 
 递延所得税资产减少(万元),1620,-795,28,179,--, 
 递延所得税负债增加(万元),-403,-145,-163,-163,--, 
 存货的减少(万元),-1894,-6302,7020,484,--, 
 经营性应收项目的减少(万元),-11986,-14457,-5200,-1996,--, 
 经营性应付项目的增加(万元),-1991,-2392,-11294,-1186,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),-3,46,-275,-407,--, 
