 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),8510249,5496122,3294573,2418879,2071191,1778566,1521583,1119362,69,67,51,779,8253, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),453,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3580269,1568174,467044,296072,378247,260034,258808,122472,1346,109,56,207,3261, 
 经营活动现金流入小计(万元),12090971,7064296,3761616,2714951,2449438,2038601,1780391,1241834,1416,175,107,986,11513, 
 购买商品、接受劳务支付的现金(万元),6706265,5442378,2176083,1916220,2455704,1874404,1328797,1260717,2,--,--,325,6048, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),400932,221785,158543,137719,113940,88074,71308,54886,160,183,148,255,597, 
 支付的各项税费(万元),707462,356248,265745,245775,242098,203063,193845,138963,345,1497,2353,491,2580, 
 支付的其他与经营活动有关的现金(万元),4143401,1892440,536832,374010,476173,324860,217698,122773,373,566,206,480,2587, 
 经营活动现金流出小计(万元),11958060,7912850,3137204,2673724,3287915,2490401,1811647,1577340,879,2246,2706,1551,11811, 
 经营活动产生的现金流量净额(万元),132911,-848555,624412,41227,-838476,-451801,-31256,-335505,536,-2071,-2599,-565,-298, 
 收回投资所收到的现金(万元),32503,48684,--,5990,55970,9669,44960,99,12560,16836,574,20291,3700, 
 取得投资收益所收到的现金(万元),5372,427,554,717,446,1190,1169,1747,837,3632,403,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),112,128,816,12,171,259,40,573,1890,--,22,2,--, 
 处置子公司及其他营业单位收到的现金净额(万元),127220,38191,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),16009,1110,--,--,--,--,--,--,60,--,741,2,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),181217,88539,1369,6719,56587,11118,46169,2419,15347,20468,1740,20294,3700, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),27715,52971,167875,32668,10481,7777,11863,4577,2,142,322,1026,71, 
 投资所支付的现金(万元),402570,422676,109065,30000,80992,61500,26895,5552,15000,--,--,17641,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),203512,240226,63461,40574,33203,14286,5187,-316,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),347536,362901,226067,--,--,2869,--,--,--,--,155,1312,1124, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),981332,1078774,566468,103241,124675,86433,43945,9813,15002,142,477,19979,1195, 
 投资活动产生的现金流量净额(万元),-800115,-990235,-565099,-96522,-68088,-75315,2224,-7394,345,20326,1263,315,2505, 
 吸收投资收到的现金(万元),937010,75728,453403,84575,285960,92964,82443,21470,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),937010,75728,6495,22740,68580,92964,82443,21470,--,--,--,--,--, 
 取得借款收到的现金(万元),5764122,4419661,3109695,1779710,2327412,2000058,1063490,499700,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,533010,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),700,11894,405044,764927,555887,605427,667069,480554,--,--,433,240,599, 
 筹资活动现金流入小计(万元),6701833,4507283,3968142,3162222,3169259,2698450,1813002,1001724,0,--,433,240,599, 
 偿还债务支付的现金(万元),4188829,1854270,2553080,1831608,1196549,1302364,421139,371936,--,--,--,--,459, 
 分配股利、利润或偿付利息所支付的现金(万元),699066,497445,347767,355481,267453,188917,159569,101388,--,--,--,--,63, 
 其中：子公司支付给少数股东的股利、利润(万元),32685,18483,21471,8574,2318,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),16464,224589,197440,703636,689446,857803,924955,329111,--,--,--,--,147, 
 筹资活动现金流出小计(万元),4904358,2576304,3098287,2890724,2153449,2349084,1505663,802435,0,--,--,--,669, 
 筹资活动产生的现金流量净额(万元),1797474,1930979,869855,271498,1015811,349366,307339,199289,0,--,433,240,-69, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),1130270,92190,929168,216202,109247,-177750,278308,-143611,882,18255,-903,-10,2137, 
 加:期初现金及现金等价物余额(万元),1818088,1725899,796730,580528,471281,649031,370723,514334,21815,3559,4463,4472,2335, 
 期末现金及现金等价物余额(万元),2948358,1818088,1725899,796730,580528,471281,649031,370723,22696,21815,3559,4463,4472, 
 净利润(万元),402050,228540,179035,123365,86304,94628,124799,106248,2385,1663,823,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),3514,-5553,-348,48066,76950,2480,588,-323,-1420,1685,273,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),20170,19088,21134,15385,5639,3899,3271,2962,194,225,209,--,--, 
 无形资产摊销(万元),857,692,734,601,565,421,265,160,--,--,--,--,--, 
 长期待摊费用摊销(万元),2746,1396,2666,1189,901,619,545,179,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
