 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),1073800,480764,281979,145187,39310,29307,23378,38757,28580,29553,31969, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2904,787,2305,1384,568,--,772,1381,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5781,2379,858,669,1118,1598,972,1411,3663,1493,928, 
 经营活动现金流入小计(万元),1082485,483930,285142,147240,40996,30906,25123,41549,32243,31046,32897, 
 购买商品、接受劳务支付的现金(万元),1057231,487006,258040,151155,33237,21721,29473,28470,18248,21641,27460, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10562,5485,2767,2680,1661,2006,1926,1324,1434,1434,1139, 
 支付的各项税费(万元),22178,8589,3743,3195,1237,2193,3507,1964,2958,2852,1929, 
 支付的其他与经营活动有关的现金(万元),15226,8302,3515,5567,3043,2846,2610,5043,4362,2874,3109, 
 经营活动现金流出小计(万元),1105196,509383,268066,162597,39178,28766,37515,36801,27002,28800,33637, 
 经营活动产生的现金流量净额(万元),-22711,-25453,17077,-15357,1819,2140,-12393,4748,5242,2246,-740, 
 收回投资所收到的现金(万元),108964,133799,234499,10000,77999,32500,--,--,446,--,3000, 
 取得投资收益所收到的现金(万元),673,1095,917,109,398,231,9,210,--,--,6, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),25,886,8,3,14,68,--,0,5,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,0,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),473,--,--,--,795,--,--,--,1350,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),110135,135780,235424,10111,79206,32799,9,211,1800,0,3006, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9922,1677,1005,526,1364,2395,6400,6862,5476,585,376, 
 投资所支付的现金(万元),139869,130234,256499,10000,72299,41000,700,420,--,--,3000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,48716,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),149791,180627,257504,10526,73664,43395,7100,7282,5476,585,3376, 
 投资活动产生的现金流量净额(万元),-39656,-44847,-22080,-415,5542,-10596,-7091,-7072,-3675,-585,-370, 
 吸收投资收到的现金(万元),10185,79500,47963,1200,--,--,45619,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),10185,--,105,1200,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),35533,9930,2899,18500,--,1000,6800,5000,6201,2400,4100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),67888,7165,10851,989,--,--,1082,--,430,--,--, 
 筹资活动现金流入小计(万元),113606,96594,61713,20689,0,1000,53501,5000,6631,2400,4100, 
 偿还债务支付的现金(万元),13649,1399,10000,10000,--,1000,9800,4000,4201,4000,3200, 
