 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),1710440,1741932,1662802,1613970,1463037,1159339,714588,406999,491677,398442,366183, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),127,2445,1550,4629,6617,5457,4233,2564,2466,166,1046, 
 收到的其他与经营活动有关的现金(万元),4535,9551,14523,12353,16897,2649,4764,2235,4723,6429,2417, 
 经营活动现金流入小计(万元),1715102,1753929,1678875,1630952,1486551,1167444,723584,411799,498866,405037,369646, 
 购买商品、接受劳务支付的现金(万元),1350856,1394191,1330561,1344280,1250333,994602,615101,418024,385082,318399,304082, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),126342,116051,115247,111064,110404,101326,71189,49547,38414,24499,26630, 
 支付的各项税费(万元),44547,48832,54674,36273,52704,28758,24524,14396,13557,12924,12228, 
 支付的其他与经营活动有关的现金(万元),52497,55923,47555,39629,43283,63625,36813,42489,36085,30308,22434, 
 经营活动现金流出小计(万元),1574242,1614998,1548038,1531246,1456723,1188311,747627,524455,473138,386130,365373, 
 经营活动产生的现金流量净额(万元),140860,138930,130837,99705,29827,-20866,-24043,-112656,25729,18907,4272, 
 收回投资所收到的现金(万元),8847,139800,206790,--,--,--,254,--,--,20,--, 
 取得投资收益所收到的现金(万元),3521,5890,4612,657,515,6517,--,312,336,12,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2055,350,3558,2001,1455,1383,169,223,25,209,123, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,599,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2156,2446,1703,2034,45029,2317,1207,612,215,133,178, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),16580,148485,216662,5291,46999,10217,1630,1147,576,374,301, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),26674,16510,9096,8257,31522,27100,14322,11929,12557,15060,24334, 
 投资所支付的现金(万元),95496,153862,366239,25351,768,61745,42374,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),2105,1735,--,109255,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,1042,4755,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),124275,172106,375335,143905,37045,88845,56696,11929,12557,15060,24334, 
 投资活动产生的现金流量净额(万元),-107695,-23621,-158673,-138613,9955,-78629,-55066,-10782,-11981,-14687,-24034, 
 吸收投资收到的现金(万元),21160,140,49780,54810,--,--,--,220000,--,20923,19920, 
 其中：子公司吸收少数股东投资收到的现金(万元),21160,140,49780,54810,--,--,--,--,--,19,--, 
 取得借款收到的现金(万元),370715,335017,271041,261141,217188,272190,129302,82368,58800,26200,23200, 
 发行债券收到的现金(万元),129607,119565,119640,69559,--,--,89800,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),64336,16719,52255,19945,34000,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),585817,471442,492716,405455,251188,272190,219102,302368,58800,47123,43120, 
 偿还债务支付的现金(万元),425908,596591,317019,226071,204443,200308,48563,97850,32200,21200,17000, 
 分配股利、利润或偿付利息所支付的现金(万元),66173,44932,35717,29427,24473,28634,14630,3882,1737,1568,3150, 
 其中：子公司支付给少数股东的股利、利润(万元),2307,8309,6680,881,1623,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),83029,75670,28974,5243,9654,19386,14705,17510,8071,5625,1779, 
 筹资活动现金流出小计(万元),575110,717193,381710,260740,238570,248327,77897,119242,42008,28393,21929, 
 筹资活动产生的现金流量净额(万元),10708,-245752,111006,144715,12619,23863,141205,183126,16792,18730,21191, 
 汇率变动对现金及现金等价物的影响(万元),11716,-6706,2965,-5192,262,2424,-160,-97,-3,-50,-174, 
 现金及现金等价物净增加额(万元),55588,-137148,86135,100615,52662,-73208,61936,59591,30537,22901,1255, 
 加:期初现金及现金等价物余额(万元),232210,369358,283223,182608,129946,203154,141218,81627,51090,28190,26935, 
 期末现金及现金等价物余额(万元),287798,232210,369358,283223,182608,129946,203154,141218,81627,51090,28190, 
 净利润(万元),73861,59155,46897,34447,37927,28251,47564,33710,30642,29125,19784, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),20489,2923,28283,40476,36407,21090,17619,14032,7849,6249,3025, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),12317,10792,9234,9477,8058,5979,4832,3819,3126,2666,1639, 
 无形资产摊销(万元),4729,4676,4669,3145,3363,3405,2007,672,676,385,299, 
 长期待摊费用摊销(万元),1129,340,260,684,720,649,241,87,24,--,229, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),166,590,1167,-78,-36,-152,153,-12,82,51,18, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,286,--,--,-273,-79,79,34, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),26656,24087,23400,18188,13824,13865,5121,4445,2635,2386,1944, 
 投资损失(万元),-5561,-6116,-4596,-619,4893,-8263,19,-312,-336,-12,--, 
