 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),-1314268,-46072,158562,-3218,38806,-38107, 
 收取利息、手续费及佣金的现金(万元),109464,102916,104121,151852,66402,55467, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),528767,--,--,-264285,-171980,-46637, 
 收到的税费返还(万元),--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),-26882,152789,-27846,-61063,194712,58066, 
 经营活动现金流入小计(万元),-652688,228139,311684,-9030,287281,35940, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),24491,9339,9909,19235,7087,13159, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),34068,34814,34158,31008,22757,22998, 
 支付的各项税费(万元),16266,12803,19401,48909,9669,3332, 
 支付的其他与经营活动有关的现金(万元),22444,16078,22323,16922,13855,17207, 
 经营活动现金流出小计(万元),128305,376613,186500,132261,199923,119163, 
 经营活动产生的现金流量净额(万元),-780993,-148474,125184,-141292,87358,-83224, 
 收回投资所收到的现金(万元),181,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),8099,1,28,124,12,10, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),8280,1,28,124,12,10, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5512,4080,4504,3425,2490,2688, 
 投资所支付的现金(万元),--,80,270,3000,--,5586, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),3324,5,1,--,--,5, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8835,4165,4776,6425,2490,8278, 
 投资活动产生的现金流量净额(万元),-555,-4164,-4748,-6301,-2479,-8268, 
 吸收投资收到的现金(万元),500,10000,1500,454368,--,200000, 
 其中：子公司吸收少数股东投资收到的现金(万元),500,10000,1500,--,--,--, 
 取得借款收到的现金(万元),659300,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,140000,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),659800,10000,1500,594368,0,200000, 
 偿还债务支付的现金(万元),--,--,80000,60000,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),5249,58849,65264,30865,15456,30485, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,53, 
 筹资活动现金流出小计(万元),5249,58849,145264,90865,15456,30538, 
 筹资活动产生的现金流量净额(万元),654551,-48849,-143764,503503,-15456,169462, 
 汇率变动对现金及现金等价物的影响(万元),144,-172,225,191,-61,-73, 
 现金及现金等价物净增加额(万元),-126854,-201660,-23102,356101,69363,77898, 
 加:期初现金及现金等价物余额(万元),523339,724999,748101,388053,318690,240792, 
 期末现金及现金等价物余额(万元),396485,523339,724999,744155,388053,318690, 
 净利润(万元),39199,36799,33853,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),9049,2924,-296,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1943,1869,1844,--,--,--, 
 无形资产摊销(万元),1621,1425,1265,--,--,--, 
 长期待摊费用摊销(万元),565,614,613,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-3905,6,--,--,--,--, 
 固定资产报废损失(万元),--,--,32,--,--,--, 
 公允价值变动损失(万元),-10403,-3162,1333,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),18227,42,2214,--,--,--, 
 投资损失(万元),-42,104,107,--,--,--, 
 递延所得税资产减少(万元),-2279,-934,-223,--,--,--, 
 递延所得税负债增加(万元),3624,152,-1274,--,--,--, 
 存货的减少(万元),--,--,--,--,--,--, 
 经营性应收项目的减少(万元),-78612,-41203,86038,--,--,--, 
 经营性应付项目的增加(万元),592486,-92561,-163385,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
