 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),246415,230208,209876,217650,216248,158883,105512, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),96,57,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),8913,11262,14222,8579,4039,6796,8406, 
 经营活动现金流入小计(万元),255424,241526,224099,226229,220287,165678,113918, 
 购买商品、接受劳务支付的现金(万元),70877,67465,58854,68241,55973,49721,32219, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),34431,30988,27843,26280,25724,17592,13415, 
 支付的各项税费(万元),40920,41888,45564,37084,39070,23323,19471, 
 支付的其他与经营活动有关的现金(万元),50730,45051,43568,40449,43981,34916,29832, 
 经营活动现金流出小计(万元),196959,185392,175828,172055,164747,125552,94938, 
 经营活动产生的现金流量净额(万元),58465,56134,48270,54174,55540,40126,18980, 
 收回投资所收到的现金(万元),90000,--,6792,20334,38537,503,--, 
 取得投资收益所收到的现金(万元),1569,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),31,4,61,3,1,34,20, 
