 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),164854,140103,206832,168567,175335,152386,124765,115973,90944,75107,95453,44673, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),5966,7715,10722,8402,9388,7497,6904,5420,3818,2709,4506,2140, 
 收到的其他与经营活动有关的现金(万元),6229,8219,13444,13059,12175,3905,6411,6115,5271,7133,14771,838, 
 经营活动现金流入小计(万元),177048,156037,230999,190027,196899,163789,138080,127508,100034,84949,114730,47651, 
 购买商品、接受劳务支付的现金(万元),125553,102649,148795,133635,168293,99307,93153,90891,62177,34157,75913,36437, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),25955,26265,28905,31585,28273,24417,22403,17273,12442,10561,7676,4390, 
 支付的各项税费(万元),6255,9353,10006,7637,7074,7979,4843,9387,6842,6429,1662,640, 
 支付的其他与经营活动有关的现金(万元),15801,14634,19659,13047,20105,20291,11402,9372,10751,10259,14617,6360, 
 经营活动现金流出小计(万元),173564,152900,207364,185904,223745,151994,131801,126923,92211,61405,99868,47827, 
 经营活动产生的现金流量净额(万元),3484,3137,23634,4123,-26846,11795,6280,585,7822,23544,14862,-176, 
 收回投资所收到的现金(万元),65281,124026,175487,126181,--,--,--,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),220,936,1175,429,298,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),726,779,21,17,54,41,9,31,14,31,6,0, 
 处置子公司及其他营业单位收到的现金净额(万元),0,-1014,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),0,746,--,--,--,--,--,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),66227,125473,176683,126627,352,41,9,31,14,31,6,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8726,9671,12813,6856,12773,12340,66188,31466,8564,7030,6695,7468, 
 投资所支付的现金(万元),80913,127376,161344,173379,2000,--,--,--,--,7060,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,0,16383,--,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),5000,--,--,--,--,--,--,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),94639,137047,190540,180236,14773,12340,66188,31466,8564,14090,6695,7468, 
