 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),69328,58213,47253,74963,32266,53975,39013,23616,13238,12692,18864,8527, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与经营活动有关的现金(万元),1370,1443,2538,3966,1699,1434,903,1155,306,100,91,74, 
 经营活动现金流入小计(万元),70698,59657,49791,78928,33965,55409,39916,24771,13545,12792,18955,8601, 
 购买商品、接受劳务支付的现金(万元),40938,42376,18896,37387,25463,29034,27906,10273,4624,8088,9597,1954, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),8425,6635,6429,6856,6770,5887,5160,3588,2508,2351,1888,1818, 
 支付的各项税费(万元),4741,3983,4322,7131,6972,7754,3905,2405,1533,1360,2671,622, 
 支付的其他与经营活动有关的现金(万元),9248,8708,5669,3436,8557,2743,2638,1077,744,731,627,441, 
 经营活动现金流出小计(万元),63352,61702,35316,54810,47763,45417,39609,17344,9409,12529,14782,4835, 
 经营活动产生的现金流量净额(万元),7346,-2045,14475,24119,-13798,9992,307,7427,4136,263,4173,3766, 
 收回投资所收到的现金(万元),106300,92000,36500,32500,27000,--,--,--,--,0,60,0, 
 取得投资收益所收到的现金(万元),1802,1186,699,911,250,--,--,--,--,0,12,9, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,1,0,1,1,1,--,1,0,0,0,28, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),108102,93188,37199,33411,27251,1,0,1,0,0,72,37, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1012,407,249,384,353,838,906,9999,68,77,114,140, 
 投资所支付的现金(万元),94300,92090,47500,23895,42195,--,276,147,--,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,160,--,--,--,--,3819,--,248,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,5,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),95312,92657,47749,24279,42548,838,5001,10151,316,77,114,140, 
 投资活动产生的现金流量净额(万元),12790,531,-10551,9133,-15297,-837,-5001,-10149,-316,-77,-42,-103, 
 吸收投资收到的现金(万元),30,662,--,2575,1854,1545,800,--,53174,0,2323,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,662,--,--,--,--,800,--,--,0,0,0, 
 取得借款收到的现金(万元),740,--,--,--,--,--,--,--,--,0,0,0, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 筹资活动现金流入小计(万元),770,662,0,2575,1854,1545,800,0,53174,0,2323,0, 
 偿还债务支付的现金(万元),322,1350,--,--,--,--,--,--,--,0,0,0, 
 分配股利、利润或偿付利息所支付的现金(万元),2528,5633,5032,4995,2547,1689,1126,1987,--,0,4812,3935, 
 其中：子公司支付给少数股东的股利、利润(万元),--,600,--,--,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,452,200,0,0, 
