 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),1050920,844240,646179,712035,556956,488899,1046,1878,493,1306,2601,13628,18045, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,6,0,0, 
 收到的其他与经营活动有关的现金(万元),34449,20060,9878,3130,8173,2925,319,185,726,1566,4673,2934,5140, 
 经营活动现金流入小计(万元),1085369,864300,656057,715165,565129,491825,1365,2063,1219,2871,7281,16562,23185, 
 购买商品、接受劳务支付的现金(万元),918839,676658,562381,569464,512780,391933,827,1527,19,235,785,10473,10753, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),36223,32281,17767,12932,10898,7103,290,426,308,571,539,601,344, 
 支付的各项税费(万元),26887,21232,36779,36297,26908,11850,284,119,175,183,292,1582,1817, 
 支付的其他与经营活动有关的现金(万元),24170,21882,13591,8209,10986,9554,737,4085,1390,1828,3337,6775,8210, 
 经营活动现金流出小计(万元),1006118,752054,630519,626902,561572,420441,2137,6157,1892,2817,4953,19431,21124, 
 经营活动产生的现金流量净额(万元),79251,112246,25539,88263,3557,71384,-772,-4094,-673,54,2327,-2869,2061, 
 收回投资所收到的现金(万元),--,--,--,--,166,--,--,--,--,--,--,0,0, 
 取得投资收益所收到的现金(万元),350,--,120,400,2012,2598,288,--,1,1,1,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),369,1821,1936,196,254,122,110,4474,5000,--,17,2901,14, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,3600,10511,2151,4807,--,0,--,--,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流入小计(万元),719,1821,5656,11107,4583,7527,398,4474,5001,1,18,2901,14, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),177289,265371,240302,199752,190316,249623,0,4,1,13,55,153,27, 
 投资所支付的现金(万元),--,8139,20589,--,20,26824,--,--,--,--,--,0,10, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),2705,1846,5347,--,--,60,--,--,--,--,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,200,25147,11021,14948,4219,--,--,--,1,--,0,9, 
