 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),37298,32030,21782,19466,18658,24075,15420,15228, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),10522,5213,531,1219,1090,1392,751,1577, 
 经营活动现金流入小计(万元),47820,37242,22313,20685,19748,25467,16171,16805, 
 购买商品、接受劳务支付的现金(万元),23887,15983,7680,10502,11420,11223,6793,7430, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5391,3741,3173,2616,2161,1773,1238,819, 
 支付的各项税费(万元),4354,4085,3323,2779,1414,2697,1969,3100, 
 支付的其他与经营活动有关的现金(万元),12226,5997,3077,2304,2098,2514,1095,1301, 
 经营活动现金流出小计(万元),45857,29805,17252,18201,17094,18207,11094,12650, 
 经营活动产生的现金流量净额(万元),1962,7437,5061,2485,2655,7260,5077,4200, 
 收回投资所收到的现金(万元),17500,47000,46000,9000,--,--,--,--, 
 取得投资收益所收到的现金(万元),233,480,466,187,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,5,1,0,0,2,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,240,85,--,--,2321,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),17733,47720,46556,9188,0,2321,2,2, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13963,4412,6355,7137,1353,2518,2916,4028, 
 投资所支付的现金(万元),4500,49048,41400,24600,--,--,--,255, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),18463,53460,47755,31737,1353,2518,2916,4283, 
 投资活动产生的现金流量净额(万元),-730,-5739,-1199,-22550,-1353,-196,-2914,-4281, 
 吸收投资收到的现金(万元),1840,560,2030,26887,--,--,--,8027, 
 其中：子公司吸收少数股东投资收到的现金(万元),1840,560,--,--,--,--,--,--, 
 取得借款收到的现金(万元),79300,1000,--,4300,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),23148,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),104288,1560,2030,31187,0,0,0,8027, 
 偿还债务支付的现金(万元),45100,--,--,4300,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1952,1170,1918,1398,918,999,606,1600, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),46094,--,8,1330,--,--,--,--, 
 筹资活动现金流出小计(万元),93146,1170,1926,7027,918,999,606,1600, 
 筹资活动产生的现金流量净额(万元),11141,390,104,24160,-918,-999,-606,6427, 
 汇率变动对现金及现金等价物的影响(万元),1364,-800,596,438,27,-62,-20,-16, 
 现金及现金等价物净增加额(万元),13738,1287,4561,4534,410,6004,1537,6330, 
 加:期初现金及现金等价物余额(万元),25158,23871,19310,14776,14366,8362,6825,496, 
 期末现金及现金等价物余额(万元),38896,25158,23871,19310,14776,14366,8362,6825, 
 净利润(万元),14170,9288,6170,5085,5970,6203,5548,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),407,516,530,550,331,257,232,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1967,1863,1004,849,790,538,461,--, 
 无形资产摊销(万元),174,95,95,67,26,23,14,--, 
 长期待摊费用摊销(万元),35,62,0,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
