 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),70385,47451,77774,62892,52961,41779,24153,27191,17200,8381,5697, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,0,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,0,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,0,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,0,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,0,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,0,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,0,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,0,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,0,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,0,--,--,--,--,--,--, 
 收到的税费返还(万元),175,12,--,--,36,--,--,9,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5645,26726,2798,5025,6168,3579,2235,798,1812,618,338, 
 经营活动现金流入小计(万元),76205,74189,80571,67917,59165,45358,26388,27998,19013,8999,6034, 
 购买商品、接受劳务支付的现金(万元),48077,33332,76857,51921,56543,31884,21841,23369,11589,6219,4375, 
 客户贷款及垫款净增加额(万元),--,--,--,--,0,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,0,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,0,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,0,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,0,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4669,5348,4981,4655,4158,2945,1875,1078,495,270,188, 
 支付的各项税费(万元),5794,2150,4340,3282,2814,2592,1385,1664,1200,434,184, 
 支付的其他与经营活动有关的现金(万元),14819,9653,24736,16437,8831,5920,3870,3681,2530,1082,559, 
 经营活动现金流出小计(万元),73359,50482,110914,76294,72345,43341,28971,29792,15814,8005,5306, 
 经营活动产生的现金流量净额(万元),2846,23707,-30342,-8377,-13180,2017,-2583,-1794,3199,994,729, 
 收回投资所收到的现金(万元),14778,21420,344,809,1600,300,--,--,2400,--,--, 
 取得投资收益所收到的现金(万元),42,444,3,--,14,0,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),51,122,14,--,241,3,0,0,0,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),1902,-1057,580,3639,757,--,--,--,1629,--,--, 
 收到的其他与投资活动有关的现金(万元),16627,12880,--,--,365,--,--,1068,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),33401,33809,941,4447,2977,304,0,1068,4029,--,0, 
