 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),103381,91836,58180,58603,67907,56956,47315,41512,32400,29750,47363,28934, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),3686,406,227,547,1943,923,2369,1844,327,149,0,757, 
 收到的其他与经营活动有关的现金(万元),2177,510,794,324,186,610,657,1051,1392,932,630,3668, 
 经营活动现金流入小计(万元),109244,92753,59201,59474,70037,58488,50341,44406,34119,30831,47993,33359, 
 购买商品、接受劳务支付的现金(万元),56154,53662,36279,37570,56980,41153,34447,29305,24450,19746,24956,21009, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),8737,8088,6611,6706,5929,5425,3518,2204,2122,1968,1868,1279, 
 支付的各项税费(万元),4964,4108,2722,2946,1461,2311,1862,1366,763,3875,3360,1488, 
 支付的其他与经营活动有关的现金(万元),7987,7163,5136,5191,3740,3234,3438,2407,2377,1599,1962,3475, 
 经营活动现金流出小计(万元),77842,73021,50748,52413,68110,52123,43266,35283,29713,27188,32146,27251, 
 经营活动产生的现金流量净额(万元),31402,19732,8453,7061,1926,6365,7075,9123,4406,3643,15847,6108, 
 收回投资所收到的现金(万元),53589,7256,1648,--,--,--,7000,--,--,0,0,30, 
 取得投资收益所收到的现金(万元),1563,1897,1417,1255,1040,866,855,661,149,0,0,10, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),29,5,--,27,171,37,--,--,--,0,0,1126, 
